dataMatrix	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
Q60692_Proteasome subunit beta .	19.9062913294707	19.63923680981	19.9460248331366	20.1410249045623	20.3004684727966	19.7525824659949	19.7657144388321	19.6990525050657	20.0094647355952	20.0008116948331	20.6525210513237	20.3506091677031	20.0004726959805	20.0255012020752	20.4138131995548	17.5016810140395	20.2740423941794	19.9348050562409	19.7130343605776	20.4242952254841	20.5908736859578	19.7333633612696	19.7440583828483	20.4240173436534
P01635_Ig kappa chain V-V regio.	24.6201496706143	24.4884995605917	24.4010692112346	24.0464184664516	24.6039982110862	23.735767650542	23.0247394560106	25.9630627533874	24.192687578529	24.1916032609256	24.8330764433813	24.9580434988514	23.2107119154464	24.5616064469145	24.1933199089982	23.1344504490015	23.5516011366282	24.2771630816675	23.9158077297252	25.5225931441875	23.9217389892491	23.932806051125	24.4391830992073	24.6279624076783
P22599_Alpha-1-antitrypsin 1-2	28.9552139998869	28.8666208161021	29.0798382630977	28.9995428836946	29.0299946964175	28.8264727462647	29.1601473293027	29.2738468096821	28.6201658949359	29.3867125598337	28.9526698950092	28.9064242867553	29.3464160711894	29.2442693161442	28.5981917909517	29.3611858724534	29.0582015198847	29.2175725994097	29.3051050074803	29.0522846214671	28.9643635204325	29.0120739401551	29.1087476081949	28.9196757898892
Q06890_Clusterin	28.0783726797935	27.986589777443	28.1555424508685	28.3094165389596	28.104844263291	28.8654988156698	28.8021976354714	28.8480162640279	28.4844766541616	28.5926332508016	28.2141932587543	28.0418882104271	28.7672046820081	28.1670088994909	28.1606468446287	28.8197122142808	28.8661092257068	28.7404691291572	28.7106914741094	28.1002016200994	28.2209390257495	28.1742756344644	28.6156053921432	28.1436844851869
P01633_Ig kappa chain V19-17	24.0148837312249	23.4647214759589	23.0803606744419	23.2186282691376	23.3031827690325	24.2589413514517	22.9538305512409	19.4781132886545	23.4910455761683	22.8549465467004	23.7758413253151	23.4570946402336	22.8598597669971	23.2598367743328	24.1793777769238	22.9725298024378	22.6042077537703	22.8797664524491	22.7828685691719	23.7475012463949	23.027104168584	22.4736798653935	24.1502009660394	24.1939964649277
P97371_Proteasome activator com.	17.6983435002194	17.7434153257144	17.3391654437645	17.3627903960325	17.9667853141763	16.2253893442574	17.1332527590646	17.3991771026478	18.0609849609701	17.4904113247999	17.8208810379054	17.8869412519269	17.509360049237	17.8629199537023	18.5917956601993	17.3363076406193	17.463944103131	17.262850395594	17.5710102809667	17.1346789759919	17.7622391481391	17.6938417887444	17.0287220535317	17.9178560592126
Q9DC11_Plexin domain-containing.	20.2954448439813	20.285696552577	20.1110832884314	20.4843704473784	19.8932399594828	16.4866340921799	20.5434755686802	19.7822559962503	19.9070459751712	19.9903879288145	20.8826389450921	20.2406021104106	20.1534887976257	19.9034277113451	20.105804155488	20.3306614409701	19.4125277141098	17.4896154663998	19.007897964195	20.5168711405086	20.2707487212494	19.9869060144978	19.8639603128441	20.2992349881597
P17751_Triosephosphate isomerase	20.7346103005566	20.7981735398026	20.3747858527614	20.3164856670497	21.8365984277638	18.8053712495517	18.0915498485926	21.6524584631833	20.7730183437444	20.0023204215374	20.5721663622314	20.5458703969219	20.9565534088009	21.1178082646298	21.9841532259689	20.1519913985774	20.8008356300992	20.8066601414285	20.7948469546962	19.181917024807	21.1587267821311	20.4582676709667	18.7324680551974	21.6863617054592
P29788_Vitronectin	27.4366149705226	27.2279171647524	27.2562233763054	27.2615248125163	27.3063501697678	27.4078427960889	27.3653281832195	27.3768387972168	27.4912634957767	27.431552820965	27.2826345787366	27.5182131131041	27.4059472411066	27.2814751806405	27.3908443684827	27.5135962902813	27.3109682863911	27.3147229087636	27.3063476663292	27.4394607387525	27.3209393374491	27.2406374822086	27.2696959994071	27.3678027814914
Q61147_Ceruloplasmin	29.8706721271326	29.8128132386742	29.8283348609618	29.7383304218358	29.7384221708131	29.4279482102011	29.5891083140316	29.5685273344384	29.3519566481352	29.5590854112912	29.7383388753564	29.7680493073448	29.6555294129735	29.7696919855125	29.5095146807351	29.6547752057095	29.684089822029	29.6715588827813	29.7282565409021	29.8257473318295	29.7483020952323	29.6583014966848	29.6957344399583	29.6842208351465
Q8R146_Acylamino-acid-releasing.	21.1264848696662	21.8254231152668	18.4078632725908	19.9151568032127	21.6668311031368	17.9082908802826	17.1503680176535	18.4878234724981	19.9866863798069	18.477590178823	20.6488599342948	21.6847384560649	17.7070276359997	21.1406382050278	22.9247774441979	17.2496314392673	19.4305422681072	18.7951363739067	20.7801478464437	17.7406295779015	21.0722229058923	21.7269397812825	17.3277104806757	20.6960961497737
P01786_Ig heavy chain V region .	20.8354263197436	22.5219318962157	21.4269543123064	21.9204006533763	22.1648682678136	20.7566435565494	21.0237386200227	22.4417138693066	21.9296754135249	21.6963227762898	21.8679853645044	21.6275569277897	21.529373120572	21.0146045475254	18.2043003747277	21.1826512211103	20.8668792347111	21.7208347904678	21.4038929560702	22.9869263267265	22.5289636315733	21.886509025326	22.5065859161807	21.9954758755104
Q71KU9_Fibrinogen-like protein 1	20.2342881322792	20.2075650378036	20.2479968899389	19.912776065865	19.968406914042	20.9025950054917	15.9524343597916	16.5907615872126	17.5311303244815	16.5756277285504	19.5749560956346	16.2919007494091	16.4093153283812	19.2741755148417	18.2909435512422	18.8347897323106	19.0563016429708	18.7721009221028	19.169468168265	19.9104867423459	19.6685282888242	19.4703510516663	16.9410077041902	17.1261596695404
P01749_Ig heavy chain V region 3	17.2554194988632	19.2848749207198	17.6508334031153	17.9991486961731	18.2390485293209	20.1565225903569	16.5536895849268	17.2403201064833	17.4232872596228	17.0432911410366	17.8088036445528	17.2825080393212	18.3776868868592	17.5470871700023	18.8834743784439	16.5269348855962	16.9970801113652	17.2496736552157	16.883875413901	21.6036705982289	17.4210898027242	20.3841305322704	17.4825418691304	18.2044675518932
O88968_Transcobalamin-2	23.6324308242533	23.6057272719052	23.4623561099245	23.7022417113152	23.5901436225476	23.2981274710635	23.6184188866369	23.6513483538502	23.7808628169893	23.7851379299302	23.494450217714	23.6170938973268	23.6728888517989	23.5477265055756	23.3540206492237	23.6612130211408	23.5714977124091	23.5158961445335	23.5303558489003	23.8213350017838	23.3393936203918	23.5026848155357	23.6753575307799	23.8176541311162
P01647_Ig kappa chain V-V regio.	19.3850201017486	18.9745803689846	18.6782445309694	18.9818099276187	18.4759515537152	19.2529994142758	17.8077035781886	18.9668480490433	19.1854185739995	16.7676325580069	22.3762200007016	19.9400226426639	18.4505839023168	20.2787368551077	20.1852886283459	19.4646865718234	18.7379486138935	17.8221773172664	18.1970566429319	19.954042646024	19.6677997189638	18.4918464823968	19.6957815751546	18.8543965589072
P09411_Phosphoglycerate kinase 1	20.6080036653436	19.3512994478517	20.046020380938	20.9191943156327	21.0221334319094	17.5637635871358	16.3791598680634	20.9030876604775	18.6444858577652	19.2793267592149	20.0505991552804	19.7065339587259	19.9110238174453	21.7402945335363	22.4183189771066	18.4217685008837	19.9429896097398	19.5993828164325	20.5470199447443	18.0152073553426	20.6566995865433	18.7548970903555	17.1936291159273	20.7383761939651
P55284_Cadherin-5	21.4413416738045	20.9290041516927	21.6018747055692	21.3752494752512	20.9704666695576	21.0799695751825	21.0035870506609	21.1194669319903	20.9819385323385	21.1034001943841	21.1285161046572	21.2541914430887	21.1817955756121	20.8403664007257	21.2324717244957	20.948129605799	21.0756266893504	21.3975063458227	21.0240456416853	21.1997422780729	21.1693638466968	21.1260310642349	21.3654312483327	21.051208276974
Q922U2_Keratin, type II cytoske.	19.5167588824586	19.2130220345032	19.2860269362437	19.5231917325019	21.3620371787234	22.2136787260784	17.9368968625047	19.7753926551868	21.0579472814996	19.69100587381	19.3091242347346	23.0021936898851	20.4608861760573	19.5911027254593	19.0634400068036	21.2994855749607	19.68427659346	20.213777939886	19.67755899608	21.4764375763651	18.9483658911499	19.7113295249559	19.1377761936722	20.7932970930186
Q9QWK4_CD5 antigen-like	24.5188521813234	24.5352931774107	24.4470555983367	24.406825475616	24.2482293023772	24.6605041062404	23.783548823126	25.1685425159874	24.7480028018426	24.4131386366197	25.0382182285103	24.1107568083342	24.2809883432979	24.4279519174935	24.7195745290347	24.1250530064794	24.2908427568828	24.5306719664186	24.3948840677379	25.0828372342569	24.4222721813925	24.226220046374	24.7529305161468	25.139841249428
P61982_14-3-3 protein gamma	17.2428295800189	17.2087877057879	18.3004507429819	17.3897564370861	17.8695441437189	17.8458270417696	17.4163968562861	17.254961144829	17.6491245822995	17.4535416926928	17.5497307553565	18.7098319250327	17.5360688411647	17.7950647580099	19.3917347156883	17.3992106554817	17.4382503667965	17.7360593985767	18.0475365036925	16.7856313295697	19.3054794121552	17.9664485040721	15.3479526459551	18.488609141075
Q1EHW4_Histone deacetylase comp.	26.0600967356602	25.3643127585379	25.4356880625833	25.4734387110774	25.1812679904739	25.5161070958606	26.6305406532892	25.5942925938829	21.7997102706292	25.3911898243183	25.704464525398	25.4955964485238	26.8317779863964	25.2025631355269	25.8090536997524	25.7545555247152	25.7134839544146	25.8145481430703	25.593646431543	25.665395450759	25.4346198292919	25.4868356351874	25.3230933913435	25.6172688091379
P09813_Apolipoprotein A-II	28.8525996089086	28.7484818666798	28.7539607913796	28.6881462402412	28.7311561716634	28.7245350861125	28.7457703249894	29.1137022704896	29.2874439625838	29.6284715726217	28.4415800216883	28.5834267958242	29.7196484713848	29.1730782372143	28.8909986868622	29.130466715299	29.1102942039373	29.3558078352457	29.3341953909163	27.9798481816766	28.7042404452376	28.9367010138404	28.9786879433506	27.8561801502967
Q07968_Coagulation factor XIII .	25.089577365425	25.3051004138768	25.051648568563	25.358441409245	24.9909985238598	24.5491596290765	24.9808254598381	25.0481482502728	24.774572032281	24.8419986556063	25.3973850468071	25.1425245184185	25.027916286499	25.0903022507761	24.9362219533851	25.0092851525982	25.0327099822259	25.0517257260741	24.9108830437451	25.1239781757121	25.0663275438549	25.0108171264999	24.9414471582083	24.9937717241812
P24270_Catalase	23.0764431084357	23.5006375577708	21.7706364730891	22.9294270130448	23.6924804597929	17.9295262302834	19.4405985152748	21.9245903556932	22.8298061431266	22.5229305967342	23.2088222651006	23.3031157230593	21.9935863765006	23.2757491280505	24.3195289381506	22.0277685093282	22.9062447135257	21.6863770951308	23.0771927171758	20.3041893329354	23.4084003645559	23.109508360459	19.3236768658575	22.9822456954834
O35664_Interferon alpha/beta re.	22.4629578905575	22.0696012028083	22.3176491562389	22.3716390724259	22.4320984983165	22.4381320496281	22.5759305370202	22.485370907156	19.5175755685426	22.3743947875404	22.5472464019839	22.5840622920403	22.5773650903977	22.3795399246216	21.7616593698144	22.1006477432744	22.5557303062558	22.2452464392314	22.6328765285655	22.3407423720056	22.1355532048583	22.4832591763248	22.4939433795492	22.3591251318511
Q3V1M1_Immunoglobulin superfami.	22.736569670178	21.7696868408698	22.2584340529999	22.5685640960537	21.915057479311	21.5615509792917	22.3425167753316	22.0647817353962	22.7221828819753	22.0807610996799	22.2309185968738	21.9677792023314	22.534889638897	22.5027851966082	22.2671118505201	22.1291943301367	21.9188682403976	22.486581081393	21.7759857595929	22.5633520043886	22.2629172530747	22.3136061827615	22.305089834613	22.4022976508017
Q61268_Apolipoprotein C-IV	24.0510024406215	23.728695816537	24.1997114299967	24.2771818152721	24.0557810524623	24.2623006272622	24.2084621076139	24.1667055656976	23.8986351514645	24.1099924116247	24.372092677749	24.308464718483	24.5633111525082	24.3310605758155	24.3995877304999	24.445360202937	24.3446738180723	24.2612206263425	24.4159841251218	23.7175610683427	23.9279051572451	24.3611489175985	23.5131916973067	23.6053496337431
O70362_Phosphatidylinositol-gly.	27.5283775598033	27.4778447134781	27.5038820145488	27.6094316066687	27.4697470075997	27.1082329840409	27.2790777598397	27.4432467227676	27.4617425894313	27.483766829595	27.5291214344632	27.4729091944511	27.4329808348813	27.5562516897793	27.4498427155187	27.4049436502488	27.5558487073834	27.599381009276	27.4684400910732	27.0453180686205	27.4431369258038	27.5124602985829	27.4216561376988	27.1360580204877
P11276_Fibronectin	27.9583458817017	27.4583048487231	29.2804393220445	27.130023276187	26.8553400571589	28.9765433221558	29.3781215138629	27.8752032969939	26.7635653547306	28.4604996419786	27.322096765611	27.2536210191644	27.9463792749499	28.2382468437777	27.5188174918559	28.3809854691178	27.7544831461391	27.5444404863327	27.5779458862992	27.7751140126146	27.8879136389561	28.3233431618583	27.5634293986542	27.0359627680379
P62897_Cytochrome c, somatic	20.7055127961738	21.0009278919086	21.8392329152052	21.8788988373408	21.8586269359471	21.2394119189919	21.7282998308551	20.9974189847608	21.4216869525515	19.7334109463644	20.7861473624749	20.6380245219359	21.5940583635656	20.8826527503167	20.7684484659465	20.9414585314119	20.962472608092	21.9064801636962	20.4527282632873	21.5385010883117	21.6779227239481	21.0100482686982	21.8669037496506	22.1048081192048
Q61316_Heat shock 70 kDa protei.	18.2905997078491	18.1134492325591	17.8132467189856	17.7417851347818	18.1183996665686	17.5164355797094	17.5811069231863	17.6191477461443	18.1186113161379	17.6276011347399	19.1272223141088	18.415051180509	17.8830472176944	17.8954099641024	19.7244707533474	17.2327119027922	17.7333274623872	17.7526948297515	17.2818284480886	17.6660696677952	18.3014067471892	17.8710881654718	17.408994074121	18.3286813691685
P16858_Glyceraldehyde-3-phospha.	23.2333165714945	23.7371228121389	23.0439584475853	23.3796776705348	24.2665791102394	21.3750908843232	20.5519725740587	24.0525391962964	23.2924127746935	23.1841646750644	23.875132974536	23.6781911271591	23.4514421751139	24.0892910921453	24.6155099803108	23.0971287532086	23.6189112724985	23.348088127091	23.805835466243	22.1112460135668	23.8219181711005	23.7566519075137	20.4786958166629	23.8307730147396
Q11136_Xaa-Pro dipeptidase	19.689534603437	19.3122168611789	19.0266750480741	19.9535242080973	16.9110198662956	18.6963338315738	18.3761569288542	18.7749942275608	19.2440542660318	18.3942181603975	20.3085430369214	18.7603169266008	17.2798490398211	18.5885691657691	19.9346068430774	16.6636551070769	16.4056833029559	19.3424999617238	18.9356813361656	19.2395315213176	17.746267753942	19.963661214856	20.5611836225948	17.8946939184596
Q9CZE3_Ras-related protein Rab-.	19.9994760457128	19.0664127764358	20.2261419749877	19.9400928339192	19.9233587677713	19.6295771857341	19.6947702047054	19.582291556171	19.7288669280532	19.254281138495	19.549224972943	19.4664517956727	19.7911449037318	19.2320168271563	19.2156784544307	19.8091674668051	19.9249382393844	19.7542853567292	19.7951478866709	20.0330386267208	19.7582205791716	19.7545072006953	19.7756636292192	19.9408570578912
P55065_Phospholipid transfer pr.	24.0366971519789	24.1417741237915	24.1367926225051	24.0774139216302	24.100766589931	23.7437497776524	23.7172320004725	23.6765802811654	24.3605978298381	24.3976949984061	24.0485615401388	23.9722351996513	23.9803602216586	24.1680198579187	24.3173982598812	23.6516075141636	23.9710932097931	23.9868077016296	23.7229682097846	23.8444801264784	23.9827826446468	24.2763084571334	24.2286082234145	23.809369053841
O88783_Coagulation factor V	25.5590524930045	25.4836986936424	25.6029714420539	25.5652882898379	25.5415764063999	25.8129344395827	25.3479821939918	25.6137196705345	25.3155230224339	25.5202761300625	25.568179618321	25.6438414404672	25.5051083951068	25.5545052437315	25.3932211459977	25.5550051798943	25.5938316160919	25.5455550002417	25.5489549842873	25.7850392234378	25.5074443124757	25.5710819496463	25.6639955990626	25.5107007958111
Q9DBB9_Carboxypeptidase N subun.	27.576194029795	27.3887011931946	27.5548799194168	27.5263946437753	27.6106437002806	27.2853205115599	27.5600423980369	27.4780079607493	27.6108379777445	27.5494837571087	27.6983118090506	27.4994567623452	27.42439441941	27.4948526554199	27.4055876439615	27.4871573838631	27.5228439367804	27.6098849229092	27.5593085821356	27.5828060619173	27.426347176033	27.39344636645	27.5578474236286	27.469600335107
Q5MJS3_Extracellular serine/thr.	17.6493721117312	19.000794863666	18.0373673136906	18.2254651792746	18.8630389918788	18.9573517350528	18.260613520084	18.221888595205	16.8099900164284	17.6753188646755	17.9278852876951	17.9371421155962	18.9378941433196	18.0678690659637	18.1087737164422	17.9808887408587	19.954020814386	17.9894330304823	18.1750794047625	19.6116758348724	17.7773462514364	18.0957446939742	17.617226957811	17.8790568120585
Q9Z121_C-C motif chemokine 8	20.9866209328113	18.7785582514627	17.6153439172446	18.8893888419546	18.6411169435376	21.5147339160583	16.5351321268559	18.8994193549555	18.2822146343525	18.6194961912684	17.0460422098316	21.4561290265413	18.951011846463	17.3497066926819	21.0749417418154	17.100959995542	16.3562882684194	17.6510200085122	17.1515168592137	17.648685985279	21.3311998846602	21.0164781282167	17.5397017344301	21.6773061856666
Q9JHK5_Pleckstrin	16.6149913055059	20.2944843187039	20.0491627128899	18.4149177575092	19.3169897989192	17.3568216947026	16.3474279397998	20.0996885988394	20.001706434166	16.9109070051841	20.0198826821186	20.6765430466601	20.2498911958908	20.851659077539	18.439717925574	17.5377948840006	20.336932953242	17.5778993620998	20.0381800477827	17.9647274490971	20.49494198942	20.3019008289464	17.2024573243109	20.0176751423236
Q08761_Vitamin K-dependent prot.	23.5294139915865	23.4237662042055	23.4496398563874	23.5004023270218	23.4810626594315	23.6511043699577	23.4020752396714	23.5253922452852	23.3220334820065	23.1084753237384	23.6524225747652	23.5570079867609	23.4521836671997	23.5342986073516	23.426747441246	23.6195121901013	23.4740925953399	23.6043924926729	23.4384319743931	23.3066586157827	23.4773077935803	23.6875165433886	23.2896088963423	23.5105129566045
P97321_Prolyl endopeptidase FAP	20.5556178676683	20.7594244776959	21.4675942322199	21.0647542751772	20.8480408187902	20.5097860009076	21.1091584100272	21.1193037002005	19.4292093006411	19.7440651517301	20.7056108743341	21.1862167275227	20.4271181761168	21.1628266211047	20.5659885181	18.8358169920514	20.8930782702532	20.8714229646062	20.4966451112801	21.4699656846164	21.2273074604841	20.8503358463026	21.0600597828647	21.000836624951
P26262_Plasma kallikrein	27.5607561364442	27.5537051025179	27.5714867179987	27.6672850424633	27.5788466944035	27.2251123901941	27.671336652063	27.8192728011342	27.7857482830671	27.7928361576805	27.6486396599849	27.5562061917439	27.704340404277	27.4693212311891	27.3913103340558	27.7774920160258	27.7936437892612	27.8245403452452	27.5824059505407	27.5119016160354	27.456036629617	27.5029080234367	27.8275152179795	27.5020276142977
Q9JJN5_Carboxypeptidase N catal.	26.0662838514177	25.9241530266214	26.110264091278	26.0263623509149	26.1767847627756	25.8709529508258	25.990313479994	26.1129362525644	25.8927787535714	26.1440393906839	26.122709530145	26.0788785247487	26.0676050446425	25.9752704662015	25.7809380880472	26.1081495357372	26.0940755910381	26.1840466000732	26.1035407445749	26.0955472077071	25.9329446046305	25.8747346972221	26.0848529822482	26.0582761804773
Q61508_Extracellular matrix pro.	23.7794666879615	23.8274758711547	24.1180852906407	23.8165409368277	23.4510922325263	23.955000476819	24.1063424863019	23.547367619683	23.3256988012537	23.7739447615783	23.6123820316543	23.5482099778582	23.4708762961054	23.6103704286831	23.5438883917848	23.5364063583815	23.5241847876216	23.2940850275467	23.2974728486073	24.2250758999952	23.5458422414108	24.0545082696897	23.9209452202313	23.9547611018011
P18528_Ig heavy chain V region .	23.7859654414403	23.5934526745703	23.8128094203865	23.4897930933424	23.5717393368213	23.9893814192909	22.1903439001167	23.1404166559172	23.6453221128065	23.7085304425639	23.1954887583808	23.111674568799	21.9367250031189	23.6022804434426	23.5258506495126	22.6205131635585	20.0095706637031	23.6813169191981	23.6996592879513	24.0024989781268	22.8497995530344	23.6561900305205	23.6291222321175	24.1052221226795
P01723_Ig lambda-1 chain V regi.	21.6579573210911	22.1900213124629	21.5483035951273	19.0936614318675	18.6507714997504	23.8928923081978	21.210705970952	22.6465845277059	21.160135477948	21.9986223633592	22.0598774795523	18.2658310664952	18.9206490827626	19.1166672824346	20.3707512184893	20.9468213393609	22.024918816057	21.6078031373964	21.1897684678862	22.3563356333703	19.1447655727377	21.5053329246457	22.6676930435386	22.2244957584351
Q07079_Insulin-like growth fact.	19.591329893071	19.0099960063281	20.1355541379519	20.1232678021653	19.8518675869415	19.5495193714949	19.440450496641	19.4312804099419	18.5182182671215	19.1769271726473	20.055201329824	19.5365673805861	19.1479888155811	19.5050433246898	19.5976299918864	19.5450701610675	19.3856926088016	19.4775934988715	19.3116040719882	19.4123583232955	19.7456486898374	19.7626662041779	18.4756323916017	19.8808102646177
Q60590_Alpha-1-acid glycoprotei.	26.4462185636195	26.8286005152442	27.2465749149073	25.9574980580588	27.6217961240725	27.3683637811839	27.198901357079	26.9962521055799	27.3485469005644	27.0927318208196	26.3406861482609	26.2937261793442	27.3203369974443	27.3039462600106	22.3090013747764	27.3689073829552	27.3622455116157	27.4025686883453	27.5668030092271	26.9577288330156	27.3782624385624	27.1566680881603	27.0345812006963	26.9384815152817
P06151_L-lactate dehydrogenase .	21.283691326816	21.4909409483778	21.1220615932965	21.1864413291099	21.3338993265793	19.7352324819141	18.3483444205857	21.936704068677	21.1083901345675	21.1882904687246	21.3236661361072	21.7961892650517	21.3097190574598	21.9803850648809	22.4296634130757	19.6623888144485	21.1322083534755	21.3583666870769	21.6513799986481	19.4675872623619	22.2480998478698	21.7750974305535	19.4749233933373	21.2728021833205
P26928_Hepatocyte growth factor.	21.1486376325927	22.3523586919954	22.2589120310372	22.2202997919074	22.4847367414635	22.838219465285	22.6592846366863	22.6109031815337	22.5183730567893	22.4297203598791	22.6417791261242	22.3774642127522	23.0197797206039	22.4631360553217	21.0236814374212	22.2776263831473	22.6386216243108	22.9126830679014	22.6474030890107	22.2672308932953	22.1620774926183	22.690434449823	22.4799754766625	22.5514916567582
Q99K28_ADP-ribosylation factor .	22.0934286870967	20.3372980841301	22.3256745118724	22.0688612474605	21.5679916914725	20.5696413682276	18.9004821142593	20.8454246742813	21.733899637206	18.4486863613158	21.6617183060213	21.9413003731494	21.7697056035956	18.8821714445979	22.0512562459044	22.1592668318443	22.0491828321069	21.9932502543316	19.8866337645172	21.8800160756012	22.4736797415445	19.3418798210232	21.5434425282879	21.3768223735921
P07310_Creatine kinase M-type	21.8552595383847	21.8961690353244	22.8072699109856	22.6788805558429	23.7013705583138	22.4896854350951	18.4677289214693	24.1787832153248	21.8148366837123	19.2472314552341	23.2056633603883	22.5568627916555	23.0355997145051	22.9998727272246	23.8995662115284	22.058668910857	22.6367147746621	22.5924168872259	22.868960140221	19.0427381333632	21.4013240721511	22.6103678376494	18.4487476125886	23.1923953160171
P07724_Serum albumin	35.2707485786948	35.1159340897451	34.9483649143429	35.1395677455456	34.9824153578511	34.639418769196	34.9832870329	34.9971817210856	34.9377852541733	34.9493779961567	34.9378085071958	35.0214907207029	35.0787309913864	35.0010390888545	34.5036209892554	34.8482826178818	35.0074355657878	35.0573385132189	34.8979659960254	34.9291856145703	34.9082719408156	35.0554404957089	35.1971568383901	35.3666674557269
P08071_Lactotransferrin	18.6908393708963	16.937088250874	17.7800954567396	18.9394955397996	18.5959493524716	20.1718941959082	16.8704198696318	18.3026629292394	18.5437950685426	18.4904403529886	17.0031298237884	19.6343768011014	18.97764808668	17.2196317696495	17.0716851477148	20.0786976005062	18.9585244808787	19.1185661499377	18.9872303650825	17.8646439045962	18.6786276459879	18.7330823703229	18.7049522517425	17.7252369645132
P21180_Complement C2	23.8798990730469	24.0377290850199	24.1419393532085	24.4175594830132	24.139404274121	25.0058897180557	24.9719782386741	24.7636327206233	24.4701264736547	24.3711837288221	24.3086959286581	24.2053959401091	24.6857285560512	24.2159923832414	23.8987852351431	24.6533759406161	24.6140350088995	24.6340542422622	24.6389156627895	24.4249091186749	24.0961820611983	24.3332170558328	24.8401599650681	24.4043568059769
O88200_C-type lectin domain fam.	21.3466004330645	21.5255290530377	21.8458143827377	21.7542469220576	21.5159121413535	21.6632741500954	21.9046560266657	21.7673518021881	21.4270166108893	21.0985071488617	21.2945992958134	21.4790833010102	21.6200871213497	21.1898459693832	21.517668667355	21.4131319204468	21.3378167805268	21.5986303668425	21.6246521291391	22.1518610631809	21.5879378260947	20.9272721441339	22.4092433067704	21.7148584187981
P16675_Lysosomal protective pro.	21.7658548413798	21.6731649879788	21.789461209112	21.5819343795121	21.6873229241612	21.6816550314344	21.5227662496069	21.4024807335904	20.6901206719668	21.6181199681191	21.9913335273116	21.8092050547617	21.4925334062809	21.7451108048063	21.8175890459754	21.6040676848734	21.5727624361153	21.3781478473173	21.5904060173371	21.8761883886273	21.4418992347142	21.8075169697514	21.3909318550599	21.5469567328177
Q61646_Haptoglobin	17.9442743620611	19.0890361237054	19.8022948712574	20.9071699601077	19.3108846813315	28.0949003193147	20.2291773237609	22.9817028856363	22.6893879595116	21.4789230135782	17.9606713634026	20.2250975234922	20.7293674461755	21.5146439935471	18.444655243081	24.4871314944619	21.1062479043433	21.6865789624977	22.6168397889292	19.7339483420785	19.8154265936534	19.5400562396452	19.6894176034584	19.1767695539507
P01758_Ig heavy chain V region .	22.1859633664049	21.6809360324967	21.5617751672457	19.4163737495584	21.4877394659779	21.5838397051401	18.4748485322071	20.7471957375493	19.5599904819514	19.5363635457425	21.3872118162034	22.1158791774793	19.0112958412207	21.4363714797043	18.9495395494915	19.2353884706177	21.158685338134	19.3101445575362	21.1546835483786	22.6092028657188	20.0556791189185	21.6944583207633	21.3541658314315	21.5587830484391
P26041_Moesin	19.2913026761698	19.1339543177272	19.3831465796131	19.1790717283084	19.7262083786315	16.7278400397245	18.3463001559695	19.0450425395837	20.165903869238	18.9742502762523	19.2716593461115	20.0937408939481	18.876674882571	19.8937732143593	20.2194121229921	19.2644025095349	16.6717334427088	19.1501355515039	19.4113942178048	19.1378743582357	20.1176652933272	19.4672076253765	17.4232103113794	20.1653923692525
Q8CIF4_Biotinidase	22.8289408647543	22.6939204681011	22.5396206714754	22.5315994399599	22.4153642293151	22.1815955739449	22.0594905242432	22.3828553918056	22.0856488017723	22.5815329919285	22.4756323866544	22.4322438074823	22.189582839397	22.7844841855688	22.6894456556524	21.9708657036053	22.2724684720814	22.4947513547107	22.5164773286541	22.390451859657	22.09677948556	22.6832931046338	22.1520522280517	22.3265167166574
Q9DBD0_Inhibitor of carbonic an.	28.1423666796493	27.9860846326169	28.1538986442778	28.1061894265845	28.0451510613419	28.1024686633153	28.4224207935149	28.3331404696017	28.1719076303609	28.1950860468311	28.1324953366717	28.0573271087561	28.3632700127218	28.0997998147205	27.9096300843818	28.3573325212822	28.2860313088763	28.3271279983183	28.255944715025	28.1015480715497	27.9830760587505	28.0876876556409	28.2538975334652	28.0833260951749
P04939_Major urinary protein 3	17.8796916406645	17.9339345524117	18.1962272083811	17.9187889248311	18.7982457294398	21.2365873854645	19.4768548370006	20.3427375802034	20.1303036172067	18.7703789916143	17.4255246561803	17.462062626482	20.1072446909446	19.3188088067911	16.950500081749	19.9931663662072	20.2218720554145	19.9600914838184	20.1042050574876	17.8655931440987	18.2005222635975	17.9383776925366	18.8504073878843	17.7680498160845
Q8K558_Trem-like transcript 1 p.	19.8677912312741	19.7663621947576	18.5456332231629	19.2047165144311	19.7258361637156	19.9561569591362	19.0513380582976	19.7274570440863	20.4533770298113	18.318859017726	20.1230642632723	20.2537056898091	19.5043943407	20.4686303863525	20.0486167407143	19.6538023274287	19.8472143185048	19.5771726986062	19.582630605379	18.5562925174889	19.5539466745594	19.3454374741247	18.5105927357242	19.7108804065076
Q8CGK3_Lon protease homolog, mi.	27.1651291950318	27.6332499654387	27.0318840732371	27.1028895842264	26.9236477492243	19.0624309259785	26.7210746707826	25.8868086456939	26.67503021893	26.8909335818808	27.3507104628372	27.0701068555893	26.7645024205038	26.8431388830284	26.925702745137	26.4412642845943	26.8965473052201	26.8024990103689	26.5950160069381	27.108388858287	26.6246803494559	19.8052429001262	26.8885170558398	27.0819059757585
