variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M777.1128T14.78	c18acquity					0.126154793643785	0.67797180727527	0	0.000513835001989094	0.959198353346697	0	0.0713910290632249	0.862511652952891	0	-0.089002232572053	0.531451227305099	0	1.27852235937121	0.672696836046601	M777T15	777.1128	886.878	[2345][M+1]+		60	NA	
M777.1339T12.76	c18acquity					0.12582255870943	0.784222165047013	0	0.0511253970788434	0.818186850889301	0	0.152808928695103	0.769289144548328	0	0.089016628652038	0.677620147894255	0	0.657474793710175	0.881769209974136	M777T13	777.1339	765.84		[M+Na]+ 754.139	36	NA	
M777.2192T9.77_4	c18acquity			4		-0.0154971331050113	0.96026755846918	0	0.660625065609235	0.00120163195443426	1	0.0622263964314342	0.983040284413984	0	0.777969762158746	0.0158997229389079	1	0.0151787604114201	0.24489018482278	M777T10.7	777.2192	585.91302	[2348][M]+	[M+Na+NH3]+ 737.2	68	NA	
M777.2688T9.72	c18acquity			4		-0.0489104157668141	0.79112156432416	0	-0.809016729798872	1.06847625098277e-05	1	-0.066465052566036	0.950955120489405	0	-0.74889724512607	5.233967100345e-05	1	0.221587777742536	0.216231539251665	M777T10.8	777.2688	583.24362	[2340][M+2]+		68	NA	
M777.4194T9.76_5	c18acquity			4		0.140276701258523	0.652174032806387	0	0.602989452704458	0.000786659623577487	1	0.132661079541828	0.915739553002047	0	0.786797643012784	0.00474508236307002	1	0.750517347724233	0.0351235068232327	M777T10.9	777.4194	585.87168	[2341][M+2]+		68	NA	
M777.6043T9.72_1	c18acquity					-0.0663198979772641	0.918812100780689	0	0.00712062567155591	0.993053028104646	0	-0.0759434432866435	0.935720237376822	0	0.0435951609559524	0.888537156165557	0	0.200689757745736	0.425040365510162	M778T10	777.6043	582.90636	[2342][M+2]+		68	NA	
M777.6193T9.77_1	c18acquity					-0.0194023214665968	0.996578382349201	0	0.298903688523108	0.172995150747872	0	0.0433093418672339	0.983040284413984	0	0.368083348841095	0.217067687415306	0	0.0236715439194716	0.268202639190377	M778T10.1	777.6193	585.90528		[M+2K-H]+ 700.708	68	NA	
M777.7703T9.72_2	c18acquity			4		-0.0551251729398974	0.810949738481635	0	-0.698469531691106	0.000283501814500428	1	-0.0808804256326621	0.950955120489405	0	-0.770055014682486	0.00156511516173851	1	0.332478211804396	0.1166127684275	M778T10.2	777.7703	583.00974		[3M+H+K]2+ 505.201	68	NA	
M777.8139T9.26_2	c18acquity			4		-0.0803440730521423	0.67797180727527	0	-3.04262777364186	4.05251620131783e-11	1	-0.0825732895425926	0.987080872573771	0	-2.90788488420849	2.27691674765311e-09	1	0.217164454426793	0.283872713836973	M778T9.1	777.8139	555.45216	[2349][M]+	[M+2Na-H]+ 732.846	166	NA	
M777.8208T9.77_2	c18acquity					-0.0834651343101793	0.838208371018121	0	-0.223151671458137	0.290419541612807	0	0.0735431712629282	0.925745493850227	0	-0.28465758282797	0.264558093620569	0	0.401680331577556	0.258068127124383	M778T10.3	777.8208	585.91188	[2346][M+1]+		68	NA	
M777.8579T0.82	c18acquity					0.0209315979063174	0.952331865782731	0	0.0329907318339	0.836568739028069	0	0.0875616223582121	0.836086424453327	0	0.00258824761821685	0.997071278106926	0	0.135375252244994	0.868455859973289	M778T1	777.8579	49.184478			1327	NA	
M777.8692T8.44_1	c18acquity			4		-0.450040837514644	0.225872745622904	0	-0.312187756618815	0.0728206572812268	0	-0.578305126140092	0.0272622778517315	1	-0.170632618277839	0.45815705755414	0	2.11286351802224	2.6378423533548	M778T8	777.8692	506.24424			103	NA	
M777.9374T9.72_3	c18acquity			4		-0.0552981167917359	0.818242522448308	0	-1.13761511858426	2.57807684304918e-05	1	-0.0345311261331283	0.993972200669315	0	-1.05783304894185	6.84767542981639e-07	1	0.176496202492659	0.286150931036864	M778T10.5	777.9374	583.01466			2887	NA	
M778.0144T9.26_3	c18acquity			4		-0.0662284408542373	0.71475349632749	0	-3.06871339968608	1.67988677779699e-10	1	-0.273027955360941	0.89393303695646	0	-2.98862702945489	5.61238668119444e-10	1	0.206673903984084	0.0282485098751998	M778T9.2	778.0144	555.45708			166	NA	
M778.1034T9.72_4	c18acquity			4		-0.190444936893996	0.64663899281872	0	-0.798088749184293	0.000572130939153958	1	0.0394858167182992	0.939669929521332	0	-0.66108371375722	0.0038027297810501	1	0.646257274825216	0.501221494290535	M778T10.7	778.1034	583.05666		[3M+Na+K-H]+ 239.057	68	NA	
M778.1081T14.78	c18acquity					0.013574586750849	0.970753534059032	0	0.0310711613851051	0.860662233484074	0	-0.192612293007253	0.497512898876406	0	-0.111280873197241	0.47268366416988	0	0.21733814765847	1.40242305926394	M778T15	778.1081	886.8318	[2345][M+2]+		60	NA	
M778.2151T9.26_4	c18acquity			4		-0.0264887208424511	0.711657917587631	0	-2.70396483465262	1.19602032684981e-11	1	0.00131754639257231	0.930536740700124	0	-2.7460628599698	9.05608816379009e-10	1	0.145903062305247	0.395449030211793	M778T9.3	778.2151	555.39918			166	NA	
M778.2709T9.71_5	c18acquity			4		-0.155778952040047	0.664493260387219	0	-0.832947156657099	0.000248815508367352	1	-0.16981557657572	0.853465948466154	0	-0.778041239039361	0.00105411287230044	1	0.596754787660854	0.0935470817527167	M778T10.9	778.2709	582.81372	[2340][M+3]+		2760	NA	
M778.3708T8.44_2	c18acquity			4		-0.481661737365206	0.172779144721624	0	-0.294827659797694	0.0832117165167671	0	-0.56649621029762	0.0183098193103874	1	-0.258539505845965	0.171479814821021	0	2.20883217911147	2.67245317046981	M778T8.1	778.3708	506.25522			103	NA	
M778.4155T9.26_5	c18acquity			4		-0.0235762722752586	0.754883325070702	0	-2.58372537154444	9.74971222444841e-11	1	-0.143072490804423	0.974507970899979	0	-2.59197079400986	5.99133698252452e-10	1	0.12387900125227	0.212050257331451	M778T9.4	778.4155	555.44718			166	NA	
M778.6167T9.26	c18acquity					0.328012991132686	0.711729023827552	0	-1.80046313162887	5.643792316705e-09	1	0.175960647966672	0.748148897630149	0	-1.89997525813086	1.49588072637197e-08	1	0.650606437603535	0.736824048358089	M779T9	778.6167	555.80106			166	NA	
M778.8723T8.44_1	c18acquity					-0.306920910953115	0.436880668400227	0	-0.293567347723906	0.0988503421238913	0	-0.466610168217315	0.0650068666088673	0	-0.178095059650241	0.379577242238366	0	1.66089523961412	2.46203623819829	M779T8	778.8723	506.4045	[2351][M]2+		3586	NA	
M778.9198T0.8_2	c18acquity			4		-0.188762844760696	0.660780251565486	0	0.335238618093793	0.0537521413027935	0	-0.189284936949505	0.360552885903627	0	0.562885655973682	1.61653856200548e-05	1	1.03126289910532	1.58767194610265	M779T1.1	778.9198	48.199704		[M+Na+NaCOOH]+ 687.946	21	NA	
M779.2506T9.12_2	c18acquity					0.287329781308436	0.660780251565486	0	0.278573221189415	0.371197491879814	0	0.553407377085431	0.168597374324221	0	-0.138558210729419	0.578783685287629	0	1.18803839553601	2.31804537704432	M779T9.4	779.2506	547.19754	[2355][M]+		411	NA	
M779.3406T0.81_3	c18acquity			4		-0.0219729009282279	0.848132261786254	0	-0.224832377842793	0.00594488204680276	1	-0.0700395522147872	0.810315808423596	0	-0.2934199231478	0.000302649719979921	1	0.549649789938598	0.393514383480848	M779T1.2	779.3406	48.417192		[M+K+NaCOOH]+ 672.388	21	NA	
M779.4327T9.12_4	c18acquity					0.50699824997349	0.614130154358376	0	0.221689645185206	0.611098194473495	0	0.572632969334489	0.461280888316273	0	-0.216411911497417	0.586336528865151	0	1.41496848398028	1.86400389650176	M779T9.6	779.4327	547.13172			411	NA	
M779.7063T9.12_3	c18acquity					0.467446101636819	0.580769182567253	0	0.272460313867537	0.465863808945446	0	0.591002494390269	0.337128514791048	0	-0.161736491387497	0.633064547388955	0	1.44993382581285	2.02892078531684	M780T9.2	779.7063	547.1463			411	NA	
M779.7974T9.12_4	c18acquity					0.443390224040979	0.570342894187858	0	0.244938548992929	0.470115322134415	0	0.461867606831849	0.525055358563935	0	-0.156057709932856	0.660254011839485	0	1.46315979087754	1.67210538150832	M780T9.3	779.7974	547.1463			411	NA	
M779.8998T0.8_2	c18acquity					0.0882417980995651	0.832709170488262	0	-0.088898312526009	0.685369505597003	0	0.157596377325937	0.664680977136745	0	0.0215574705063517	0.936155467261887	0	0.428085635001227	1.3646244321634	M780T1.1	779.8998	47.986104		[M+Na+NaCOOH]+ 688.927	176	NA	
M780.005T15.21	c18acquity					0.0322676679220955	0.967936029192554	0	-0.108827561017756	0.658784028874235	0	0.185753769483094	0.691583147303902	0	-0.068123122698557	0.729391106076248	0	0.0642753250016264	1.22628187679784	M780T15	780.005	912.4392	[2358][M]2+		3	NA	
M780.0706T9.12_7	c18acquity					0.590344022286958	0.453303647274703	0	0.275268442038767	0.420149987325203	0	0.645541635421512	0.280179495341202	0	0.0301020998712715	0.992237452061368	0	1.74613510410551	2.01374027116777	M780T9.6	780.0706	547.19754			411	NA	
M780.4006T0.79	c18acquity					0.0793578314460692	0.854825678665867	0	-0.0456959272287065	0.853966378442151	0	0.135411727757228	0.762487254305189	0	0.0194082096797228	0.946496133239144	0	0.541974311314175	0.922521056811027	M780T1.3	780.4006	47.290188		[M+K+NaCOOH]+ 673.45 [M+Na+NaCOOH]+ 689.424 [M+Na+HCOOH]+ 711.406	176	NA	
M780.5061T15.21	c18acquity					-0.0371496918190228	0.942126628957819	0	0.0526614074942504	0.809411314345169	0	-0.150591018608656	0.791992056157988	0	-0.0778194015462326	0.740775544709056	0	0.484695959973184	0.816498039140848	M781T15	780.5061	912.3636	[2358][M+1]2+		3	NA	
M780.8072T0.79_1	c18acquity					-0.378979997353403	0.439419296839902	0	0.306243107582972	0.188133892779361	0	-0.377888433199365	0.372660058818623	0	0.11301655101958	0.625228669966804	0	1.77672310761983	1.47788737935434	M781T1	780.8072	47.31066		[M+K+NaCOOH]+ 673.86	176	NA	
M781.5024T0.81_1	c18acquity			4		0.191429316497931	0.642832392578014	0	-0.30212762910603	0.0647100331907912	0	0.0766393013087896	0.795715122890139	0	-0.449709445080636	0.000243184492608573	1	1.22113905110715	0.720862573027241	M782T1	781.5024	48.392292		[M+K]+ 742.537	21	NA	
M781.5157T10.38_1	c18acquity					0.284226229537586	0.711729023827552	0	-0.36827798056904	0.283099717548164	0	-0.011670913882929	0.994475777900023	0	-0.0693610520051831	0.881603667987625	0	1.19649667800497	0.00352690324331974	M782T10	781.5157	622.9476			3803	NA	
M781.5578T0.8_2	c18acquity			4		-0.133925589868689	0.758113234861292	0	0.391352313604886	0.00825024026310414	1	-0.0784365007696266	0.85981466528994	0	0.577584962673935	0.0010068308867952	1	0.84348811627641	0.811658656240135	M782T1.1	781.5578	48.258864	[2363][M]3+		21	NA	
M781.8919T0.8_3	c18acquity			4		-0.0352682731231848	0.978661838854148	0	0.703369526730757	0.000645621699807011	1	0.0430009466333576	0.991988602573091	0	0.845837831529414	0.000383406228681717	1	0.187993938740662	0.269101248187994	M782T1.2	781.8919	48.292764	[2363][M+1]3+		21	NA	
M781.9527T9.49_1	c18acquity			4		0.427450147602233	0.646674256814308	0	-0.79980435878938	0.0306478280818627	1	-0.15589957599723	0.916890989683882	0	-0.851815352319198	0.0114648116304869	1	1.19533066566187	0.166829427761377	M782T9	781.9527	569.54928			589	NA	
M781.9553T15.26_1	c18acquity					0.0929515629804349	0.704861437821957	0	0.0886377369822	0.455206003719936	0	-0.00859873872138373	0.976287166556396	0	0.130906203455824	0.225716294736458	0	1.1285811348588	0.266010418440519	M782T15	781.9553	915.6282			4407	NA	
M782.4574T15.26_2	c18acquity					0.0301868700390351	0.948650447595704	0	-0.0313077992282	0.877659672887946	0	0.104617154561238	0.788617652772021	0	-0.0195285422830267	0.887198317203963	0	0.454024874740054	0.862174141755557	M782T15.2	782.4574	915.7182			4408	NA	
M782.4616T14.95	c18acquity					-0.114226988903974	0.763445357540674	0	-0.147912438524999	0.415968914310303	0	0.0399447927460752	0.945113123430679	0	-0.228156939656973	0.253511347889512	0	0.756266827691205	0.199736988913759	M782T15.3	782.4616	897.0888		[M+H]+ 781.457	28	NA	
M782.5679T13.26	c18acquity					0.147019725512115	0.838208371018121	0	0.0392062877823527	0.903395599094652	0	-0.0386466039821833	0.974510855246379	0	0.089903231169199	0.808993976224436	0	0.418106244633416	0.0436125683571068	M783T13	782.5679	795.3162			109	NA	
M782.5688T13.81	c18acquity					0.0904075116596808	0.918402309972594	0	-0.014295327945268	0.98494755002244	0	0.0260589605525325	0.983073677991248	0	-0.00632369126067545	0.987084289072468	0	0.222708061510321	0.174202357614445	M783T14	782.5688	828.672			2233	NA	
M782.7502T10.32_2	c18acquity			4		0.112363818343768	0.984274242736459	0	-1.39209317029872	1.61628877407489e-06	1	-0.0189086690147562	0.966097607979789	0	-1.5731726260699	8.12185417629217e-08	1	0.238665175709494	0.554432372925967	M783T10.2	782.7502	619.002			8873	NA	
M782.8122T0.82	c18acquity					0.356238514470187	0.551926726796223	0	-0.0970548637780855	0.822489967623838	0	0.41621185885143	0.422061378600556	0	-0.0965837989217242	0.719774169707222	0	1.20278211453406	1.49787174802641	M783T1	782.8122	49.139484	[2366][M]+		21	NA	
M782.9153T10.2_1	c18acquity			4		0.222080098565305	0.567395831802724	0	-0.344503017839592	0.0213097472952873	1	0.138696163707909	0.654214325716815	0	-0.433492910599464	0.00170201942157501	1	1.21158354551221	1.25533866939065	M783T10.3	782.9153	611.8944	[2368][M]3+		7432	NA	
M782.9581T15.27	c18acquity					0.106543074234768	0.699949830205498	0	0.066352149615085	0.625496832573886	0	0.0047046056448572	0.987080872573771	0	-0.0609651391401655	0.603086049967586	0	0.803239982773046	0.0166513531130454	M783T15	782.9581	916.2132		[M+Na]+ 759.966	71	NA	
M783.0155T9.29_1	c18acquity					0.390296166042438	0.59960329781573	0	0.244974527883612	0.446483141933243	0	0.497039814628087	0.432773056952445	0	0.308927766959748	0.391675160741882	0	1.2093441363152	1.54112276902986	M783T9	783.0155	557.43282	[2369][M]+		8322	NA	
M783.0818T12.75	c18acquity					0.201172478930177	0.610449528913227	0	-0.08509779846319	0.719891138611816	0	0.131266953936265	0.790242000063751	0	-0.171619452122703	0.324573124186123	0	1.61772307753683	0.948814408093424	M783T13.1	783.0818	764.8908			1746	NA	
M783.0829T10.2_2	c18acquity			4		0.120328900007619	0.795176779398326	0	-0.222560666141735	0.22740113073677	0	0.0554015451405476	0.900481255140797	0	-0.361400250784364	0.0240840898633476	1	0.564189858448475	0.49157598188575	M783T10.4	783.0829	612.051			7479	NA	
M783.2162T9.29_2	c18acquity					0.361908432037275	0.617347398949962	0	0.585103427403302	0.0728892907772288	0	0.268875109185757	0.816307108373853	0	0.360616216358519	0.345432203053164	0	0.902411086131229	0.749106274773526	M783T9.1	783.2162	557.44146			422	NA	
M783.2491T10.2_3	c18acquity					0.0219065010557919	0.983276461599428	0	-0.195899317679601	0.183568892081826	0	0.00995958461039592	0.972570926626308	0	-0.244748630923118	0.0568491012433826	0	0.264480340580129	0.421785929378708	M783T10.5	783.2491	611.8092	[2368][M+1]3+		7432	NA	
M783.4166T10.2_4	c18acquity			4		-0.112851851171714	0.66936572504693	0	-0.226961203650129	0.0849670032235027	0	0.128427295762625	0.735478368160397	0	-0.288487761647428	0.0447718826030649	1	0.97360637088295	1.13550463681553	M783T10.6	783.4166	611.7828			7480	NA	
M783.4696T15.3	c18acquity					-0.0543464121984538	0.918812100780689	0	-0.0370265489666437	0.876084026243839	0	0.0614230129782101	0.926494737368905	0	-0.16599949789107	0.436675610045923	0	0.513358578650562	0.414174249756782	M783T15.1	783.4696	918.1338	[2371][M]+	[M+H]+ 782.464	71	NA	
M783.5831T10.2	c18acquity			4		0.0214282133220021	0.998653227370433	0	-0.302882213432257	0.0748626203807081	0	-0.0455027294736556	0.9624595110392	0	-0.424764423505744	0.0112384753469793	1	0.219810272166235	0.120024741759128	M784T10	783.5831	611.8692	[2368][M+2]3+		7432	NA	
M783.6171T9.29	c18acquity					0.267631957499443	0.704861437821957	0	0.401814440769652	0.239522218737996	0	0.317432462811938	0.769289144548328	0	0.275552774991269	0.501889513732196	0	0.644768173272907	1.00372503590608	M784T9	783.6171	557.51736			8323	NA	
M783.8169T9.29_1	c18acquity					0.283788981476944	0.649514039589888	0	0.537758188056838	0.0765333657967155	0	0.171256731828644	0.877518203825918	0	0.404339851972779	0.218216014062533	0	0.772208063698907	0.635315581253124	M784T9.1	783.8169	557.48754			422	NA	
M783.9201T9.71_1	c18acquity			4		-0.0733759165836219	0.678275034537231	0	-1.53892365251822	2.03584702543246e-09	1	-0.0151915831263292	0.974510855246379	0	-1.22786884304807	1.3795999792676e-06	1	0.232671904838294	0.386894890670932	M784T10.1	783.9201	582.78186	[2372][M]3+		68	NA	
M783.9652T14.95	c18acquity			4		-0.103724598476983	0.707776156372612	0	-0.53435782666927	0.00126383039433234	1	-0.225811935746551	0.605671304115804	0	-0.433645685902651	0.0122477555699029	1	0.584191465864045	0.95716787271246	M784T15	783.9652	896.9064		[M+H]+ 782.964	28	NA	
M783.971T15.29_1	c18acquity					0.0314013552153707	0.969770026011661	0	-0.1861418298344	0.249185140895017	0	0.109826273199836	0.819577643000203	0	-0.127251329990347	0.454522271649551	0	0.0874041127192022	0.804591435081417	M784T15.1	783.971	917.6946		[M+Na]+ 760.975	71	NA	
M784.0166T9.29_2	c18acquity					0.149836421511402	0.784090032925935	0	0.413282319811019	0.134198055764262	0	0.136753854300093	0.881729346300414	0	0.260570645005961	0.369120627121211	0	0.428169015546612	0.467754419017626	M784T9.3	784.0166	557.32914	[2369][M+1]+		422	NA	
M784.0617T14.59	c18acquity			4		-0.0431593444670106	0.897026977514773	0	-0.170398169223315	0.298902223531239	0	0.0571364440572211	0.860710798079198	0	-0.22758196120663	0.0437111029611162	1	0.365116224925699	1.02977177194196	M784T15.2	784.0617	875.4906		[M+2K-H]+ 707.129	76	NA	
M784.4183T9.67	c18acquity					-0.3512581145373	0.065611260236729	0	0.0665425876132932	0.76047481017877	0	-0.141487261503991	0.655227130817126	0	0.0544542918300301	0.690776106551566	0	3.04724811305097	1.45975006653086	M784T10.4	784.4183	580.0266		[M+Na]+ 761.429	68	NA	
M784.4722T15.31_2	c18acquity					0.0956553538814209	0.833364384574409	0	-0.184357359494282	0.316646528700271	0	0.0715572099457926	0.908043414211062	0	-0.0922598858997787	0.65296655770066	0	0.336869370344368	0.417529008151134	M784T15.3	784.4722	918.4944	[2371][M+1]+		71	NA	
M784.5839T13.62	c18acquity					-0.20166265834399	0.774460789497933	0	0.127276657747634	0.752863068446344	0	-0.0768093378174992	0.927103415400156	0	0.246813231062344	0.360698427194994	0	0.960432685325978	0.219320916757083	M785T14.1	784.5839	817.4688			227	NA	
M784.5889T9.72_1	c18acquity			4		-0.264133288502673	0.376742207345045	0	-0.98250136233472	4.92154878805343e-07	1	-0.164225907878411	0.818456491582665	0	-0.939629981718745	2.10934612843154e-06	1	1.08681330954123	0.217744795981886	M785T10	784.5889	583.04232	[2372][M+2]3+		68	NA	
M784.7528T9.67_1	c18acquity			4		-0.216722033622668	0.376742207345045	0	0.126976643960285	0.326733172586536	0	-0.167284379562552	0.398574621457425	0	0.258444554526275	0.0147306889376286	1	2.23277376187566	1.6985407885489	M785T10.1	784.7528	579.98892			68	NA	
M784.8679T0.81_2	c18acquity					0.0781193493598789	0.794899246898128	0	-0.0512676925869133	0.766258547624523	0	0.188484528226178	0.399037059156498	0	-0.110826722815784	0.354358468978497	0	0.990759042378713	1.84428461044432	M785T1.1	784.8679	48.308148			21	NA	
M784.9227T9.72_2	c18acquity			4		-0.145902103800056	0.567395831802724	0	-0.874217298997198	4.01370844894933e-07	1	-0.0617475334984885	0.9624595110392	0	-0.923780807791326	2.12835356455222e-07	1	0.614447469324932	0.297826868237228	M785T10.2	784.9227	583.10268	[2372][M+3]3+		68	NA	
M784.9745T15.31	c18acquity					-0.0244812348140453	0.922926243693016	0	-0.260065660174106	0.122790460533592	0	0.108343433409075	0.793758382879821	0	-0.273844794202656	0.0632399832120652	0	0.376746650339973	0.886710509176205	M785T15	784.9745	918.5112			71	NA	
M785.0867T9.67_2	c18acquity					-0.0553286696609074	0.852094983703913	0	0.0731463207161518	0.590263048918826	0	-0.0954365867282529	0.760180217502369	0	0.177902493385286	0.120300748322151	0	0.560015341891021	1.33810653257955	M785T10.3	785.0867	579.99654		[M+H-CO2]+ 828.055	68	NA	
M785.3924T9.18	c18acquity					0.298420481083902	0.647016677872218	0	0.220865413766495	0.469892879474604	0	0.187096953473977	0.821126873039066	0	0.0306617232344308	0.949919230006266	0	0.955566384312873	0.488091514191381	M785T9.2	785.3924	550.6443			78	NA	
M785.4207T9.67_3	c18acquity					-0.0385576072345319	0.95707495823392	0	0.175029034338278	0.2714869074512	0	-0.0576183979315577	0.874650168864134	0	0.199725452953007	0.113937099780161	0	0.0464729317975557	0.614336910384495	M785T10.4	785.4207	579.97332			68	NA	
M785.4759T15.31	c18acquity			4		0.0061206409487653	0.968842811508709	0	-0.416700074780815	0.0352379908010806	1	0.123587658851227	0.782973008711837	0	-0.372136765135824	0.0219473464552113	1	0.125344831869864	0.877416770671358	M785T15.1	785.4759	918.4488	[2371][M+2]+		71	NA	
M785.5935T9.17_1	c18acquity			4		0.195736686849006	0.753465865802143	0	0.669763331832145	0.0377961104609624	1	0.190921200392303	0.875818600870638	0	0.460711663499518	0.202092651472727	0	0.396156556713852	0.324616198228304	M786T9	785.5935	550.36278			78	NA	
M785.7576T9.66	c18acquity					-0.213243275005775	0.56333310115809	0	0.0608965792715139	0.814806842997448	0	-0.0320812490944018	0.928583508465255	0	0.153769235574243	0.194133989646478	0	1.57865141042857	0.800712358941086	M786T10	785.7576	579.8967		[M+K+NaCOOH]+ 678.801 [M+K+HCOOH]+ 700.782 [M+K+NH3]+ 729.762	68	NA	
M785.7947T9.17_2	c18acquity					0.405830824082839	0.582087352817098	0	0.386090667856267	0.237293478524148	0	0.0965543506476241	0.944760678000303	0	0.241327657150691	0.534439182019741	0	1.10471535864187	0.241454535867095	M786T9.1	785.7947	550.32138		[2M+H+Na]2+ 773.802	78	NA	
M785.8603T0.8	c18acquity					-0.0380261787279785	0.920708196400271	0	-0.0196018338377222	0.905971493007555	0	-0.0339068613513156	0.949081134842864	0	0.048466891839352	0.794102929188189	0	0.495455941752075	0.330502347088171	M786T1	785.8603	48.266304			1329	NA	
M785.9745T15.31	c18acquity			4		-0.100868552330263	0.779227864955233	0	-0.3080755350092	0.0916910220043664	0	0.0452034882744208	0.927165304855646	0	-0.394494669007379	0.0264490234417084	1	0.758927022171786	0.491784588147142	M786T15	785.9745	918.5046		[M+H-CO]+ 812.953	71	NA	
M785.9956T9.17_3	c18acquity					0.325776063546936	0.6248475387599	0	0.321788266227193	0.278004005169837	0	0.161253965732088	0.899962291257129	0	0.175229220645162	0.685806454461632	0	0.897533184993291	0.320585589043949	M786T9.2	785.9956	550.24914			78	NA	
M786.1962T9.17_4	c18acquity					0.374696027304315	0.582087352817098	0	0.350507017877886	0.245001669360167	0	0.173141412257948	0.871614326905648	0	0.00836502071410905	0.99708867533882	0	0.985616828300673	0.55321777428706	M786T9.3	786.1962	550.28094		[2M+H+Na]2+ 774.203	78	NA	
M786.3957T9.17_5	c18acquity					0.112011822069345	0.810949738481635	0	0.367441948711553	0.135962769803215	0	0.0973246244218782	0.913671639263044	0	0.15464417698672	0.574281026056298	0	0.319498478642229	0.316154716032935	M786T9.4	786.3957	550.19622			78	NA	
M786.4743T15.31	c18acquity					0.0426037761326103	0.964884059036317	0	-0.213293035907901	0.292316205004749	0	0.144269547681112	0.818600446894082	0	-0.218999505421213	0.311020306694378	0	0.0832242152276546	0.822259910519807	M786T15.1	786.4743	918.3288	[2371][M+3]+		71	NA	
M786.599T13.45	c18acquity					-0.454644110771719	0.781926384672331	0	0.582073808205692	0.424525645772919	0	-0.315315026846696	0.875613458712903	0	0.0245607601223163	0.967342839685359	0	0.594722495483829	0.292696846535337	M787T13.2	786.599	807.0426			3903	NA	
M786.7823T9.87_4	c18acquity			4		-0.0484867193256893	0.86831609701887	0	-0.477135125133778	0.0140560557241749	1	-0.203078359247181	0.746439619208293	0	-0.380330966641459	0.0687411671843869	0	0.253662232518216	0.851570509393691	M787T10.3	786.7823	592.22394			68	NA	
M786.8449T9.87_5	c18acquity			4		-0.0583984040499654	0.855752809066714	0	-0.479365777736598	0.0191183895258315	1	-0.13569202754112	0.869628085348798	0	-0.483013375598853	0.024226026228012	1	0.206562005599114	0.464309603579514	M787T10.4	786.8449	592.19802		[M+H-COCH2]+ 827.854	68	NA	
M787.0244T12.76	c18acquity					0.297527831092658	0.508404940149448	0	-0.0464877105286785	0.920089506224422	0	0.186642911652159	0.736459396147859	0	-0.168374953855841	0.42976148922588	0	1.91165435005095	1.04192416882671	M787T13.3	787.0244	765.471	[2380][M]+	[M+H-CO]+ 814.011	36	NA	
M787.0438T9.87_6	c18acquity			4		0.358508759762071	0.518580604786953	0	-0.649521461854249	0.00251172635307464	1	-0.0102740490913575	0.989527839792885	0	-0.53319670457619	0.00298315794574145	1	1.38079584439664	0.20768806901642	M787T10.5	787.0438	592.10742		[M+H-COCH2]+ 828.055	68	NA	
M787.2154T0.82_1	c18acquity					0.28558433376814	0.512933472768761	0	0.0242440522980854	0.853966378442151	0	0.23322775824705	0.617803220665193	0	-0.0416794399916451	0.837125163935804	0	1.68350330082939	1.13457944368138	M787T1.3	787.2154	49.25619			1330	NA	
M787.3271T0.81_2	c18acquity			4		0.0665050490290184	0.902250604887143	0	-0.241568964466701	0.109380309200117	0	0.0797118143667159	0.819577643000203	0	-0.443786929665876	0.00126063211999349	1	0.411356955040382	0.877505136471871	M787T1.4	787.3271	48.556998	[2377][M+1]2+		21	NA	
M787.4093T0.8_4	c18acquity			4		-0.0483111867958659	0.970753534059032	0	0.477779033547279	0.000222516453267907	1	-0.0695728654224492	0.819577643000203	0	0.551410009128837	4.51005651481579e-05	1	0.104358459762556	0.865214551182185	M787T1.5	787.4093	48.263316		[M+Na+HCOOH]+ 718.421	21	NA	
M787.4447T9.87_8	c18acquity					0.355330522495761	0.5972363077506	0	-0.426803178924693	0.125507097410905	0	-0.0267014499847189	0.99325250688641	0	-0.425061216953926	0.140760632135273	0	1.37220563664919	0.0188685648478875	M787T10.7	787.4447	592.26324			68	NA	
M787.6469T9.88	c18acquity			4		0.0746611128047654	0.916204222496551	0	-0.276017001238113	0.136711138117385	0	-0.0320554722743154	0.985102914183962	0	-0.43316497495141	0.0124272112916297	1	0.53457803760538	0.0533382728744464	M788T10	787.6469	592.5909		[M+K+NH3]+ 731.652	68	NA	
M787.9063T0.8_2	c18acquity					-0.1903444010808	0.512933472768761	0	0.0664642829714701	0.726662311226126	0	0.0598971514262487	0.875818600870638	0	0.0181320986196631	0.919118849125001	0	1.63138608764798	0.846163009980909	M788T1.1	787.9063	48.253932			21	NA	
M787.9872T15.21_1	c18acquity					0.0860642008666801	0.886744608879274	0	-0.243205549986515	0.213690975276633	0	0.153180621734723	0.744767857034804	0	-0.193175385046883	0.274901278990769	0	0.127288027705918	1.03463279486253	M788T15	787.9872	912.3306	[2382][M]2+		3	NA	
