variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M239.0594T7.5	c18acquity			4					M239T8	239.0594325	452.16735816		[M+Cl]- 204.091	32	NA	
M239.1651T14.2	c18acquity								M239T14	239.1651381	851.8264188			1891	NA	
M239.7604T0.9	c18acquity								M240T1	239.7604404	56.71228842			105	NA	
M239.9245T0.9	c18acquity								M240T1.1	239.9245448	52.43726616			33	NA	
M240.1003T15.9	c18acquity								M240T16	240.1003452	951.6411162			41	NA	
M241.1809T14.7	c18acquity								M241T15.1	241.1809119	880.5892542			11	NA	
M241.1809T14.2	c18acquity								M241T14	241.1809301	852.9471156			1150	NA	
M241.9215T0.9	c18acquity								M242T1.1	241.9215474	52.43249484		[M-H-COCH2]- 284.947	33	NA	
M242.0518T1	c18acquity								M242T1.2	242.0517699	59.72477874			2176	NA	
M242.0789T1.2	c18acquity								M242T1.4	242.078856	69.71223432		[3M+2Cl]2- 138.082	205	NA	
M242.1761T13.3	c18acquity								M242T13	242.176138	797.5559796			1303	NA	
M242.1762T12.9	c18acquity								M242T13.1	242.1762127	772.0343802			688	NA	
M242.9435T0.8	c18acquity								M243T1	242.9434533	46.20428568		[M-H-H20]- 261.974	139	NA	
M243.0622T1.2	c18acquity								M243T1.1	243.0622446	71.28882654			8	NA	
M243.1966T14.6	c18acquity								M243T15	243.1965683	874.0291074			2287	NA	
M243.1967T16.2	c18acquity								M243T16	243.1966596	969.0746736			1281	NA	
M243.1967T15.6	c18acquity								M243T16.1	243.1966975	936.5051382		[M-H+HCOOH]- 198.19	17	NA	
M243.9658T0.9	c18acquity			4					M244T1.1	243.9657842	53.42322144		[M+Cl]- 208.991	33	NA	
M244.1819T11.5	c18acquity								M244T12	244.1818888	691.8042558	[110][M+1]-		10	NA	
M245.0435T0.9	c18acquity			4					M245T1.1	245.0435149	55.00763694		[M+Cl]- 210.075	105	NA	
M245.0933T9.6	c18acquity								M245T10	245.0932503	574.40882442			319	NA	
M247.1705T15.6	c18acquity								M247T16	247.1704509	937.1918322			17	NA	
M248.9605T0.8	c18acquity								M249T1	248.9604512	48.23591046	[115][M]-	[2M-2H+Na]- 113.997	18	NA	
M249.186T17.8	c18acquity			4					M249T18	249.1859899	1065.7685928		[2M-2H+Na]- 114.105	14	NA	
M250.9649T0.8	c18acquity								M251T1	250.9648669	48.28051098	[115][M+2]-		18	NA	
M251.1653T14	c18acquity								M251T14	251.1653453	842.77425			1132	NA	
M251.2017T17.1	c18acquity								M251T17.1	251.2017427	1027.997937			852	NA	
M251.2018T17.5	c18acquity								M251T17.2	251.2018481	1047.9655734			913	NA	
M253.0096T0.9	c18acquity								M253T1	253.0096225	54.03970116			33	NA	
M253.2174T10	c18acquity								M253T10	253.2173676	598.81468206			2337	NA	
M254.9816T1.2	c18acquity			4					M255T1	254.9816049	71.15258796		[M-H]- 255.991	8	NA	
M256.0302T0.9	c18acquity								M256T1	256.0302223	54.45109272			105	NA	
M257.2122T16.9	c18acquity								M257T17	257.2121812	1013.3321808			1825	NA	
M257.2276T17.3	c18acquity								M257T17.1	257.2275794	1040.301864			1944	NA	
M257.2394T18.9	c18acquity								M257T19	257.2393535	1132.207608	[120][M+2]-		403	NA	
M258.9824T0.9	c18acquity								M259T1	258.9824139	55.77556572		[M-H+CF3COOH]- 126.004	105	NA	
M259.0223T0.9	c18acquity								M259T1.1	259.0222956	54.26401392			105	NA	
M259.8716T9.9	c18acquity								M260T10	259.871615	596.46391236		[M+Cl]- 224.902	107	NA	
M260.2468T18	c18acquity			4					M260T18	260.2468487	1079.0839632	[122][M+1]-		541	NA	
M260.9417T0.7	c18acquity								M261T1	260.9416532	43.06598748		[2M-2H+K]- 111.997	90	NA	
M260.9792T0.9	c18acquity			4					M261T1.1	260.9792467	52.4667171	[124][M]-	[M+Cl+NH3]- 208.991	33	NA	
M261.851T9.9	c18acquity								M262T10	261.850959	596.5087152		[M-2H+K]- 224.902	107	NA	
M261.9632T0.9	c18acquity			4					M262T1	261.96321	54.0018195	[124][M+1]-		843	NA	
M262.8572T10.2	c18acquity								M263T10.1	262.8571818	610.092684			1739	NA	
M262.8576T10	c18acquity								M263T10	262.8576333	597.49137312			254	NA	
M262.9761T0.9	c18acquity			4					M263T1.1	262.9761479	52.4319027	[124][M+2]-		33	NA	
M263.9603T0.9	c18acquity			4					M264T1	263.9603251	53.76496806	[124][M+3]-		33	NA	
M264.9343T0.8	c18acquity			4					M265T1	264.9343387	48.4523493		[2M-2H+K]- 113.997	18	NA	
M267.0395T0.9	c18acquity			4					M267T1	267.0395338	52.6954593		[M+Cl+NH3]- 215.051	33	NA	
M267.0574T0.8	c18acquity								M267T1.1	267.0574134	47.1918867		[M-H-CH2]- 282.08	18	NA	
M267.1967T14.3	c18acquity								M267T14	267.196728	856.0455894			1162	NA	
M267.2329T18.5	c18acquity								M267T18	267.232939	1107.7889154			515	NA	
M267.9442T0.9	c18acquity			4					M268T1	267.9442481	53.60176908		[M-H]- 268.952	33	NA	
M267.9655T0.9	c18acquity								M268T1.1	267.9654866	54.57240348		[M-H]- 268.976	105	NA	
M269.2484T19.5	c18acquity			4					M269T19	269.2484434	1169.9496078			1899	NA	
M269.9627T0.9	c18acquity								M270T1	269.962721	54.63577002		[M-H-COCH2]- 312.99	105	NA	
M270.2074T12.8	c18acquity								M270T13	270.20744	767.6372886	[127][M]-		1029	NA	
M270.9796T0.7	c18acquity								M271T1.1	270.9795873	43.03454718			90	NA	
M271.2109T12.8	c18acquity								M271T13	271.2108801	767.7199392	[127][M+1]-		1029	NA	
M271.2278T15.4	c18acquity								M271T15.1	271.2278329	922.9768158			62	NA	
M271.2279T17.1	c18acquity								M271T17	271.2278595	1024.6726002			857	NA	
M271T18_2.Hydroxyhexadecanoic.ac.	c18acquity	2-Hydroxyhexadecanoic acid (2-Hydroxypalmitic acid)	CHEBI:65101	2	a,b				M271T18	271.2278862	1054.4036088	[130][M]-		191	NA	
M271.2279T15.1	c18acquity								M271T15.2	271.2278871	907.3231788	[129][M]-		1210	NA	
M271.2279T15.6	c18acquity								M271T16	271.2278897	937.3986306	[128][M]-		17	NA	
M272.0073T0.9	c18acquity			4					M272T1	272.0072719	52.22671986		[M-H+NH3]- 255.991 [M-H+NH3]- 255.991	33	NA	
M272.2313T15.6	c18acquity								M272T16	272.2313235	937.3986306	[128][M+1]-		17	NA	
M272.2314T17.6	c18acquity								M272T18	272.231386	1054.4578392	[130][M+1]-		2051	NA	
M272.9589T0.7	c18acquity								M273T1.1	272.9589444	43.1148444		[M+Cl+CF3COOH]- 103.994 [M+Cl+CF3COOH]- 103.994	90	NA	
M273.995T0.9	c18acquity								M274T1.1	273.9949783	53.42587212	[131][M+1]-		33	NA	
M275.2015T16.9	c18acquity								M275T17	275.2014883	1011.3564726			1826	NA	
M275.9587T0.7_2	c18acquity								M276T1.1	275.9587044	43.0981422	[132][M+1]-		90	NA	
M275.9921T0.9	c18acquity			4					M276T1.2	275.9920804	53.42322144	[131][M+3]-		33	NA	
M276.9556T0.7	c18acquity								M277T1	276.9555962	43.05120348	[132][M+2]-		90	NA	
M276.9857T0.9	c18acquity								M277T1.1	276.985729	53.42587212	[131][M+4]-		33	NA	
M277.2173T17.6	c18acquity								M277T18	277.2173429	1054.158165	[133][M]-	[M+Cl]- 242.248 [M-H]- 278.225	2050	NA	
M278.2207T17.6	c18acquity								M278T18	278.2207486	1053.913236	[133][M+1]-		2050	NA	
M279.1602T13.9	c18acquity			4					M279T14	279.16024	832.7088912	[134][M]-		1232	NA	
M279.1966T14.4	c18acquity								M279T14.1	279.1965598	862.296693			1903	NA	
M279.2328T14.6	c18acquity			4					M279T15	279.2328341	876.3385734			52	NA	
M280.1639T13.9	c18acquity								M280T14	280.1638603	832.9901568	[134][M+1]-		1233	NA	
M280.8689T10.8	c18acquity								M281T11	280.8688533	650.003649			86	NA	
M281.9562T1	c18acquity								M282T1	281.9562047	57.69380736			1525	NA	
M282.242T18.2	c18acquity								M282T18	282.2420449	1090.3366608	[135][M+3]-		625	NA	
M282.7779T0.9	c18acquity			4					M283T1	282.7778573	52.20443778		[2M+Cl]- 123.904	33	NA	
M283.2552T19	c18acquity								M283T19	283.2551547	1141.4733234	[136][M+2]-		93	NA	
M284.7748T0.9	c18acquity			4					M285T1	284.7747962	51.98620962		[2M-2H+K]- 123.904	33	NA	
M285T15_Hexadecanedioic.acid	c18acquity	Hexadecanedioic acid	CHEBI:73722	2	a,b	C19615	HMDB0000672		M285T15	285.2071736	878.2499424		[M-H]- 286.211	51	NA	
M285.2493T17.8	c18acquity								M285T18	285.2492746	1065.869526	[137][M+2]-		14	NA	
M285.2592T18.4	c18acquity			4					M285T18.1	285.2591692	1102.4790678			1048	NA	
M285.9494T1	c18acquity								M286T1	285.9494308	57.57572286			1526	NA	
M286.7721T0.9	c18acquity			4					M287T1	286.7720888	52.20443778		[3M-H]- 95.9302	33	NA	
M286.9572T0.7	c18acquity								M287T1.1	286.9571718	42.95895222		[3M-H]- 95.9937 [3M-H]- 95.9937	90	NA	
M288.7693T0.9	c18acquity			4					M289T1	288.769329	52.20892218			33	NA	
M288.9653T0.9	c18acquity								M289T1.2	288.9652869	53.449053		[M+Cl]- 253.995 [M+Cl]- 253.995	33	NA	
M290.9625T0.9	c18acquity								M291T1.1	290.9625374	53.44595556		[M+Cl]- 255.991 [M+Cl]- 255.991	33	NA	
M291.1601T15	c18acquity								M291T15.3	291.1601347	899.1770934		[M+Cl]- 256.195	1946	NA	
M292.003T0.9	c18acquity			4					M292T1	292.0030454	54.25878186			1527	NA	
M292.9299T0.7	c18acquity								M293T1	292.9299193	43.13226036		[M+Cl+NH3]- 240.932	90	NA	
M293.0759T0.9	c18acquity								M293T1.1	293.075872	53.2439073	[141][M+1]-		33	NA	
M293.2121T14.9	c18acquity								M293T15	293.2121174	891.011673			1120	NA	
M293.2123T15.1	c18acquity								M293T15.1	293.2123047	907.8813954			68	NA	
M295.1551T14	c18acquity								M295T14	295.1551029	842.7350454	[143][M]-		1133	NA	
M295.1889T17.7	c18acquity								M295T18	295.1888597	1061.324067			783	NA	
M295.228T16.2	c18acquity								M295T16.1	295.2279728	972.7880982			2243	NA	
M295.2641T19.6	c18acquity								M295T20	295.2640678	1177.4979972			823	NA	
M296.1584T14	c18acquity								M296T14	296.1583542	842.6508912	[143][M+1]-		1134	NA	
M297.153T20.2	c18acquity								M297T20	297.1530188	1212.5065536	[146][M]-		378	NA	
M297.2433T16.1	c18acquity								M297T16.2	297.2433476	963.86268	[156][M]-		2161	NA	
M297.8834T0.9	c18acquity								M298T1	297.8833977	52.52555286		[M+Cl]- 262.914	33	NA	
M298.1563T20.2	c18acquity								M298T20	298.1562505	1212.5589912	[146][M+1]-		373	NA	
M299.1499T20.2	c18acquity								M299T20.2	299.1499033	1213.1578518		[M+Cl]- 264.179	114	NA	
M299.2591T18.4	c18acquity								M299T18	299.2591269	1101.8671536			1050	NA	
M300.9741T0.8	c18acquity								M301T1	300.9740933	48.29433504		[M-H+NaCOOH]- 233.994	18	NA	
M301.0426T1.2	c18acquity								M301T1.1	301.0425666	71.04652758			8	NA	
M302.0099T1.2	c18acquity								M302T1	302.0099425	69.9652404			2105	NA	
M303.233T14.6	c18acquity			4					M303T15	303.2330148	878.1483162			51	NA	
M303.233T17.8	c18acquity								M303T18	303.2330224	1068.3632922	[159][M]-	[M-H]- 304.239	534	NA	
M304.2364T17.8	c18acquity								M304T18.1	304.2363522	1068.5481984	[159][M+1]-		534	NA	
M304.2366T18.2	c18acquity			4					M304T18.2	304.2366037	1091.0560698	[160][M+1]-		628	NA	
M305.2486T18.5	c18acquity								M305T18.2	305.2486181	1108.0403274	[166][M]-		516	NA	
M305.9121T0.7	c18acquity								M306T1	305.9120954	42.05052222	[163][M+1]-		1413	NA	
M306.2522T18.5	c18acquity								M306T18	306.2521893	1108.0403274	[166][M+1]-		517	NA	
M306.908T0.7	c18acquity								M307T1	306.9080465	42.05312958	[163][M+2]-		90	NA	
M307.0338T1.2	c18acquity								M307T1.1	307.0338254	71.61074514			8	NA	
M307.2643T19.2	c18acquity								M307T19	307.2643074	1152.7150698	[168][M]-		779	NA	
M307.2643T19.4	c18acquity								M307T19.1	307.2643386	1164.9627774			780	NA	
M307.9153T0.9	c18acquity								M308T1	307.9152728	53.43436512		[M-H+HCOOH]- 262.914	33	NA	
M308.0987T1	c18acquity								M308T1.1	308.0987212	57.84460998		[M-H]- 309.106	105	NA	
M308.2676T19.2	c18acquity								M308T19.1	308.2676093	1152.402789	[168][M+1]-		781	NA	
M313.2385T15.9	c18acquity								M313T16	313.2385323	955.7978316			325	NA	
M315.233T17.7	c18acquity								M315T18	315.2329715	1064.180934			786	NA	
M316.9479T0.8	c18acquity								M317T1	316.9478961	48.22091808	[187][M]-	[M-H-CH4]- 333.991 [M-H-CH4]- 333.991	18	NA	
M318.9523T0.8	c18acquity								M319T1	318.9522813	48.24255186	[187][M+2]-		18	NA	
M321.0439T10.7	c18acquity			4					M321T11	321.0439049	643.7374308			2164	NA	
M321.1471T12.5	c18acquity			4					M321T12	321.1471495	749.2774206			257	NA	
M321.2435T16.5	c18acquity								M321T16.2	321.2435236	989.4619146			1437	NA	
M322.2083T17.9	c18acquity			4					M322T18	322.2083261	1074.5079906	[192][M+1]-		534	NA	
M324T1_N.Glycolylneuraminic.acid	c18acquity	N-Glycolylneuraminic acid	CHEBI:62084	2	a,b	C03410	HMDB0000833	basic form	M324T1	324.0936831	55.59901002		[M-H]- 325.098	105	NA	
M325.2174T17.3	c18acquity								M325T17	325.217439	1035.0243558			1517	NA	
M326.7594T0.9	c18acquity								M327T1	326.7593765	51.70586934			33	NA	
M327.1267T17.7	c18acquity								M327T18	327.1266932	1060.9420578			28	NA	
M327.2328T14.6	c18acquity			4					M327T15	327.2328211	875.6825112			1009	NA	
M327.9213T0.9	c18acquity								M328T1	327.9213052	54.64009272		[M-2H+Na]- 306.944	105	NA	
M328.7566T0.9	c18acquity								M329T1	328.7565728	51.74832156		[2M-2H+Na]- 153.889	33	NA	
M330.2424T17.8	c18acquity								M330T18	330.2423601	1066.432734	[203][M+3]-		14	NA	
M330.7535T0.9	c18acquity								M331T1	330.7535304	51.80811534			33	NA	
M331.9541T0.9	c18acquity								M332T1	331.9540518	53.4029676	[206][M+1]-		33	NA	
M332.0199T9.9	c18acquity								M332T10	332.0199277	595.91635812			107	NA	
M332.268T18.8	c18acquity								M332T19	332.2680374	1125.2381172	[208][M+1]-		926	NA	
M332.9219T0.8	c18acquity			4					M333T1.1	332.9218917	48.22091808	[209][M]-		18	NA	
M333.2799T19.6	c18acquity								M333T20	333.2799004	1174.5447474			824	NA	
M333.9507T0.9	c18acquity			4					M334T1.1	333.9506715	53.35755006	[206][M+3]-		33	NA	
M335.0449T0.8	c18acquity								M335T1.3	335.044856	46.95799014		[M-H-CH2]- 350.068	18	NA	
M335.2228T14.9	c18acquity								M335T15	335.2227766	896.3920368			26	NA	
M336.9413T0.9	c18acquity								M337T1.1	336.9413033	53.3792253		[M+Cl+NH3]- 284.947	33	NA	
M339.2T15.2	c18acquity								M339T15.7	339.2000463	910.558725			1221	NA	
M339.9144T1	c18acquity								M340T1	339.9143514	57.76627722			1531	NA	
M341.8972T0.9	c18acquity								M342T1	341.8972196	53.49302562			844	NA	
M341.9117T1	c18acquity								M342T1.1	341.9116538	57.85910634		[M+Cl]- 306.944	105	NA	
M342.7335T0.9	c18acquity			4					M343T1	342.7335148	52.2262776		[2M+Cl]- 153.889	33	NA	
M343.8999T0.9	c18acquity			4					M344T1	343.8999047	53.63543916			845	NA	
M344.1011T11.5	c18acquity								M344T12	344.1011234	691.9092174			468	NA	
M345.2435T16	c18acquity			4					M345T16.2	345.2434941	960.3940146			2023	NA	
M345.2435T16.4	c18acquity								M345T16.1	345.2435239	981.5671674			2306	NA	
M347.2204T18.2	c18acquity								M347T18	347.220433	1090.4738352	[220][M]-		632	NA	
M347.2593T16.7	c18acquity								M347T17	347.2592631	999.0261798			1092	NA	
M347.9642T0.9	c18acquity								M348T1	347.9641964	54.43270674		[M+Cl]- 312.99	105	NA	
M348.005T7.5	c18acquity			4					M348T8	348.0050124	452.01786852			32	NA	
M348.921T0.9	c18acquity								M349T1	348.9210091	53.3673675		[2M-H+Cl]2- 331.953 [M-H-CO2]- 393.913	33	NA	
M350.0637T0.8	c18acquity			4					M350T1.1	350.0637048	47.18117778	[221][M+1]-		18	NA	
M350.9187T0.9	c18acquity								M351T1	350.918707	53.44285806		[M-H]- 351.928	33	NA	
M351.2517T20.2	c18acquity								M351T20	351.2516789	1213.5037662		[M+Cl+NaCOOH]- 248.295 [M-H+NaCOOH]- 284.272	114	NA	
M352.0279T0.9	c18acquity								M352T1	352.0278704	53.1257079			846	NA	
M352.8536T10.8	c18acquity								M353T11	352.8535568	650.0728914			86	NA	
M353.1636T18.9	c18acquity								M353T19	353.1636145	1132.3792206		[M+Cl]- 318.199 [M-H]- 354.175	6	NA	
M355.1582T18.9	c18acquity								M355T19	355.1581771	1132.2728586	[224][M]-	[M-2H+K]- 318.199 [M-H]- 356.166	6	NA	
M355.2642T18.4	c18acquity								M355T18.1	355.2642493	1105.719048	[225][M]-		2288	NA	
M356.1603T18.9	c18acquity								M356T19	356.1603416	1132.3217106	[224][M+1]-		406	NA	
M356.2674T18.4	c18acquity								M356T18	356.2673932	1105.8153144	[225][M+1]-		2289	NA	
M357.2799T19.1	c18acquity								M357T19.1	357.2799468	1143.6183708			1765	NA	
M359.1708T12.7	c18acquity								M359T13	359.1708	764.9089854			2037	NA	
M361.1913T18	c18acquity								M361T18	361.1913134	1079.2603512			534	NA	
M364.9394T0.8	c18acquity								M365T1	364.9393507	46.24570194		[M+Cl+NaCOOH]- 261.974	139	NA	
M368.9616T0.8	c18acquity								M369T1	368.9615712	48.2576505		[M+Cl]- 333.991 [M+Cl]- 333.991	18	NA	
M369.2048T17.3	c18acquity								M369T17	369.2047926	1040.3286636		[M+Cl+NaCOOH]- 266.248 [M-H+NaCOOH]- 302.225	168	NA	
M371.2204T18	c18acquity								M371T18	371.2204441	1079.177829	[226][M]-	[M-H+NaCOOH]- 304.239	534	NA	
M372.224T18	c18acquity								M372T18	372.2240375	1079.3113494	[226][M+1]-		534	NA	
M373.0768T1	c18acquity								M373T1	373.076848	57.66211584			105	NA	
M373.2361T18.7	c18acquity			4					M373T19	373.23611	1122.6072006			1112	NA	
M377.1424T17.5	c18acquity								M377T17	377.1423624	1048.653537			38	NA	
M377.2676T20.3	c18acquity								M377T20	377.2676189	1218.6534618			2144	NA	
M378T14_Sphingosine.1.phosphate	c18acquity	Sphingosine 1-phosphate	CHEBI:37550	2	a,b	C06124	HMDB0000277		M378T14	378.2414263	821.9274828			1883	NA	
M378.7782T10.2	c18acquity								M379T10.1	378.7782076	612.7820916			1715	NA	
M378.7785T10.8	c18acquity								M379T11	378.7785091	650.2003308			1358	NA	
M378.8933T0.9	c18acquity			4					M379T1	378.8933266	52.33368954		[M+Cl]- 343.919 [M-H-CH2]- 393.913	33	NA	
M378.9183T0.8	c18acquity								M379T1.1	378.9183099	46.28832396			139	NA	
M380.0064T0.8	c18acquity								M380T1	380.0064354	48.16692312		[M+Cl]- 345.037 [M-H]- 381.014	18	NA	
M383.1895T20.2	c18acquity								M383T20	383.1895341	1213.3008834	[235][M]-		114	NA	
M384.1918T20.2	c18acquity			4					M384T20	384.1918234	1213.2318252	[235][M+1]-		114	NA	
M384.9353T0.8	c18acquity								M385T1	384.9353234	48.20549172	[239][M]-		18	NA	
M385.1913T17.8	c18acquity								M385T18	385.1913314	1065.6567594			14	NA	
M385.9387T0.8	c18acquity			4					M386T1	385.9386938	48.21872766	[239][M+1]-		18	NA	
M386.9396T0.8	c18acquity								M387T1	386.9395589	47.845215	[239][M+2]-		18	NA	
M387.9405T0.7	c18acquity								M388T1	387.940539	43.03042776		[3M-2H+K]- 116.997 [3M-2H+K]- 116.997	90	NA	
M388.9379T0.7	c18acquity								M389T1.1	388.937874	43.04287362			90	NA	
M389.8871T0.7_1	c18acquity								M390T1	389.8871141	42.53193018		[M-H-CH3]- 405.921	90	NA	
M389.9389T0.7_2	c18acquity								M390T1.1	389.9389384	43.0879122			90	NA	
M392.031T7.5	c18acquity								M392T8	392.0310198	452.39203296		[M+Cl]- 357.065	32	NA	
M392.9029T0.9	c18acquity								M393T1	392.9029427	53.44285806		[M-H]- 393.913	33	NA	
M396.2238T17.8	c18acquity								M396T18	396.2238129	1065.8672982	[246][M+1]-		14	NA	
M397.1531T15.4	c18acquity								M397T15	397.1531096	925.095954			1263	NA	
M401.9127T0.8	c18acquity								M402T1	401.9127249	48.31858692	[248][M+1]-		18	NA	
M403.0323T0.8	c18acquity								M403T1.1	403.0323054	47.0437461			18	NA	
M403.9183T0.7	c18acquity								M404T1	403.9183324	43.03503264			90	NA	
M404.9151T0.7	c18acquity								M405T1	404.915109	43.11235974	[250][M]-	[M-H]- 405.921	90	NA	
M405.864T0.7_1	c18acquity								M406T1	405.8639873	42.93034362			90	NA	
M405.9169T0.7_2	c18acquity								M406T1.1	405.9168726	43.05859548	[250][M+1]-		90	NA	
M406.8798T0.9	c18acquity								M407T1	406.8798277	53.20460934		[2M-2H+K]- 184.969 [M+Cl]- 371.909	33	NA	
M409.9069T12.6	c18acquity								M410T13	409.906869	756.5291244			1400	NA	
M413.8003T0.9	c18acquity			4					M414T1	413.8002724	52.28201334		[M+Cl]- 378.837	33	NA	
M415.7976T0.9	c18acquity			4					M416T1	415.7976106	52.40671332		[M-2H+K]- 378.837	33	NA	
M418.0512T0.8	c18acquity			4					M418T1	418.051183	47.18418648	[256][M+1]-		18	NA	
M419.9881T0.9	c18acquity								M420T1.1	419.9880825	53.2353984		[M+Cl]- 385.025	33	NA	
M420.892T0.7	c18acquity								M421T1	420.891968	42.84196092	[257][M+2]-		90	NA	
M421.9852T0.9	c18acquity								M422T1	421.985151	53.2353984		[M-2H+K]- 385.025	33	NA	
M422.1561T15.9	c18acquity								M422T16	422.1560719	951.6524916	[258][M+3]-		41	NA	
M423.1488T15.9	c18acquity								M423T16	423.1488324	951.6172836	[258][M+4]-		41	NA	
M423.2754T12.8	c18acquity								M423T13	423.2753514	768.5506962		[M-H-CO]- 452.278	180	NA	
M431.9295T0.8	c18acquity								M432T1	431.9295323	46.19380698	[261][M+1]-		1829	NA	
M434.87T0.7	c18acquity								M435T1	434.8700314	42.73967256		[M+Cl]- 399.894	90	NA	
M436.2833T15.5	c18acquity								M436T16	436.2833291	932.1667938	[262][M]-		176	NA	
M436.8518T0.9	c18acquity								M437T1	436.8518025	52.3177548			847	NA	
M436.9489T0.8	c18acquity								M437T1.1	436.9489252	48.25981194		[M+Cl+NaCOOH]- 333.991 [M+Cl+NaCOOH]- 333.991	18	NA	
M437.2866T15.5	c18acquity								M437T16	437.2866438	932.1846942	[262][M+1]-		1991	NA	
M438.299T15.5	c18acquity			4					M438T15	438.2989605	927.4203156			1264	NA	
M438.8492T0.9	c18acquity								M439T1	438.8491532	52.13866644			848	NA	
M439.2466T17.8	c18acquity								M439T18	439.2465528	1066.2440004			14	NA	
M440.15T15.4	c18acquity								M440T15	440.1500432	924.972408			1265	NA	
M443.1507T18	c18acquity								M443T18	443.150731	1079.0533512			534	NA	
M447.994T0.8	c18acquity								M448T1	447.9940418	48.28051098		[M+Cl+NaCOOH]- 345.037 [M-H+NaCOOH]- 381.014	18	NA	
M448.0292T0.9	c18acquity								M448T1.1	448.0292106	54.32427594			105	NA	
M449.148T17.3	c18acquity								M449T17	449.1479668	1040.1000078			168	NA	
M449.8676T0.9	c18acquity								M450T1	449.867629	53.41346484			33	NA	
M450.0264T0.9	c18acquity								M450T1.1	450.0263615	54.52472682			1533	NA	
M452.2782T13.9	c18acquity			4					M452T14	452.2782054	831.4711374			1234	NA	
M452.2783T14.8	c18acquity			4					M452T15.1	452.2782631	890.9139522			1123	NA	
M453.9261T0.8	c18acquity								M454T1	453.9260823	48.2279244	[268][M+1]-		18	NA	
M454.284T15.1	c18acquity			4					M454T15	454.2840464	906.3956946	[266][M+2]-		1188	NA	
M454.9272T0.8	c18acquity								M455T1	454.9271574	48.20979738	[268][M+2]-		18	NA	
M457.3323T14.6	c18acquity								M457T15	457.3322728	876.6031272			1008	NA	
M458.0009T14.7	c18acquity			4					M458T15	458.0009156	880.9915734			491	NA	
M459.1456T15.9	c18acquity								M459T16	459.1456167	951.5383866			41	NA	
M462.2991T15.9	c18acquity								M462T16	462.2991008	952.8979902			2186	NA	
M464.1502T15.9	c18acquity								M464T16	464.1501745	951.5450184			41	NA	
M464.3146T17.1	c18acquity								M464T17	464.3145917	1024.8966894			871	NA	
M464.3147T15.7	c18acquity								M464T16.1	464.3146581	939.507168			2296	NA	
M464.838T0.9	c18acquity								M465T1	464.8380157	53.43746256		[M-2H+K]- 427.878 [M-H]- 465.846	33	NA	
M466.294T14.5	c18acquity								M466T15	466.29403	870.8790816	[272][M]-	[M-H]- 467.301	36	NA	
M466.3302T15.6	c18acquity			4					M466T16.1	466.3301943	937.3378338	[273][M]-	[M-H-C5H8O4]- 599.368	17	NA	
M466.3302T17.1	c18acquity								M466T17	466.330226	1025.7217218			863	NA	
M467.1508T17.8	c18acquity								M467T18	467.1508397	1066.0658514			14	NA	
M467.2972T14.5	c18acquity								M467T15	467.2972083	871.0749258	[272][M+1]-		36	NA	
M467.334T15.6	c18acquity			4					M467T16	467.3339585	937.3085538	[273][M+1]-		17	NA	
M469.365T13.3	c18acquity								M469T13	469.3650318	797.2330002			1304	NA	
M469.9003T0.8	c18acquity			4					M470T1	469.9003119	48.24255186	[275][M+1]-		18	NA	
M470.8964T0.8	c18acquity			4					M471T1	470.8964265	48.28051098	[275][M+2]-		18	NA	
M471.0196T0.8	c18acquity								M471T1.1	471.0195794	47.25684876			18	NA	
M474.2626T14.1	c18acquity			4					M474T14	474.2626374	843.297009			1135	NA	
M475.1637T17.8	c18acquity								M475T18	475.1637447	1066.1785518			14	NA	
M476.2785T14.8	c18acquity			4					M476T15.1	476.2785061	888.8300802			234	NA	
M478.2939T15.3	c18acquity								M478T15.2	478.2938563	915.4928844	[282][M]-		218	NA	
M479.2878T14.6	c18acquity			4					M479T15	479.2877568	876.5375868	[277][M+3]-		52	NA	
M479.2976T15.3	c18acquity								M479T15.2	479.2975759	915.4324422	[282][M+1]-		2150	NA	
M480.3095T16.6	c18acquity								M480T17	480.3094991	996.5426808	[283][M]-		1417	NA	
M480.3096T16.3	c18acquity								M480T16	480.3095547	978.8209392			1052	NA	
M481.3129T16.6	c18acquity								M481T17	481.3128787	996.364773	[283][M+1]-		1418	NA	
M482.3154T16.6	c18acquity								M482T17	482.3153979	996.564549	[283][M+2]-		1419	NA	
M482.3156T15.2_2	c18acquity								M482T15.1	482.3155945	913.5919848	[284][M+2]-		9	NA	
M483.3182T15.2	c18acquity								M483T15	483.3182469	913.5546468	[284][M+3]-		9	NA	
M486.0386T0.8	c18acquity			4					M486T1	486.0385814	47.18418648	[288][M+1]-		18	NA	
M489.1401T15.9	c18acquity								M489T16	489.1401472	951.654243			942	NA	
M492.3096T14.9	c18acquity			4					M492T15	492.3095789	895.174143			2226	NA	
M492.3457T16	c18acquity								M492T16	492.3457425	959.853666			184	NA	
M494.3251T15.8	c18acquity								M494T16.1	494.3251285	945.8766834			2214	NA	
M494.3253T16	c18acquity								M494T16	494.3252882	959.0391336	[291][M]-	[M-H]- 495.332	184	NA	
M495.3286T16	c18acquity								M495T16	495.3286436	959.2005342	[291][M+1]-		184	NA	
M498.2626T14	c18acquity			4					M498T14	498.2625986	839.5887342	[292][M]-		287	NA	
