variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M416.8921T5.63	c18hypersil					-0.372014472879526	0.37863012445929	0	-0.0483332765681581	0.917696136815542	0	-0.454968109625394	0.282067465775995	0	-0.0975248628533247	0.863899761887482	0	0.581053620412167	0.739273910843855	E	E	E	E	E	E											M417T6.1	416.892065808874	337.882313069669			2959	NA	
M417.2004T2.27	c18hypersil					-0.356293674082696	0.194782058272813	0	0.00380437619524976	0.960986014599247	0	-0.00189110644178392	0.997496885922541	0	0.0195459409404553	0.975124832935157	0	0.761044502421362	0.514857058023375	E	E	E	E	E	E											M417T2.1	417.200366112218	136.359947384538			75	NA	
M417.7356T4.52	c18hypersil					-0.988655762516931	0.000234144710344856	1	-0.121836081308379	0.587310757065214	0	-0.456510002984366	0.604360256336392	0	-0.44579413756502	0.552274350672751	0	1.75412677692852	0.935794324633571	E	E	E	E	E	E											M418T5	417.735564735344	271.395343872348		[M+H]+ 416.728	77	NA	
M417.748T4.85	c18hypersil					-0.79681313533005	0.0103757769951775	1	-0.0449595355822563	0.845398001739594	0	-0.134920364678509	0.696697823991706	0	-0.215820411808968	0.426564883541689	0	1.37774153502883	0.939041509921257	E	E	E	E	E	E											M418T5.1	417.748009228602	291.166359398836	[823][M]2+		33	NA	
M418.1302T2.28	c18hypersil					-0.435034065692621	0.27165551578961	0	-1.12446659210235	0.0317773096466187	1	-0.545798569148305	0.573259085877688	0	-1.41105090370224	0.027005723901757	1	0.275316160234644	0.859857791913264	E	E	E	E	E	E											M418T2	418.130172618586	137.081709848147	[817][M+2]+		75	NA	
M418.1661T6.28	c18hypersil					0.551908410352992	0.407824201196489	0	-0.362803945057111	0.733559297804737	0	0.930047604665612	0.270850874760459	0	0.405450264529968	0.648130869483544	0	0.46467320724225	1.56359442518243	E	E	E	E	E	E											M418T6	418.166146117737	376.903013047363			64	NA	
M418.186T1.44	c18hypersil					2.64848994019993	0.187773860328991	0	-5.95059596133172	0.00279037676047427	1	1.40374428597478	0.581370698851017	0	-6.36491251399886	0.00229986551624938	1	0.835879614902846	0.216556560346979	E	E	E	E	E	B											M418T1.3	418.186002071422	86.3283777185314			38	NA	
M418.2491T4.86	c18hypersil					-0.921808056584561	0.0488359459182441	1	0.340560246807094	0.691744948669711	0	-0.200811735857672	0.634785078462335	0	0.0384353745399633	0.920388367708666	0	1.19007484469951	1.04090756857195	E	E	E	E	E	E											M418T5.4	418.249051185622	291.382770947491	[823][M+1]2+		1348	NA	
M418.3317T7.91	c18hypersil					0.344178362784699	0.248842076231674	0	1.05164225396022	0.00885881877325121	1	0.252264623248006	0.714010833329556	0	1.14424490788698	0.0032376678773844	1	0.52532926481664	0.800794136462165	E	E	E	E	E	E											M418T8.1	418.331721871741	474.394691043642			1398	NA	
M418.5415T4.19	c18hypersil					0.433855219028107	0.150912557818864	0	0.274050658085185	0.472366836946465	0	-0.134875352171093	0.734694701395676	0	0.21800251662229	0.521129017189285	0	0.77889936244592	0.571651528648922	E	E	E	E	E	E											M419T4	418.541548511785	251.601870287186			2034	NA	
M418.6971T3.92	c18hypersil					-2.03028770124467	1.01757728188071e-05	1	0.0627650590028122	0.900577753356449	0	-0.931172087602025	0.0700016709214907	0	-0.449522400467171	0.300127952960764	0	2.04695132886395	2.37939795149117	E	E	E	E	E	E											M419T4.2	418.697122436817	235.430308764954		[M+K]+ 379.727	3101	NA	
M418.7411T4.48	c18hypersil					0.984947555323263	0.00264773807901893	1	0.526140998931	0.141350612572209	0	0.150462834737507	0.81238111074808	0	0.411246484989128	0.344944882228165	0	1.52624448397021	0.309328956584614	E	E	E	E	E	E											M419T4.3	418.741073343627	268.612769255597			77	NA	
M418.8745T0.71	c18hypersil					0.455670177930918	0.339775022006326	0	-0.66441851802823	0.231268595350054	0	0.593405165045997	0.249030570248927	0	-0.45459382452621	0.307180775217676	0	0.836976511358178	1.50817526037047	E	E	E	E	E	E											M419T1	418.874501615958	42.651507743387			1379	NA	
M418.8992T4.89	c18hypersil					0.052629989141872	0.873863846917517	0	0.0834328545011722	0.863813533320294	0	0.259451425440433	0.568331959822731	0	-0.0527708287848672	0.896794099227434	0	0.273179371527054	0.856021897133711	E	E	E	E	E	E											M419T5	418.899154498748	293.504192240749		[M+H-CH4]+ 433.921	74	NA	
M419.1737T6.62	c18hypersil					0.485386916025284	0.348110728953141	0	-0.100655224468687	0.940085071901931	0	0.50390721433379	0.56190868605632	0	0.533575325250498	0.469479507376251	0	0.558169399816473	1.07063966399765	E	E	E	E	E	E											M419T7	419.173674652662	397.021369866401		[M+H]+ 418.17 [2M+3H]3+ 627.264	69	NA	
M419.1986T3.56	c18hypersil					-0.189711460183606	0.615042288661643	0	0.418795034422857	0.275561937292532	0	-0.127163484366546	0.744499102432708	0	0.10942071543378	0.752665775090127	0	0.433229911941982	0.762268607603953	E	E	E	E	E	E											M419T4.4	419.198586849892	213.556207806154		[M+H]+ 418.191	84	NA	
M420.0442T4.95	c18hypersil					0.0177805764462633	0.84507105872608	0	0.1102185369922	0.443405013651012	0	-0.0115346388882358	0.957531508645757	0	0.00351837551158596	0.983869399164869	0	0.182241059177698	0.215856491910861	E	E	E	E	E	E											M420T5	420.044166894993	296.95127262238		[M+2H-C3H2O3]2+ 924.076	74	NA	
M420.1094T1.38	c18hypersil					0.25788344312738	0.318243165393215	0	-0.303957096821664	0.339045487207336	0	0.651197717810657	0.0600534029800159	0	-0.0974388121761471	0.704167327046731	0	0.564426123924477	1.99666038942091	E	E	E	B	E	E											M420T1	420.109353374783	82.5895874048668			56	NA	
M420.1459T2.49	c18hypersil					-0.135464923917088	0.469869317328564	0	-0.599716094310521	0.0261292561526509	1	0.00330670804945576	0.989148768680411	0	-0.128877414193802	0.717662971454494	0	0.21976219427816	0.27007245303295	E	E	E	E	E	E											M420T2	420.145921705784	149.337197417141			2463	NA	
M420.1821T5.72	c18hypersil					0.401756993578658	0.645282402525995	0	-1.48203819813271	0.0329934517175534	1	1.06239112049621	0.181707392215005	0	-0.728578750990035	0.254897307290779	0	0.366127260335028	1.73174244587282	E	E	E	E	E	E											M420T6	420.182050933745	343.231954656703		[M+Na]+ 397.187	58	NA	
M420.5418T4.65	c18hypersil					-4.32432472666131	3.08242528499739e-09	1	0.334823794170875	0.975905611329193	0	-0.8670699210683	0.153613214169981	0	0.177019539201913	0.714977874088676	0	2.292705382725	1.79901718958586	C	E	D	E	E	E											M421T5	420.541808734563	278.839346232196		[M+K]+ 381.574	71	NA	
M420.5467T4.94	c18hypersil					-0.0138770210217025	0.987276564433877	0	0.151558634736915	0.374372344772644	0	0.0126927445964959	0.967821009205564	0	0.0350844239009582	0.864413327904389	0	0.0654563138809606	0.0328299827955307	E	E	E	E	E	E											M421T5.1	420.546676071522	296.623155741962			74	NA	
M420.7293T5.9	c18hypersil					-0.357219048647771	0.154641469651647	0	0.278994352845071	0.419173387864639	0	-0.304022141962594	0.325347523876281	0	0.276561381941578	0.309268104630875	0	0.942551479987084	1.2441719290475	E	E	E	E	E	E											M421T6	420.729310477097	354.24478786614			76	NA	
M420.8761T4.64	c18hypersil					-6.31088238912166	5.57147299274544e-05	1	0.439855314156411	0.997053085555876	0	-0.866473306070509	0.140971637877091	0	0.133256865419494	0.761945321572401	0	1.90392250785739	1.89699877976976	E	S	A	E	E	E											M421T5.2	420.876090273727	278.657918850572		[M+K]+ 381.912	71	NA	
M420.9008T4.39	c18hypersil					1.33664363499631	0.331872406213371	0	-1.29685780916114	0.478563410717402	0	0.821631838971435	0.6679430193681	0	-1.21722446152642	0.454311959264844	0	0.786523586288825	1.15000778957209	E	E	E	E	E	E											M421T4	420.90076086438	263.555727653187			2036	NA	
M420.9682T0.71	c18hypersil					-0.263501019992404	0.12474246720314	0	0.147615352043687	0.582737590638339	0	0.0757702195597414	0.775325870776462	0	0.027832129888834	0.927533039523261	0	0.953910360145691	0.417498879032447	E	E	E	E	E	E											M421T1	420.968193358317	42.7521282063985			1358	NA	
M421.0486T4.94	c18hypersil					0.0100788869401676	0.882992825648397	0	0.222177349034556	0.215191371801728	0	0.0873535252535991	0.718188776047119	0	0.0826690582163057	0.705136099641856	0	0.0258062268187399	0.541718276939411	E	E	E	E	E	E											M421T5.4	421.04857455191	296.46697795195		[M+2K]2+ 764.18	74	NA	
M421.0662T4.9	c18hypersil					0.849873229383867	0.699332943400354	0	1.10490818220686	0.72044381449789	0	2.65221058431442	0.320612965564775	0	0.924236126602628	0.762407745954773	0	0.167947135550953	1.12043467323161	E	E	E	E	E	B											M421T5.5	421.066235592885	294.013711598788		[M+H-C6H8O6]+ 596.097 [M+2H-HCOOH]2+ 886.122	74	NA	
M421.1773T2.17	c18hypersil					0.509259489425643	0.189173629025678	0	-0.108781861307051	0.912244573426047	0	-0.330260239327355	0.720237109298321	0	0.263371794076127	0.747048827834855	0	0.943334948509024	0.107038192100487	E	E	E	E	E	E											M421T2	421.177262934055	130.433834192785			75	NA	
M421.1782T5.1	c18hypersil					-0.194274657972235	0.437811570215502	0	0.173420398097264	0.632477626176401	0	-0.114069311513614	0.799471459436939	0	0.137346386060768	0.726004543253354	0	0.477916568017084	0.125162574718347	E	E	E	E	E	E											M421T5.6	421.178176308895	306.04156942292		[M+K]+ 382.21	94	NA	
M421.1983T5.78	c18hypersil					-0.572736584206904	0.307763763282786	0	1.62008008670266	0.00179088493769749	1	-0.919447512961712	0.589872878982464	0	2.77145513330934	0.0389298071564263	1	0.514049373953659	0.515676602641855	E	E	E	E	E	E											M421T6.1	421.19832267283	346.932076599983		[M+2Na]2+ 796.409	58	NA	
M421.266T5.12	c18hypersil					-1.27730870775708	0.0010085916458859	1	0.0510486948472142	0.951191372463017	0	-0.433878508685792	0.558263184780413	0	-0.0270586307589404	0.988839669091351	0	1.70062864281338	0.706354714715572	E	E	E	E	E	E											M421T5.8	421.265973201573	307.228614752919		[3M+Na+K]2+ 260.198 [M+Na]+ 398.28	94	NA	
M421.5483T4.94	c18hypersil					-0.00580213960074616	0.994705684531933	0	0.102482807203593	0.697552391046145	0	-0.0604963439344139	0.835329417284242	0	-0.0372623416435296	0.895477435450384	0	0.205314285159571	0.0535729122930974	E	E	E	E	E	E											M422T5.1	421.54833653339	296.559134496351			74	NA	
M421.5691T4.98	c18hypersil					-1.38310788181581	0.0036652147994376	1	0.269642285615271	0.824279657191661	0	-0.163777487298084	0.761143167865049	0	0.0190357328620134	0.96877973938957	0	1.68473579841852	1.0983854488779	E	E	E	E	E	E											M422T5.2	421.569093472529	298.566278656839		[M+K]+ 382.609	8	NA	
M421.5775T4.12	c18hypersil					-0.82723421399592	0.000188625322516793	1	0.0775359543766783	0.955600651100711	0	-0.194798475992538	0.522041360948756	0	0.0305067784561306	0.908879892058461	0	1.92281688091752	1.11007436513865	E	E	E	E	E	E											M422T4	421.577537027836	247.051400455306			2037	NA	
M421.9133T4.15	c18hypersil					-1.30151913891371	0.00734140765425792	1	0.773248375232784	0.241859808132752	0	-0.288237986538626	0.509519808596614	0	0.551898474169944	0.112933614919317	0	1.48071325775777	1.37504368109798	E	E	E	E	E	E											M422T4.1	421.913258199915	249.160404972432			2038	NA	
M422.125T1.4	c18hypersil					0.170083462486984	0.885631574190194	0	-1.22016782667901	0.0233058287615867	1	0.363857920935247	0.519056277325564	0	-0.385192320345006	0.423030534855342	0	0.214809998329074	0.966160366625362	E	E	E	E	E	E											M422T1	422.125038106637	83.9762091930742		[M+H-C6H10O5]+ 583.164	38	NA	
M422.1616T2.59	c18hypersil					0.103048444436936	0.920671641353655	0	-0.358485333038672	0.709530324024549	0	0.531363900416613	0.616653066505256	0	0.578243016672909	0.51446030763974	0	0.0752030150628713	0.948644826088929	E	E	E	E	E	E											M422T3	422.161565027496	155.505546402359		[M+Na+HCOOH]+ 353.177	82	NA	
M422.162T5.15	c18hypersil					-0.519492609913588	0.0915127623222197	0	-0.546884779620164	0.153053161446747	0	0.0561613220605803	0.919226227870732	0	-0.371899363505857	0.452585108647965	0	0.961422430012937	0.220623081390763	E	E	E	E	E	E											M422T5.3	422.162031163265	309.254024377013			2640	NA	
M422.2585T5.17	c18hypersil					-0.010039783042135	0.990583479296368	0	0.217031805026387	0.632996635486956	0	0.0628854803312358	0.868051521251169	0	-0.0517632371764076	0.879242987416347	0	0.0888936143699821	0.337653759563436	E	E	E	E	E	E											M422T5.4	422.258519327967	310.260578319589			2642	NA	
M422.5929T5.16	c18hypersil					0.200931634200192	0.501497802059095	0	0.0740234668808846	0.858072751865917	0	0.0975323299977813	0.772075155338587	0	-0.227297346491337	0.420202414869492	0	0.481457511194623	0.169414753999179	E	E	E	E	E	E											M423T5	422.592861847908	309.798800753981		[M+Na]+ 399.598	70	NA	
M423.1113T1.48	c18hypersil					-0.299477840062734	0.0875630062583428	0	-0.124275025933336	0.567392882510056	0	-0.0734266400173311	0.799471459436939	0	-0.134572848797054	0.531624738929613	0	1.1505016470334	0.763507846262449	E	E	E	E	E	E											M423T1.1	423.111314622593	88.7500911440164		[2M+Na+K-H]+ 181.078	38	NA	
M423.1199T1.06	c18hypersil					0.0360086061859963	0.833760333056381	0	0.168958850738392	0.518662725567921	0	-0.110573565648675	0.747012138824594	0	0.171374125453266	0.554210842870124	0	0.390214889678348	0.336387736030973	E	E	E	E	E	E											M423T1.2	423.119917469321	63.816279584349		[M+H]+ 422.115	39	NA	
M423.1568T2.51	c18hypersil					-0.0839326780678444	0.486999488149899	0	-11.7045273587606	7.26124285870155e-10	1	-0.11807770132938	0.891417413073928	0	-12.3082400783406	8.88836129951626e-10	1	0.0638725896576157	0.119526313886486	E	E	E	E	E	E											M423T3	423.156769420092	150.76690909426			2464	NA	
M423.2748T7.04	c18hypersil					-0.177895150387258	0.822514434907302	0	0.592300980064415	0.384598542789169	0	0.0105430589431155	0.996845123544996	0	0.425733994070548	0.56555220181401	0	0.116330885164828	0.0957724076299159	E	E	E	E	E	E											M423T7.2	423.274844546983	422.442087756488			1463	NA	
M423.7346T4.26	c18hypersil					-0.576117314507602	0.0210431541867171	1	-0.0489652000161644	0.83058717098131	0	-1.23633123649522	0.48913402267238	0	0.732645773200506	0.638781041302085	0	1.39394854715527	0.884691045126616	E	E	E	E	E	E											M424T4	423.734606000129	255.587581356058		[M+K+NH3]+ 367.747	49	NA	
M423.9131T4.5	c18hypersil					-0.235383033066917	0.702771660632579	0	-0.0578158321102382	0.93972870493842	0	-0.0824545007664277	0.95447519685648	0	-0.295863225448917	0.739476561796418	0	0.137152490561249	0.294088489577104	E	E	E	E	E	E											M424T4.2	423.913069165101	269.827139292636			77	NA	
M424.2363T4.26	c18hypersil					0.277304173467449	0.312006635506105	0	-0.219218032242599	0.579937679004429	0	-0.35068092266612	0.409740992531619	0	-0.45505382517503	0.185878810709854	0	0.771038215099976	1.39993810573896	E	E	E	E	E	E											M424T4.4	424.236324767304	255.779162288891		[M+H-NH3]+ 440.261	49	NA	
M424.552T4.93	c18hypersil					0.33820097276412	0.0344933522507538	1	0.422804891389985	0.027458216050171	1	0.231468309179885	0.415400812951929	0	0.196067416145823	0.447311061761977	0	1.08634880595028	0.87996701161377	E	E	E	E	E	E											M425T5	424.551961976865	295.936615173074		[M+H]+ 423.542	74	NA	
M424.7427T2.14	c18hypersil					1.74877140459036	5.77216398116551e-05	1	-0.197134871122167	0.912959249333218	0	0.426501128368812	0.540213253984513	0	-0.0588967255330868	0.923078074156168	0	2.03197585946005	0.624061088722463	E	E	E	E	E	E											M425T2	424.742726602591	128.177704319024	[840][M]2+		75	NA	
M424.9012T4.14	c18hypersil					0.461709759066002	0.677960551064308	0	2.56966011004156	0.126931566906867	0	0.118530188959559	0.983264457224498	0	1.29335232627727	0.486742039599211	0	0.303901921389537	0.150143945293458	E	E	E	E	E	E											M425T4	424.901222657593	248.200947717557			2042	NA	
M425.1561T5.21	c18hypersil					-0.318957701142885	0.271109375697077	0	-1.58307252162714	0.000386515685820218	1	-0.669929063507578	0.254571850988399	0	-1.85168124560234	1.78748784133475e-05	1	0.179783765140714	0.830324179836146	E	E	E	E	E	E											M425T5.1	425.156149245116	312.612809081361		[M+K]+ 386.196	70	NA	
M425.1907T6.94	c18hypersil					0.891892009116802	0.198509752177874	0	-0.941910309010332	0.279246403187924	0	1.00559272433329	0.222314360926736	0	0.0145805169179312	0.982017664464859	0	0.949297385145135	1.71358076329975	E	E	E	E	E	E											M425T7	425.190712800392	416.482813126526		[M+Na+CF3COOH]+ 268.206	51	NA	
M425.2092T3.87	c18hypersil					0.308766491046256	0.381601917533949	0	-0.116784964205765	0.868959088591801	0	-0.372107209711071	0.591052560117787	0	-0.18045272969035	0.801651329308392	0	0.648946595748711	0.391234292360509	E	E	E	E	E	E											M425T4.1	425.20919090851	231.900956617288		[M+H+CF3COOH]+ 290.205 [M+Na]+ 402.218	13	NA	
M425.2352T4.14	c18hypersil					-1.01924380009119	0.501387889029949	0	1.78097435166691	0.289924525171682	0	-0.564086680128463	0.540213253984513	0	0.168663804979625	0.840467364503396	0	0.510448891534139	1.07488787371511	E	E	E	E	E	E											M425T4.2	425.235199819783	248.149654511473			2043	NA	
M425.2419T2.18	c18hypersil					0.780702940966457	0.0218309055861621	1	-0.716576674336608	0.0817185273991425	0	0.0432812888746081	0.92921014901777	0	-0.484891039293872	0.298691612052831	0	1.31673177386916	0.0513388083021344	E	E	E	E	E	E											M425T2.1	425.241876262511	130.819559235774	[840][M+1]2+		75	NA	
M425.2518T4.8	c18hypersil					-0.250973834915772	0.830060914519563	0	-0.198776287377044	0.90239878677424	0	-0.191657585899836	0.926572103429149	0	-1.15141787304174	0.285170786441415	0	0.0851385120911298	0.562511918144504	E	E	E	E	E	E											M425T5.2	425.251752610097	288.095580578258			33	NA	
M425.279T5.45	c18hypersil					-0.262083733270973	0.537017814006097	0	-0.652733301389121	0.265597877382427	0	-0.825777919512703	0.370168852580753	0	-0.597582065865963	0.485331489924921	0	0.195311881222902	0.978877934135972	E	E	E	E	E	E											M425T5.3	425.278990345082	326.767069658448			16	NA	
M425.4523T4.8	c18hypersil					-0.258872062710246	0.830656179381354	0	-0.188168513445209	0.910800717749937	0	-0.181231081503896	0.935413607815778	0	-1.18480355339819	0.284004961201796	0	0.0785967295749781	0.544688292847199	E	E	E	E	E	E											M425T5.4	425.452309008792	288.029132323439		[M+K]+ 386.492	33	NA	
M425.5436T3.87	c18hypersil					0.836494079534647	0.157081162991643	0	-0.371000277485406	0.720475609138466	0	0.189665302986089	0.851395319430694	0	-0.421097742251693	0.621617154093964	0	1.03443432655577	0.835895100023022	E	E	E	E	E	E											M426T4	425.543613647289	232.378455886913			13	NA	
M425.6528T4.8	c18hypersil					-0.359746452775369	0.771847194579361	0	-0.0996781471642834	0.948852751302616	0	-0.199948714316399	0.920311128788131	0	-1.07428010519936	0.33761782772567	0	0.13834515570825	0.564795231049374	E	E	E	E	E	E											M426T5	425.652774986087	288.023961764682			33	NA	
M425.7135T1.6	c18hypersil					-0.106981861845165	0.716044254570958	0	-0.0990074948146429	0.814273723082645	0	-0.293025101886769	0.399419302167937	0	0.0679301363225022	0.830449415750561	0	0.125866352070858	1.00432156961602	E	E	E	E	E	E											M426T2	425.713483860445	96.0747475841124	[841][M]2+	[3M+3Na-H]2+ 261.17	45	NA	
M425.8533T4.8	c18hypersil					-0.494941351145386	0.686607950633923	0	-0.0589969468510834	0.958573848770619	0	-0.265580806620585	0.883005389760879	0	-1.12875193400012	0.295094224366252	0	0.225076830147471	0.648888507281952	E	E	E	E	E	E											M426T5.1	425.853304464295	288.006931637475			33	NA	
M425.9896T4.15	c18hypersil					0.180704379878804	0.303984222754639	0	-0.137480511412852	0.590989785805411	0	-0.0682377359252655	0.850758781638448	0	-0.208425854468931	0.387698705392997	0	1.01309546964381	0.214807495863206	E	E	E	E	E	E											M426T4.2	425.989582118776	249.207392576277	[843][M]2+		2045	NA	
M426.0535T4.8	c18hypersil					-1.22122590730296	0.472720808907449	0	0.874199872431285	0.743538106525799	0	-0.256635688167238	0.877467290452109	0	-0.705681870276658	0.531761713319518	0	0.46946707163679	0.632627225991592	E	E	E	E	E	E											M426T5.2	426.053483840016	288.006925098224			33	NA	
M426.1523T1.1	c18hypersil					-0.625169041670503	0.0478759436098064	1	0.289777409779813	0.572489590381059	0	-0.0711860988790427	0.910934977219393	0	-0.22758780490021	0.590270847903206	0	1.18259563308035	0.761048059377623	E	E	E	E	E	E											M426T1.1	426.152329223456	65.7924193274775		[M+Na]+ 403.158	7	NA	
M426.1712T6.27	c18hypersil					1.13331501475841	0.00064569025161403	1	-0.261156457098492	0.698846996335603	0	0.235667086417669	0.679173574795095	0	-0.253023979129246	0.603994367270031	0	1.95401156583924	0.835286243748088	E	E	E	E	E	E											M426T6	426.1711574172	375.979577290202			64	NA	
M426.1948T8.32	c18hypersil					0.198217847839471	0.446997030832645	0	0.964289650095635	0.0119816820652243	1	-0.347536144028401	0.620949580699113	0	1.27078363288708	0.0240083230176328	1	0.325498491507956	0.603480600615534	E	E	E	E	E	E											M426T8.1	426.19476733735	499.424670781049			804	NA	
M426.2152T1.6	c18hypersil					-0.113628424640826	0.880221936024784	0	0.325615700022956	0.659074919466131	0	-0.200311567266532	0.720237109298321	0	0.333005039516143	0.482307862984527	0	0.0253285079132908	0.186797850994726	E	E	E	E	E	E											M426T2.1	426.215192459139	96.0118450814885	[841][M+1]2+		1612	NA	
M426.491T4.15	c18hypersil					0.163296257058724	0.280578535372463	0	-0.117641567625279	0.59965468244859	0	-0.0788210323609952	0.840122234880377	0	-0.225824962003863	0.379606014571023	0	1.04614374549873	0.0315986937381256	E	E	E	E	E	E											M426T4.5	426.491001865583	249.100550102504	[843][M+1]2+		2047	NA	
M426.5615T4.54	c18hypersil					-1.93389224293716	3.37511488901317e-06	1	0.580217602722737	0.30451297518542	0	-0.394682703858177	0.319625999289071	0	0.512100290050787	0.119096459952095	0	2.08465005457312	1.42298306888559	E	E	E	E	E	E											M427T5	426.561517940262	272.617200150488			77	NA	
M426.6054T5.35	c18hypersil					0.29153962696004	0.538381732744137	0	0.350562284565477	0.592203433930331	0	-0.443153894489226	0.59614412801346	0	0.0528116891754227	0.94128779670494	0	0.515687494802743	0.655777520541649	E	E	E	E	E	E											M427T5.1	426.605405733628	320.82619665338		[M+H]+ 425.598	16	NA	
M426.7127T1.5	c18hypersil					0.308575748985005	0.269011063989648	0	0.775050627886921	0.0353431460660186	1	0.301006557853999	0.558263184780413	0	0.382720413390937	0.358664093347886	0	0.60186453459133	0.899767191675359	E	E	E	E	E	E											M427T2	426.712695589322	90.0688433606241			2595	NA	
M426.7409T4.13	c18hypersil					-1.59042498343555	9.841898539663e-09	1	-0.142712045408086	0.301146430749073	0	-0.570551062543634	0.239288370903123	0	0.0290345975624717	0.930775695683104	0	2.25012514453878	1.50856214439704	C	S	E	E	E	E											M427T4	426.740872448984	247.893323177896	[842][M+1]+		2048	NA	
M426.8958T4.55	c18hypersil					-1.78727690490002	1.27267468275473e-05	1	0.577313375243564	0.301810619625167	0	-0.293701225366615	0.493459601478628	0	0.513552272766793	0.132503410061602	0	2.0361585158191	1.2432763948496	E	B	E	E	E	E											M427T5.2	426.89581988821	272.878293408097		[3M+Na+2K]3+ 393.247	77	NA	
M426.9397T5.35	c18hypersil					-0.651051720924627	0.692864047331117	0	0.852000036165219	0.688344381852751	0	-0.291498233418121	0.734694701395676	0	-0.276161843664759	0.724804128640247	0	0.345731801317122	0.453855347999069	E	E	E	E	E	E											M427T5.3	426.939692924443	320.796277207686		[M+H]+ 425.928	16	NA	
M426.9636T1.5	c18hypersil					0.20757775473124	0.565558726790387	0	0.581690723162529	0.247494980370497	0	0.26556041283831	0.643697278431908	0	0.276671058143959	0.569085416696416	0	0.398908417550778	0.989323366365949	E	E	E	E	E	E											M427T1.1	426.963591234381	89.9748731175358			2596	NA	
M427.0973T0.82	c18hypersil					0.612046278681264	0.788523597775233	0	-1.53341221917311	0.499279731203178	0	1.21438090593608	0.620973773986578	0	-1.10085903175106	0.603991579176987	0	0.301830392728815	1.13690852429675	E	E	E	E	E	E											M427T1.4	427.097319231947	49.1883656301551			325	NA	
M427.3157T10.83	c18hypersil					5.80180044841396	0.0669020363772104	0	0.877116668491634	0.804756572884259	0	3.65006399474254	0.512238393875486	0	-1.04893381309354	0.834445739323319	0	1.25618402866459	1.17034608955158	E	E	E	E	E	B											M427T11.1	427.315697263909	649.899014205313			1189	NA	
M427.4814T4.47	c18hypersil					-0.377251598873324	0.39067853687389	0	-0.656589799612764	0.264122089734811	0	0.128274663196217	0.866487820486388	0	-0.493828394450391	0.447181240565735	0	0.482474851247217	0.250733612614333	E	E	E	E	E	E											M427T4.2	427.48137123217	268.377235948202			77	NA	
M427.7327T4.48	c18hypersil					-0.389652965798659	0.393419517111472	0	-0.716129512569614	0.242240653115986	0	0.173801600145115	0.834558076229962	0	-0.536777502549086	0.432749017920127	0	0.390032290684157	0.512595526854306	E	E	E	E	E	E											M428T4	427.732661002418	269.033962322803			2831	NA	
M428.0385T0.92	c18hypersil					1.63654647090837	0.00157396710788985	1	-0.237848854068694	0.886010995070493	0	0.791906528916726	0.283802559783243	0	0.199657697251421	0.830669863513161	0	1.60111001821511	1.7432969552723	E	E	E	E	E	E											M428T1	428.038492802177	55.4542880166833		[M+H-C4H8]+ 483.1	4	NA	
M428.1862T8.21	c18hypersil					0.119666516878551	0.852356046900839	0	-0.395647962377208	0.478959095626895	0	-0.381398955553516	0.683754102614259	0	-0.843326508907417	0.203848781576746	0	0.208931644941112	0.5785286687191	E	E	E	E	E	E											M428T8.1	428.186183817839	492.331719588561			2215	NA	
M428.1924T5.49	c18hypersil					-0.124093400128876	0.366334910117321	0	-5.19408834739794	2.92014617046616e-10	1	-1.01948901718319	0.61510000105802	0	-5.47720269051015	6.74832677590269e-06	1	0.0326911252081798	0.47844551108761	E	E	E	E	E	E											M428T5	428.192366389117	329.435759987505		[M+K]+ 389.226	79	NA	
M428.5758T4.74	c18hypersil					0.222234563757389	0.534413834959702	0	-0.414056729589115	0.28784940150004	0	-0.0730069424730253	0.935770824830361	0	-0.427861681150222	0.371953783489458	0	0.655476574595148	0.199636034406554	E	E	E	E	E	E											M429T5	428.575823176448	284.649199976754		[M+H+HCOOH]+ 381.574	71	NA	
M429.2003T2.98	c18hypersil					-0.491006432699459	0.035794316059737	1	0.216554213265828	0.572489590381059	0	-0.224298543529143	0.40544096114102	0	0.116794855748672	0.626900384470581	0	1.08135034272511	1.06731545402342	E	E	E	E	E	E											M429T3.2	429.200274812451	178.792427680542		[M+Na+NH3]+ 389.183 [M+H]+ 428.191	57	NA	
M429.2479T2.12	c18hypersil					-0.548329108701694	0.00220522624308906	1	-0.304983529932578	0.116104256999194	0	-0.253055848019226	0.300378332432183	0	-0.290412407008334	0.142928034694631	0	1.43241626271803	1.73036594361718	E	E	E	E	E	E											M429T2	429.247933085604	127.105623236175			75	NA	
