variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M580.2346T16.6	c18acquity					-0.0217537832991734	0.972248560670953	0	-0.0235576929478878	0.905616560002242	0	0.0948841130021467	0.801005451933155	0	0.0405449770678992	0.800382692103393	0	0.673993807884957	E	E	E	E	E	E	M580T17	580.234639032766	996.405411673776			1421	NA	
M580.3623T16.3	c18acquity					0.0462675756474162	0.939964658706629	0	0.200610014564999	0.285463101388174	0	-0.00458006212786621	0.976528203360806	0	0.292905290771396	0.0614397628382025	0	0.307424532512152	E	E	E	E	E	E	M580T16	580.362311274492	977.555692723452			2145	NA	
M581.3209T14.7	c18acquity					-0.0214766441382679	0.952482504858628	0	-0.103019659647785	0.429386174223073	0	-0.138105025389303	0.595374423131282	0	-0.150155371560006	0.131378391879382	0	1.46115924923952	E	E	E	E	E	E	M581T15	581.320914153908	882.066868387464		[M+Cl+NH3]- 529.319 [M+Cl]- 546.348	11	NA	
M581.333T15.6	c18acquity					0.20025898203982	0.704804615460212	0	0.347955981456328	0.115183647118583	0	-0.1836372963479	0.709719874300184	0	0.226049013742708	0.219536212703697	0	1.18762789306341	E	E	E	E	E	E	M581T16	581.332954743288	937.35257126574		[M-H-NH3]- 599.368	17	NA	
M581.4554T18.2	c18acquity					-0.0450685089739764	0.945915415289216	0	-0.0792545184081366	0.682423731584895	0	-0.102078254416957	0.826813661670665	0	-0.0584101395441561	0.747582196474682	0	1.32956480504691	E	E	E	E	E	E	M581T18	581.455394290471	1090.49295030482	[377][M]-		640	NA	
M582.3773T18.2_1	c18acquity			4		0.0450842526360802	0.994242343696196	0	-0.506943418530842	0.000540016930636601	1	-0.148221143693709	0.78253606971623	0	-0.469324550097291	0.00399456139162047	1	0.89722149750765	E	E	E	E	E	E	M582T18.1	582.37728367982	1090.28397662959			641	NA	
M582.3778T17.5	c18acquity					-0.129278261993964	0.727924698081555	0	-0.381908861454603	0.0199940518093462	1	-0.0732032832504448	0.890922369931398	0	-0.266844655112045	0.0594180099413479	0	0.570061535162636	E	E	E	E	E	E	M582T18	582.37777826332	1051.06234960766			2308	NA	
M583.3369T15.6	c18acquity					0.071272067322214	0.755355196658358	0	0.0761295202123069	0.406218081957291	0	0.0793674514217386	0.794663622575267	0	-0.023359970971212	0.829913514203305	0	1.03791321662314	E	E	E	E	E	E	M583T16	583.336862446435	936.350562653802		[M-H-CH3]- 599.368	17	NA	
M583.9687T0.8	c18acquity			4		0.0493179901497118	0.921876170343687	0	0.217362530965577	0.181795037936054	0	-0.0404838033817807	0.921643236472541	0	0.341347988814935	0.0263015913322954	1	0.343365370389893	E	E	E	E	E	E	M584T1	583.96867681376	47.8717225232303		[M-H+NaCOOH]- 516.991	18	NA	
M584.3569T15.5	c18acquity					0.151094014655657	0.76874139649425	0	-0.0254407018127711	0.95935839698216	0	0.128674943600462	0.753804804723443	0	0.0706428509916659	0.660710848742729	0	1.17492593040119	E	E	E	E	E	E	M584T15.2	584.356906449806	928.108182649908	[380][M]-		1272	NA	
M584.357T15	c18acquity					-0.0447400164660827	0.845870200710721	0	-0.1181346538649	0.200198761321737	0	0.031732438297233	0.903232634700136	0	-0.0827500071483644	0.345632336551558	0	0.184318005385862	E	E	E	E	E	E	M584T15.1	584.356978997239	897.534373720188	[379][M]-	[M+Cl]- 549.387 [M-H]- 585.364	26	NA	
M584.357T15.3	c18acquity					-0.071591679001715	0.559747524222177	0	0.0379906197161208	0.603485272898274	0	-0.0644763613146502	0.66630674953977	0	0.0185768240809239	0.742427394442725	0	1.92599754776037	E	E	E	E	E	E	M584T15	584.357003544986	915.028878841272	[378][M]-		9	NA	
M585.3523T16.8	c18acquity					-0.122605418698953	0.722579891693731	0	0.0657579135674027	0.708441513404067	0	-0.0107582267202986	0.973698250726107	0	0.0681203288562653	0.574675966901386	0	0.287365331276035	E	E	E	E	E	E	M585T17	585.352265312684	1009.41296656571		[M-H-CH3]- 601.381	19	NA	
M585.36T15.5	c18acquity					0.269231718932083	0.480232947750222	0	-0.0624586096121522	0.849609259412654	0	0.186675821122607	0.680340858812062	0	-0.117687169599451	0.498956017420291	0	1.17508076521057	E	E	E	E	E	E	M585T15.2	585.359982187657	928.246303229706	[380][M+1]-		1273	NA	
M585.3603T15.3	c18acquity					-0.0439360939555691	0.813517426346784	0	-0.0692961808512429	0.306519275003759	0	-0.0370122555928418	0.869254598395605	0	-0.0259857693008154	0.742427394442725	0	1.42386249411753	E	E	E	E	E	E	M585T15	585.360318004399	915.182249091846	[378][M+1]-		9	NA	
M585.4866T19	c18acquity					0.0323452089014218	0.964286775310613	0	-0.0997782720952021	0.498012412095397	0	0.0381201040404964	0.922385595662114	0	-0.136761863378634	0.302784610825275	0	0.510425091905321	E	E	E	E	E	E	M585T19	585.486591287342	1141.7360316998			1430	NA	
M588.3215T14.1	c18acquity			4		0.343016913642899	0.198317415807086	0	-0.223028626476754	0.145359056697641	0	-0.01367612858607	0.996721593569457	0	-0.375219726498285	0.0212819463030129	1	0.227095441792215	E	E	E	E	E	E	M588T14	588.321487294033	843.463307809656	[381][M+2]-		1142	NA	
M588.3308T15	c18acquity			4		0.209638510654033	0.65128544559132	0	0.617392642494721	0.00545297689636143	1	0.250397326271061	0.753804804723443	0	0.588885204312316	0.0172660692000395	1	0.97203539574628	E	E	E	E	E	E	M588T15.2	588.330787720914	897.241461076002	[384][M]-		742	NA	
M588.8976T0.8	c18acquity					0.00806535759162585	0.983167343948308	0	-0.0495908875035198	0.279353383460067	0	-0.00846946342554133	0.95638956900194	0	-0.00227988651250044	0.974545330230667	0	0.44637586818214	E	E	E	E	E	E	M589T1	588.897562414275	48.1627328127596	[386][M]-	[M-H]- 589.904	18	NA	
M589.0027T14.7	c18acquity			4		0.0188878324577892	0.939964658706629	0	0.434577590235723	0.00565721757514281	1	0.0235459303331673	0.987686216513029	0	0.456618889814431	0.00284651190307115	1	0.277475664096453	E	E	E	E	E	E	M589T15	589.002691502844	883.668392038764			172	NA	
M589.3342T15	c18acquity			4		0.153698952742314	0.818765670488522	0	0.611854056475428	0.0258821211176767	1	0.136002949897275	0.903232634700136	0	0.708166903864784	0.00927717252527177	1	0.688360949504527	E	E	E	E	E	E	M589T15.3	589.334174510455	897.139161469518	[384][M+1]-		742	NA	
M589.671T14.7_1	c18acquity			4		-0.0557584995839981	0.96851689200095	0	0.431325204563572	0.00266832679085058	1	0.105750594643998	0.855830591687896	0	0.379070289143831	0.00898109420063773	1	0.930145413751607	E	E	E	E	E	E	M590T15	589.67100195864	883.05602840886			508	NA	
M589.7163T14.7	c18acquity			4		-0.0459019433868981	0.981436668175413	0	0.436700189296818	0.00169669307563207	1	0.0930895825146187	0.87176339703029	0	0.362366712147349	0.0127686985443628	1	0.854583236017116	E	E	E	E	E	E	M590T15.1	589.716294608661	883.730243173914			1962	NA	
M590.9021T0.8	c18acquity					0.00347634343477843	0.996337640531102	0	-0.0196257789837233	0.810893146175547	0	-0.0250723921805065	0.88454374358549	0	0.0188804288450033	0.761934019339129	0	0.919175184711399	E	E	E	E	E	E	M591T1	590.902120043714	48.2165372119505	[386][M+2]-		18	NA	
M591.9052T0.8	c18acquity					0.0925254647033213	0.845870200710721	0	-0.226760682576648	0.0932250551693476	0	0.0682635762923613	0.842028958744456	0	-0.0546005848258684	0.618031883449737	0	0.733712389385108	E	E	E	E	E	E	M592T1	591.905187979488	48.2054917223579	[386][M+3]-		18	NA	
M592.3421T14.7	c18acquity			4		-0.0077285527008577	0.986386271692271	0	0.309644014152623	0.0482519725560443	1	0.0864784501854281	0.881000244096902	0	0.330028961964087	0.0278782637459085	1	0.615286010260386	E	E	E	E	E	E	M592T15.2	592.342067499831	883.26445405428	[383][M+4]-		509	NA	
M592.362T16.2	c18acquity					0.0219993852066036	0.987733705030494	0	-0.552680424875268	0.00784267578409359	1	0.0967473356640589	0.862161235531367	0	-0.298810011027195	0.0797326623194392	0	0.608236540472611	E	E	E	E	E	E	M592T16	592.36198403287	969.097301997684			1285	NA	
M592.362T16	c18acquity					0.0710515868387294	0.951910575344052	0	-0.348296637932265	0.0715542975244859	0	0.0757331617851342	0.884355975360283	0	-0.24180749106851	0.167882962950168	0	0.222791553349979	E	E	E	E	E	E	M592T16.1	592.362008494507	958.907227230204	[391][M]-	[M+Cl]- 557.392 [M-H]- 593.369	184	NA	
M592.3622T15.7	c18acquity					-0.00248894266351307	0.972248560670953	0	-0.2901665512293	0.106625494652397	0	0.124183316033593	0.801005451933155	0	-0.286592591064942	0.102105042516127	0	0.352765032514886	E	E	E	E	E	E	M592T16.2	592.362211880258	944.55590368563			2215	NA	
M593.2689T14.6	c18acquity			4		0.0288106784994344	0.999861134479263	0	-0.377883018105381	0.0144899368130904	1	0.0195037375162883	0.927577271157168	0	-0.469095039344174	0.00119693430355786	1	0.0932223095456623	E	E	E	E	E	E	M593T15	593.268894462935	875.685761889288	[390][M+1]-		52	NA	
M593.3551T15.2	c18acquity					0.044715362914161	0.964286775310613	0	-0.237624849756477	0.102941651556335	0	-0.205114141904284	0.66630674953977	0	-0.318666718194216	0.0563041721736802	0	1.14199154952531	E	E	E	E	E	E	M593T15.1	593.355149229196	911.77938814428	[388][M+3]-		70	NA	
M593.3655T16	c18acquity					0.0709291816488093	0.948230019066132	0	-0.272485962190142	0.157555334107694	0	0.0873653974292257	0.874113498865626	0	-0.235993826505686	0.196659878436966	0	0.271754840784237	E	E	E	E	E	E	M593T16	593.365482931526	958.962165996462	[391][M+1]-		184	NA	
M594.3684T16	c18acquity					-0.116913601170044	0.832667103132613	0	-0.301384496057567	0.155240305030108	0	-0.054405525888745	0.943546200182782	0	-0.314045550378205	0.0824611139183559	0	0.321055333384793	E	E	E	E	E	E	M594T16	594.368435475976	958.850608949718	[391][M+2]-		184	NA	
M594.3773T16.8	c18acquity			4		0.106766676918078	0.939964658706629	0	-0.837155271249699	1.29719447130946e-06	1	-0.016909484199628	0.976528203360806	0	-0.741141279036292	1.75229878441021e-05	1	0.270110428497722	E	E	E	E	E	E	M594T17.1	594.37733991256	1008.21376358784		[M-H-H20]- 613.396	19	NA	
M596.3838T17.1	c18acquity			4		-0.0215080976421707	0.845870200710721	0	-0.966563620434558	4.62952028390138e-07	1	0.0334148608396223	0.923111562090951	0	-0.657620585468463	0.00118220960043549	1	0.0894464883950553	E	E	E	E	E	E	M596T17	596.383846433047	1027.15897820254	[392][M+2]-		865	NA	
M598.2455T14.5	c18acquity					-0.0905799295342558	0.839784475374162	0	-0.00486493005643673	0.963618546948544	0	-0.173682366126048	0.698060419089052	0	-0.0478608086973775	0.833240186702919	0	1.30238098508871	E	E	E	E	E	E	M598T15	598.245461722732	870.944627193474		[M-H-C3H2O3]- 685.265	36	NA	
M598.2817T15.6	c18acquity			4		-0.118079689707354	0.598879599503252	0	-0.518803676460429	0.000107910130543788	1	-0.136751036779168	0.77152008244067	0	-0.446262738798636	0.00165471472845011	1	0.890766651726777	E	E	E	E	E	E	M598T16	598.281700491242	937.486901684052		[M+Cl]- 563.313 [M-H]- 599.29	17	NA	
M599.1958T14.6	c18acquity			4		0.0361583732806352	0.972248560670953	0	-0.221769458523756	0.131840472902667	0	-0.125357060249478	0.69349147530898	0	-0.245414664436328	0.0246499881931106	1	1.42430831402209	E	E	E	E	E	E	M599T15	599.195771163669	877.794770696172			51	NA	
M602.2046T14.6	c18acquity			4		0.00119089978367448	0.948230019066132	0	-0.353542870723864	0.00016347448547033	1	-0.0434407090348969	0.919458232741019	0	-0.259855487218562	0.00752833596844907	1	0.664497498312309	E	E	E	E	E	E	M602T15	602.204552832796	877.948054820124	[398][M+2]-		51	NA	
M602.302T14.7	c18acquity					0.0481986271549069	0.864312705219182	0	0.0939357382450563	0.379363052903094	0	0.229224213266328	0.253661832927855	0	0.0730566736363105	0.542601127511213	0	2.14010348399316	E	E	E	E	E	E	M602T15.1	602.301953483117	879.681056479086		[M+Cl]- 567.333	23	NA	
M603.2069T14.6	c18acquity					0.0730525589471256	0.93682643029555	0	-0.274256485101454	0.0827582477638889	0	0.0110630883030751	0.969865920295883	0	-0.168629542094651	0.22397212560104	0	0.0445903763964396	E	E	E	E	E	E	M603T15	603.206935272748	877.950032581356	[398][M+3]-		51	NA	
M604.1999T14.6	c18acquity					-0.0632952382226986	0.868313158845906	0	-0.22857666401918	0.131840472902667	0	-0.171068717903422	0.664780943689508	0	-0.184771544729751	0.169749055910698	0	1.42282530780501	E	E	E	E	E	E	M604T15	604.199947986789	878.283862554366	[398][M+4]-		991	NA	
M604.3258T12.9	c18acquity					1.39910816452069	0.201238603499422	0	0.508680150879519	0.344236166201052	0	0.894073559412046	0.575596533278013	0	-0.324009853294751	0.603273878184957	0	2.15729523843171	E	E	B	E	E	E	M604T13	604.325795064432	774.003459458622			1677	NA	
M605.3206T14.7	c18acquity			4		-0.034909636616872	0.996337640531102	0	0.385170122479328	0.0176878445187414	1	0.0655090091743009	0.923111562090951	0	0.399384546372975	0.0213894898695282	1	0.736365968459839	E	E	E	E	E	E	M605T15	605.320566624339	884.285687933238			172	NA	
M605.4058T20.8	c18acquity					-0.100006032632068	0.912156598186478	0	0.157320355920511	0.515363385675835	0	-0.160552234876345	0.77152008244067	0	0.0916545792245831	0.632100249122068	0	1.18090863018779	E	E	E	E	E	E	M605T21	605.405753922163	1246.0830032814			1292	NA	
M605.8751T0.8	c18acquity			4		-0.0431037455898533	0.863111939007232	0	-0.154296168167486	0.12145274229177	0	0.0209822475771109	0.923111562090951	0	-0.234869559666853	0.0241966726180372	1	0.315212975564975	E	E	E	E	E	E	M606T1	605.875100574922	48.2449382523184	[400][M+1]-		18	NA	
M606.9944T0.8	c18acquity					-0.0551160131656445	0.93682643029555	0	-0.0917271397619643	0.638224313257416	0	0.205033389614854	0.592388263513736	0	-0.0815787655427176	0.576400542838651	0	1.66011977420739	E	E	E	E	E	E	M607T1.1	606.994398545865	47.2205176439792		[M-H-HCOOH]- 654.02	18	NA	
M608.3182T15	c18acquity					-0.0414350593167683	0.865947162120896	0	-0.127989593100937	0.179816014482543	0	0.0115760229133617	0.961733353445628	0	-0.0802477485117503	0.376157220356945	0	0.3515210338352	E	E	E	E	E	E	M608T15.1	608.318217414978	897.51324700311	[402][M]-	[M+Cl]- 573.349	26	NA	
M608.3569T14.5	c18acquity			4		0.0221545423974803	0.983431984005976	0	-0.14558455580117	0.223021503145056	0	-0.225541340423556	0.43491992325022	0	-0.235724152324515	0.0473515074119199	1	2.09611236308857	E	E	E	E	E	E	M608T14	608.356860862254	869.359793313288	[404][M]-	[M-H]- 609.368	36	NA	
M608.357T14.7	c18acquity					-0.043631960330675	0.82464373101272	0	-0.0365539732150495	0.627847613916209	0	-0.059582318798503	0.777324397408156	0	-0.0433172578736887	0.576400542838651	0	1.30355534999418	E	E	E	E	E	E	M608T15.2	608.357010978184	882.065869939116	[403][M]-		11	NA	
M609.3216T15.3	c18acquity					0.00323405229809737	0.994242343696196	0	0.0134898473661131	0.887233514643753	0	0.003219045931667	0.994819365619561	0	0.064299058355596	0.312581958253083	0	0.260136614350853	E	E	E	E	E	E	M609T15	609.321571620672	915.887412704454	[401][M+1]-		2155	NA	
M609.3607T14.5	c18acquity					-0.0410927542521424	0.927799112545239	0	-0.0522279280177642	0.689058050108058	0	-0.213571212403519	0.480562224946938	0	-0.198968528731953	0.120444134743954	0	1.72255347124965	E	E	E	E	E	E	M609T14	609.360719597628	869.3394267732	[404][M+1]-		36	NA	
M610.2663T15	c18acquity					-0.114690602284147	0.791447604470842	0	-0.113770839475212	0.478938017216993	0	-0.00757653336749797	0.987550183456424	0	-0.00174901044659315	0.99532759869728	0	0.329637414343427	E	E	E	E	E	E	M610T15.1	610.266334694526	897.493858841862		[M-H-COCH2]- 653.29	26	NA	
M610.3154T14.2	c18acquity					0.121600275977249	0.913431382771301	0	-0.344666088666729	0.140225252971915	0	0.262454446680442	0.512122611454927	0	-0.292711676570947	0.0905185488744806	0	1.56769178425629	E	E	E	E	E	E	M610T14.1	610.315377490768	851.490772714548			1892	NA	
M610.363T14.7	c18acquity					0.116604347455652	0.726366680201323	0	-0.118766863419758	0.382092337998789	0	0.0150294663602555	0.96164636980131	0	-0.146640735718803	0.22186036441973	0	0.530723030641593	E	E	E	E	E	E	M610T15.4	610.363010886466	882.674329237044	[403][M+2]-		11	NA	
M610.3725T15.4	c18acquity					0.0660146270890216	0.939964658706629	0	-0.140821702236121	0.493674562963471	0	0.0342261008342568	0.926235010231315	0	-0.291018610356868	0.0753601733072621	0	0.0363494386553993	E	E	E	E	E	E	M610T15.5	610.372544385032	921.85751920791		[M+Cl]- 575.408 [M-H]- 611.384	62	NA	
M612.2611T15.2	c18acquity					-0.00820735514182225	0.960917112975533	0	-0.000698417987035072	0.988274365866143	0	0.00831850648854271	0.954065401162662	0	-0.00069820122835651	0.983674656607442	0	1.10921392723062	E	E	E	E	E	E	M612T15	612.261096658756	913.853192227428	[408][M]-		9	NA	
M612.2611T15	c18acquity					-0.096177691851258	0.579779203812308	0	-0.0825994968390713	0.291072777919879	0	0.0382828278185876	0.871206468219214	0	-0.045741655437503	0.541574201902624	0	0.525941306183144	E	E	E	E	E	E	M612T15.1	612.261128928865	897.602749972566	[409][M]-	[M+Cl]- 577.292 [M-H]- 613.268 [M-H-CO]- 641.263	26	NA	
M612.3308T15	c18acquity					-0.117206511825357	0.839784475374162	0	0.136236968487621	0.52434781807322	0	0.055211032314709	0.892256506756108	0	-0.0160713182485779	0.918905640729233	0	0.241563413509528	E	E	E	E	E	E	M612T15.4	612.330760533246	897.290320355826	[412][M]-		742	NA	
M612.3884T16.5	c18acquity			4		-0.215635543988	0.607177342986286	0	0.260702126533896	0.151663435374195	0	0.18291676127647	0.709719874300184	0	0.497918965634449	0.00248184031522355	1	0.751436870437844	E	E	E	E	E	E	M612T17.1	612.388413751579	990.317875654608			97	NA	
M613.2635T15.2	c18acquity					0.00927115429390568	0.952626474154309	0	0.0209661147011655	0.687808139832923	0	0.0289952958793105	0.862161235531367	0	0.0443978535202891	0.346116987433566	0	1.59127693905447	E	E	E	E	E	E	M613T15	613.263469348503	913.824054362058	[408][M+1]-		9	NA	
M613.2636T15	c18acquity					-0.0378542909277151	0.846892138615994	0	-0.116370677603886	0.147446211685395	0	0.0721986517904316	0.739183584570675	0	-0.0697863715090552	0.376157220356945	0	0.827690404677106	E	E	E	E	E	E	M613T15.1	613.263569135367	897.602749972566	[409][M+1]-		26	NA	
M613.3337T15	c18acquity					-0.230909679701082	0.486263432009947	0	0.171428156390878	0.316708088064909	0	-0.200734240262406	0.480562224946938	0	0.0774601777721085	0.537486901235144	0	1.78891102582878	E	E	E	E	E	E	M613T15.4	613.333748107658	897.493858841862	[412][M+1]-		742	NA	
M614.2645T15.2	c18acquity					0.00585703446741803	0.977932101027461	0	0.00373482373245082	0.95935839698216	0	0.0123594660155479	0.953165263637812	0	0.0467589353505211	0.380839004009105	0	0.879347883828205	E	E	E	E	E	E	M614T15	614.264549919543	913.824054362058	[408][M+2]-		9	NA	
M615.2665T15.2	c18acquity					0.0555605926196812	0.800414107833576	0	0.0313345067539998	0.698731241406703	0	0.0809585207366208	0.701415597565048	0	0.0444594928554061	0.610479151178393	0	1.07523101559499	E	E	E	E	E	E	M615T15	615.266451624677	914.035722748542	[408][M+3]-		9	NA	
M615.3397T14.7	c18acquity					-0.0794364436522006	0.828778353204425	0	0.112441138921309	0.361939367604627	0	0.0524691196701106	0.890922369931398	0	0.0860086380494014	0.488370004775011	0	0.370851359395192	E	E	E	E	E	E	M615T15.2	615.339669447744	879.798647019048	[411][M+3]-		23	NA	
M616.1958T14.6	c18acquity			4		0.0669853223450012	0.949063419988798	0	-0.389429097594501	0.00855074779118273	1	-0.111903770494523	0.862161235531367	0	-0.535532409493516	0.000724468732124596	1	0.437989770365824	E	E	E	E	E	E	M616T15	616.195780858838	876.433152376188		[M-H]- 617.203	52	NA	
M616.3422T14.7	c18acquity					-0.147371861772033	0.679486200427055	0	-0.0416002535167923	0.782908871832184	0	0.141598994712442	0.678116171625618	0	-0.0275719699418122	0.829913514203305	0	1.07840813850312	E	E	E	E	E	E	M616T15.1	616.342237166601	879.922993476834	[411][M+4]-		23	NA	
M616.362T15.6	c18acquity					-0.101678982722797	0.83847704010067	0	-0.232821430540936	0.208663529042068	0	-0.227398223204839	0.66630674953977	0	-0.211041421685429	0.278317459934236	0	1.57415828386845	E	E	E	E	E	E	M616T16.1	616.361956619222	933.09348270336			1991	NA	
M616.362T15.7	c18acquity					0.0579969611313924	0.972248560670953	0	-0.302219371153342	0.168677515043726	0	-0.0129350589849597	0.989770860761226	0	-0.216067635113172	0.282695750213056	0	0.0867007291727811	E	E	E	E	E	E	M616T16	616.361987737514	944.520370217436	[417][M]-		2216	NA	
M617.273T15.6	c18acquity					0.108041912189464	0.882205649871352	0	-0.371070700482178	0.0285248780824935	1	0.044110511446668	0.919458232741019	0	-0.303967794784002	0.0524095599151638	0	0.152220615226085	E	E	E	E	E	E	M617T16	617.273020120259	936.009824411814			17	NA	
M617.3653T15.7	c18acquity					-0.0459914430663311	0.945915415289216	0	-0.205081448051381	0.346883000212182	0	-0.0538223407699476	0.938270010478092	0	-0.169776453210076	0.405896252491993	0	0.287964351945069	E	E	E	E	E	E	M617T16.1	617.365301014288	944.503744919424	[417][M+1]-		2217	NA	
M619.2889T17.2	c18acquity					-0.065974292497069	0.846745585971162	0	-0.101048059408415	0.460018779593262	0	0.154488435646064	0.592388263513736	0	-0.0787894082563216	0.488370004775011	0	1.0885748287131	E	E	E	E	E	E	M619T17.1	619.288923142979	1029.85424438028			854	NA	
M621.2007T14.6	c18acquity			4		0.15294483811893	0.839784475374162	0	-0.550891038205819	0.00348498456016953	1	-0.208455208248413	0.709719874300184	0	-0.760861015374473	6.55400679362984e-05	1	0.872747987017934	E	E	E	E	E	E	M621T15	621.200672455161	876.37942368663		[M+Cl+HCOOH]- 540.226 [M-H+HCOOH]- 576.203	52	NA	
M622.0133T0.8	c18acquity			4		-0.284908145403751	0.451943141895547	0	0.497460104458925	0.000857722883508468	1	-0.101764927205164	0.777324397408156	0	0.568662488299362	0.000222193383219058	1	0.542104376181112	E	E	E	E	E	E	M622T1	622.013344572903	47.2446520843575	[421][M+1]-		18	NA	
M622.2079T14.6	c18acquity			4		0.150200852733327	0.819406249961983	0	-0.457821883345195	0.00788052394114573	1	0.0610731481885516	0.871206468219214	0	-0.569415832062425	0.000283978985519516	1	0.202703292343917	E	E	E	E	E	E	M622T15	622.207865588366	875.94735770259		[M+Cl+HCOOH]- 541.234 [M-H+HCOOH]- 577.21	52	NA	
M622.3343T16	c18acquity					-0.206611646096794	0.606533023327339	0	0.207303908958584	0.259975144104262	0	-0.0890430679167036	0.862161235531367	0	0.210077285742974	0.184246230167011	0	0.765014697091096	E	E	E	E	E	E	M622T16	622.334303310908	959.038423731366			2022	NA	
M623.1965T14.6	c18acquity			4		0.0351026494103603	0.986386271692271	0	-0.640620031186479	2.69561214878912e-06	1	-0.0339826270241996	0.976528203360806	0	-0.528896253411942	0.000131367703030489	1	0.308644132624699	E	E	E	E	E	E	M623T15	623.196511384564	875.646199140618		[M+Cl]- 588.227 [M-H]- 624.203	52	NA	
M624.2919T15.3	c18acquity					-0.0475411626618616	0.939964658706629	0	0.181105307844819	0.0899673002065094	0	-0.00880664509680251	0.976528203360806	0	0.00284252910852878	0.98192914777993	0	0.118175607467679	E	E	E	E	E	E	M624T15.1	624.291863796473	915.945947028732			2149	NA	
M624.7377T0.9	c18acquity					-0.0993749321379358	0.818707521419949	0	0.110847218713056	0.480028564271673	0	-0.215530969076021	0.480562224946938	0	0.271498972516213	0.045584391003106	1	1.37087855058862	E	E	E	E	E	E	M625T1	624.737698975492	53.3241159666406			33	NA	
M625.2322T15	c18acquity					0.00439591114537841	0.996337640531102	0	-0.163072514804414	0.285483073981526	0	0.165614227526669	0.664780943689508	0	-0.0728877570332465	0.583894257032985	0	0.951697842770292	E	E	E	E	E	E	M625T15.2	625.232243309576	897.431435165712		[M-H-CH3]- 641.263	26	NA	
M626.2768T16	c18acquity					-0.00890371089941588	0.978877452853845	0	-0.0907652219330526	0.544710262668116	0	0.0656918404904889	0.889688301345821	0	0.0710642045200949	0.65893841869273	0	0.632889889860137	E	E	E	E	E	E	M626T16	626.276765394505	958.952429550792			184	NA	
M627.207T14.6	c18acquity			4		0.0850699185315467	0.948230019066132	0	-0.59179142505986	0.000312940193709966	1	0.018772250930299	0.923517033664289	0	-0.612234172545813	0.000170595405300092	1	0.120959560863245	E	E	E	E	E	E	M627T15	627.206972629999	875.88064585911	[422][M+3]-		52	NA	
M628.2005T14.6	c18acquity			4		-0.00418468701255748	0.945915415289216	0	-0.529654920900493	0.000459028781999349	1	0.0757584286874966	0.862161235531367	0	-0.413421131490988	0.00599713823671519	1	0.629131340271687	E	E	E	E	E	E	M628T15	628.200509341904	875.85760598205	[422][M+4]-		52	NA	
M628.928T0.9	c18acquity					-0.150799361807799	0.807349278592245	0	-0.0357534069856928	0.873340486334721	0	-0.257982582811046	0.66630674953977	0	0.438543988537043	0.0548956949001276	0	1.18111574724097	E	E	E	E	E	E	M629T1	628.928038375194	53.1395066192704			33	NA	
M632.3183T14.7	c18acquity					-0.0126776601070944	0.939964658706629	0	-0.165617927377236	0.0272721121155461	1	-0.0439184630531759	0.874113498865626	0	-0.134774111862276	0.0695762589764015	0	0.816166952365339	E	E	E	E	E	E	M632T15	632.318301839039	883.115504399112	[423][M]-	[M-H]- 633.326	11	NA	
M633.3215T14.7	c18acquity					0.0259367087278015	0.964286775310613	0	-0.114679785423636	0.227194987146265	0	-0.0418322076911455	0.881000244096902	0	-0.112278070246226	0.150814628286059	0	0.724101126985991	E	E	E	E	E	E	M633T15	633.321510321622	883.380908135706	[423][M+1]-		11	NA	
M633.3215T14.5	c18acquity					0.0123215692763168	0.996337640531102	0	-0.123679115264286	0.507548597239485	0	-0.16450682493968	0.680340858812062	0	-0.244882250817733	0.0830696646001212	0	1.57157411503127	E	E	E	E	E	E	M633T14	633.321535244488	869.302650278568	[424][M+1]-		36	NA	
M633.36T14.7	c18acquity			4		0.0348585372962624	0.911108980229187	0	0.421348822934929	0.00418829780997907	1	0.154119153473983	0.756470542694187	0	0.508783680866696	0.00100383981655997	1	0.876569415569836	E	E	E	E	E	E	M633T15.1	633.360023000259	884.070945229812	[425][M+1]-		172	NA	
M634.3337T15.6	c18acquity					0.0072922991002784	0.974040195035074	0	-0.0120367229047638	0.873133713718942	0	0.00127061572003306	0.987686216513029	0	-0.0172200231392932	0.761934019339129	0	0.305085071432589	E	E	E	E	E	E	M634T16	634.333743529017	936.350562653802	[427][M]-	[M+Cl]- 599.368	17	NA	
M634.334T15.4	c18acquity			4		0.0312519888597116	0.996337640531102	0	-0.367568169785828	0.00205374859379839	1	0.0587720266387084	0.864998730012924	0	-0.329283310917248	0.00665729025112748	1	0.519333063745821	E	E	E	E	E	E	M634T15.2	634.33403137131	921.927963044172	[428][M]-	[M+Cl+NaCOOH]- 531.377 [M-H+NaCOOH]- 567.354	62	NA	
