variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	SPLE	BLK	isotopes	adduct	pcgroup	fold	tstat	pvalue	BiH_Pool_Compounds_QToff_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#G#N#compound#composition#exact mass#[(M+H)]+#[(M-H)]-#Masse#Neg Delta ppm#TR)	BiH_AcideAmine_Frag_QTof_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#names#M#composition M-H#Masse [M-H]- Th##Masse exp#Tr#Delta Neg ppm)	name	chebi_id	hmdb_id	kegg_id	id_comment	annot_level	annot_confidence
M854.8299T0.8	M855T1	854.8299226	854.8285451	854.8332268	0.772108087	0.76851141	0.785425922	19	19	0		[M+Cl+NaCOOH]- 751.873 [M-H+NaCOOH]- 787.85	139	125.5621457	-29.06865888	0									
M854.8861T0.2	M855T0	854.8860854	854.8850445	854.8875139	0.157744583	0.15615625	0.158607037	11	9	2			15	1.395480226	2.31730659	0.142306741									
M855.5029T24.7_1	M856T25	855.5029166	855.5002681	855.5062927	24.71457986	24.70244836	24.8706324	55	51	3	[579][M]-	[M+Cl+NaCOOH]- 752.553 [M+Cl]- 820.533 [M-H]- 856.51	116	1.12005547	0.901231595	0.455654824									
M855.5949T16.8	M856T17	855.5948541	855.5939677	855.5983658	16.80581331	16.73059739	16.94589196	7	7	0			19	1.494003398	-3.437999604	0.019268913									
M855.5951T24.7	M856T25.1	855.5950675	855.5904472	855.5971092	24.70474691	24.68294931	24.88716003	78	49	3	[578][M+1]-		116	1.18800649	1.239075901	0.307888856									
M855.6588T24.7_2	M856T25.2	855.6588455	855.65424	855.662073	24.71936567	24.69964225	24.89021448	54	41	3	[580][M]-		116	1.578814906	5.121471581	0.011245537									
M855.8336T0.8	M856T1	855.8335853	855.8308447	855.8345677	0.815952825	0.801205773	0.821816997	9	9	0			665	190.5715941	-14.56234691	0									
M856.507T24.7_1	M857T25	856.5069635	856.5028836	856.5101326	24.71620545	24.70364881	24.87469454	43	39	3	[579][M+1]-		116	1.03245283	0.349014319	0.754259431									
M856.6055T16.8	M857T17	856.60551	856.6027605	856.6088505	16.82706831	16.65440071	17.07142024	10	5	1		[M-H]- 857.613	19	1.339362145	-5.732376172	6.17E-05									
M856.6056T24.7	M857T25.1	856.6056327	856.6000543	856.6099418	24.70501781	24.68469865	24.87469454	80	52	3	[578][M+2]-		116	1.323540575	3.788022329	0.034836276									
M856.6058T17.5	M857T18	856.6058079	856.603552	856.6084102	17.54117734	17.29344606	17.68963323	8	4	1			278	1.516239359	6.775846145	0.006328888									
M856.6066T16.5	M857T16	856.6066229	856.6044907	856.6081557	16.49181846	16.35483714	16.51511491	5	2	1			1446	1.114056063	1.329160793	0.282958324									
M856.6631T24.7_2	M857T25.2	856.663144	856.6599397	856.6681927	24.71632685	24.69964225	24.79287708	26	22	3	[580][M+1]-		116	1.364407053	4.419755552	0.005067558									
M857.5186T24.7	M858T25	857.5185833	857.5168106	857.5208294	24.73799141	24.72882405	24.74530127	55	52	3	[581][M]-	[M-H-C2H4]- 886.557	47	1.163708607	-3.500883027	0.001018464									
M857.6101T24.7	M858T25.1	857.6100931	857.6017895	857.6126193	24.70338772	24.68492021	24.87213501	76	52	3	[578][M+3]-		116	1.3037579	2.688561057	0.085108312									
M857.6752T24.7	M858T25.2	857.6751881	857.6728191	857.6786468	24.72007842	24.70364881	25.12158837	81	52	3		[M+Cl]- 822.706 [M-H]- 858.683	47	1.166698928	2.998062067	0.018343739									
M857.8383T0.8	M858T1	857.8383306	857.8352423	857.8401457	0.785918773	0.777749943	0.791450533	16	16	0			666	43.72725141	-31.80483588	0									
M858.5222T24.7	M859T25	858.5222149	858.5201477	858.5247371	24.73763144	24.72663241	24.74530127	55	52	3	[581][M+1]-		47	1.082511176	-1.539393346	0.144410451									
M858.5307T14.7	M859T15	858.5307246	858.5270063	858.5328683	14.6974764	14.67840003	14.71284348	6	6	0			11	4.062973998	-16.72676446	0.000116028									
M858.6213T24.7_1	M859T25.1	858.6213249	858.6164597	858.6277094	24.70856903	24.68155988	24.82617489	87	52	3	[578][M+4]-		116	1.28822985	3.190005926	0.068265662									
M858.6788T24.7_2	M859T25.2	858.6788303	858.6765437	858.6820745	24.71710823	24.70434736	24.88993167	66	52	3			116	1.126114511	1.799528378	0.142415036									
M859.5318T24.7	M860T25	859.5318006	859.5294165	859.5349558	24.73781142	24.72707372	24.74530127	54	51	3	[581][M+2]-		47	1.331209693	-6.736300949	0.000220039									
M859.6254T24.7_1	M860T25.1	859.6253598	859.6198551	859.62973	24.71010809	24.68303508	24.8299676	60	35	2		[M-H]- 860.634	116	1.164566784	1.192717159	0.346526933									
M859.6866T24.7_2	M860T25.2	859.6865654	859.6805964	859.6925043	24.72080765	24.70364881	25.04811417	73	52	3		[M-H-CO]- 888.679	47	1.2439469	-3.717382106	0.008726155									
M860.5169T24.7_1	M861T25	860.5168932	860.5168932	860.5168932	24.68501987	24.68501987	24.68501987	1	0	1			816	1.326649244	-1.596535537	0.222156099									
M860.5207T24.7_2	M861T25.1	860.5206567	860.5179591	860.5326434	24.68083199	24.49358421	24.86416858	8	7	1			817	1.214282253	-2.447555131	0.025799108									
M860.5362T24.7_1	M861T25.2	860.5361547	860.5328778	860.5409074	24.73883135	24.72663241	24.99664232	55	49	2	[581][M+3]-		47	1.589938168	-4.531605113	0.024942181									
M860.6298T24.8	M861T25.3	860.6297867	860.6268607	860.6344706	24.80291593	24.69183127	24.81420541	9	7	0		[2M-2H+K]- 411.845	101	1.048199737	0.20082281	0.85915472									
M860.6929T24.7	M861T25.4	860.6929269	860.6907786	860.6960359	24.71620545	24.69787545	24.85086336	23	22	0			116	1.604269203	-3.803291936	0.025249444									
M860.8471T24.7_2	M861T25.5	860.8471023	860.8446771	860.849331	24.74070997	24.50108751	24.74862042	33	29	2		[M+Cl+NaCOOH]- 757.889 [M+Cl]- 825.876	47	1.265174768	-3.900549605	0.033154014									
M860.8475T0.8_1	M861T1	860.8474605	860.8462279	860.848688	0.803931841	0.789102865	0.806769972	30	30	0			18	478.7350183	-128.3806112	0									
M860.8477T0.2_1	M861T0	860.8476659	860.8461024	860.8489726	0.171882624	0.164375	0.172916667	55	52	3		[M-H+NaCOOH]- 793.877	15	1.043726509	-3.175603541	0.080474492									
M861.3497T0.2_2	M861T0.1	861.3497439	861.3480315	861.350699	0.171820833	0.157802632	0.172582609	52	50	2		[M-H]- 862.361	15	1.007948026	-0.237841226	0.833098128									
M861.3498T0.8_2	M861T1.1	861.3497937	861.3476428	861.3511291	0.802782052	0.789518977	0.806769972	35	35	0			18	589.2643416	-76.66816472	0									
M861.549T24.7	M862T25	861.549037	861.5460881	861.5511647	24.73936155	24.72928234	24.85421307	56	52	3	[581][M+4]-		47	3.009238209	-15.53262435	4.44E-16									
M861.7883T0.2_1	M862T0	861.7883281	861.7883281	861.7883281	0.171783333	0.171783333	0.171783333	1	0	1			601	15.45965622	-6.276505333	7.45E-08									
M861.8508T0.2_2	M862T0.1	861.8508118	861.8492811	861.8519404	0.171876471	0.157307927	0.172916667	55	52	3	[582][M]-		15	1.012817138	-0.644958686	0.577888995									
M861.851T0.8_1	M862T1	861.8509624	861.8494516	861.8520448	0.803870433	0.788665738	0.806769972	29	29	0	[583][M]2-		18	225.6982976	-26.36977484	0									
M862.3517T0.8_2	M862T1.1	862.3517116	862.3485124	862.3538941	0.802413086	0.789518977	0.806974998	43	43	0	[583][M+1]2-		18	80.44202067	-40.73931246	0									
M862.3518T0.2_3	M862T0.2	862.3518089	862.3497813	862.3535104	0.171341172	0.156573843	0.172553295	28	28	0		[M-2H+Na]- 841.391	15	1.076127393	1.101372169	0.380147267									
M862.3949T0.2	M862T0.3	862.3948943	862.3921746	862.3985721	0.157770833	0.156532237	0.158640341	9	9	0			602	1.220483349	2.564898396	0.081416357									
M862.5348T24.7	M863T25	862.5348173	862.5294301	862.5372418	24.68811643	24.6775751	24.69317019	8	7	1		[M+Cl]- 827.564 [M-H]- 863.541	30	1.065667101	-0.573810585	0.590607895									
M862.5531T24.7	M863T25.1	862.5530917	862.5501204	862.556674	24.74086249	24.72928234	24.96087938	52	47	1			47	3.415441061	-15.26621856	6.76E-12									
M862.852T0.2	M863T0	862.8519751	862.8506429	862.8537544	0.17187039	0.158277273	0.172916667	55	52	3	[582][M+1]-		15	1.026931634	-0.92211907	0.441026375									
M862.8521T0.8	M863T1	862.8520918	862.8502152	862.8544267	0.803739693	0.789126049	0.806769972	30	30	0	[583][M+2]2-		18	308.2076923	-78.0406993	0									
M863.5577T24.7	M864T25	863.5576575	863.5555153	863.5602746	24.74033711	24.72928234	24.76053182	27	27	0		[M+Cl]- 828.584	47	1.891283282	-7.082831072	0.002541471									
M863.8552T0.2	M864T0	863.8551645	863.8520283	863.8571843	0.171606484	0.156139286	0.188856602	38	37	1	[582][M+2]-		15	1.062899866	-1.43839335	0.240791557									
M864.5761T15.7	M865T16	864.5760594	864.5740834	864.580398	15.70695134	15.58055924	15.71996642	19	14	0			135	8.423470727	-11.5003585	4.44E-16									
M865.8246T0.8	M866T1	865.8245727	865.8235174	865.8283772	0.787325278	0.785201272	0.793766777	16	16	0		[M-H-NH3]- 883.845	18	136.9351648	-20.01644276	0									
M867.8558T0.2_1	M868T0	867.8557811	867.8542477	867.8569969	0.171882624	0.164375	0.172916667	55	52	3		[M-H]- 868.873	15	1.042537824	4.441504195	0.004086185									
M868.3575T0.2_2	M868T0.1	868.3575185	868.3551286	868.3590297	0.171882624	0.164375	0.172916667	55	52	3		[M-H+NaCOOH]- 801.381	15	1.094355055	5.024602387	0.01676948									
M868.5331T24.7_1	M869T25	868.5331242	868.5297301	868.5357136	24.71730249	24.70204954	24.7366721	25	25	0		[M-H-CH4]- 885.579	116	4.337378233	-12.79850654	0									
M868.8349T0.8_1	M869T1	868.8348652	868.8331986	868.8361875	0.803870433	0.789518977	0.808760293	27	27	0		[M-H-CH2]- 883.845	18	1274.365385	-71.25945651	0									
M868.8582T0.2_1	M869T0	868.8582227	868.8557713	868.8601096	0.171879547	0.164375	0.172916667	52	49	3	[584][M]2-		15	1.073710474	4.429763182	0.002118563									
M869.0835T24.5	M869T25.2	869.0835364	869.08149	869.0874458	24.5452413	24.41725645	24.58216469	37	31	1		[M+Cl+NaCOOH]- 766.127 [M-H+NaCOOH]- 802.103	48	1.456452761	-2.184615437	0.122015862									
M869.084T24.7_2	M869T25.1	869.0840428	869.0816736	869.0866375	24.72384082	24.70856903	24.73169248	48	47	1		[M+Cl]- 834.115 [M-H]- 870.091	47	2.161009392	-12.18204223	9.55E-05									
M869.3367T0.8_2	M869T1.1	869.3366572	869.3347619	869.3384998	0.803870433	0.790063394	0.807527064	41	41	0		[M-H+NaCOOH]- 802.356	18	Inf	-61.06695046	0								4	
M869.3588T0.2_2	M869T0.1	869.358811	869.355608	869.3625077	0.171887145	0.156573843	0.172582609	36	35	1	[584][M+1]2-		15	1.076455835	0.906556339	0.452978261									
M869.8365T0.8_1	M870T1	869.8365033	869.8341777	869.8388398	0.803681968	0.790063394	0.809686627	39	39	0	[585][M]2-		18	342.5288462	-58.07445801	0									
M869.8961T0.8	M870T1.1	869.8960884	869.8935428	869.8998847	0.78880392	0.783772267	0.803727046	31	31	0			18	Inf	-31.79435141	0									
M870.3379T0.8_2	M870T1.2	870.337927	870.3344833	870.3413188	0.803568384	0.789518977	0.809158059	43	43	0	[585][M+1]2-		18	Inf	-48.21627036	0									
M870.5482T24.7	M871T25	870.5481766	870.5463269	870.550465	24.71655033	24.70260643	24.90181411	60	45	3	[586][M]-	[M-H-CH2]- 885.579	116	1.367669541	1.261554195	0.316065537									
M870.8028T0.2	M871T0	870.8028415	870.8007437	870.8051024	0.222553885	0.215951075	0.227690656	34	33	1		[M+Cl]- 835.834 [M-H]- 871.81	147	1.264140779	2.067680951	0.166560763									
M871.5339T24.7	M872T25	871.533872	871.530839	871.538324	24.74213001	24.73295893	24.74447809	8	8	0		[M-H-CH2]- 886.557	47	1.152447542	0.300813071	0.79043035									
M871.5507T24.7	M872T25.1	871.5507351	871.5456163	871.5537039	24.71919661	24.70313559	24.90014384	51	43	3	[586][M+1]-		116	1.276215256	1.056718991	0.385872631									
M872.5601T16.9	M873T17.2	872.5600505	872.5580075	872.5614132	16.9167559	16.87799278	16.98066091	4	2	1			876	1.107462201	0.481825378	0.673943227									
M872.5601T17.3	M873T17.1	872.5601193	872.559377	872.5608617	17.33347786	17.29163596	17.37531977	2	1	1			1943	1.178045681	2.852737819	0.014702211									
M872.5611T17.2	M873T17	872.5610912	872.5601082	872.5620742	17.15366518	17.13775772	17.16957263	2	1	1			875	1.10484798	0.905693813	0.432352044									
M872.5627T24.7	M873T25	872.5627207	872.5602526	872.56471	24.71453306	24.70107826	24.89916885	54	47	3	[586][M+2]-		1604	1.461592133	3.675213988	0.035104967									
M872.5638T16.7	M873T17.3	872.5637934	872.5630864	872.5645004	16.65219391	16.62488384	16.67950397	2	1	1			61	1.040626353	-0.475626256	0.658828907									
M873.5124T24.7	M874T25	873.5123618	873.50905	873.5209935	24.72512178	24.71644825	24.75446073	16	15	1		[M-H-C2H4]- 902.556	47	1.034012975	-0.561957348	0.608331057									
M873.5664T24.7	M874T25.1	873.566416	873.5640189	873.5688594	24.71457986	24.69750986	24.88506595	51	45	3	[586][M+3]-		1605	1.452773755	5.007768728	0.003087967									
M874.5678T24.7	M875T25	874.5678292	874.5619271	874.5724936	24.70870803	24.68713093	24.81109659	51	47	3	[586][M+4]-		1606	1.065351923	1.274299059	0.231962254									
M874.8632T0.2	M875T0	874.863194	874.8618013	874.8648134	0.171876471	0.158326163	0.172916667	55	52	3	[587][M]-	[M+Cl+HCOOH]- 793.877	15	1.1254687	16.51850708	4.88E-15									
M875.5696T24.7	M876T25	875.5695694	875.5657533	875.5715484	24.71275656	24.69016781	24.83942742	12	11	0		[M-H+NaCOOH]- 808.59 [M-2H+Na]- 854.589	116	1.195563758	-1.502980414	0.242177029									
M875.8665T0.2	M876T0	875.8665182	875.8646128	875.8680292	0.171857653	0.156536184	0.172916667	55	52	3	[587][M+1]-		15	1.134514881	1.925223853	0.189785509									
M876.3666T0.2	M876T0.1	876.3665871	876.363077	876.3697954	0.157808114	0.156139286	0.172241503	24	22	2		[M+Cl]- 841.391	15	1.098621352	0.806820327	0.497134313									
M876.505T16.7	M877T17.1	876.5050358	876.5020369	876.5076637	16.69616454	16.63231438	16.76913246	9	7	1			1097	1.322544144	3.832516776	0.02466658									
M876.505T17	M877T17.2	876.5050393	876.5010723	876.5076031	17.00833778	16.84976997	17.39294823	17	6	1			877	1.342466103	6.710468792	3.19E-05									
M876.5056T16.3	M877T16	876.5055962	876.5030434	876.5069885	16.28937425	16.1776704	16.32866481	6	4	1			189	1.688058699	2.853751083	0.099269373									
M876.5057T16.5	M877T17	876.505688	876.5017116	876.5076468	16.51665172	16.42979161	16.59377981	9	6	1			97	1.282483006	4.112047679	0.005528987									
M876.5761T24.7	M877T25	876.5761475	876.5737255	876.5783232	24.70711347	24.68064492	24.86019897	69	43	0	[588][M]-		116	6.546418561	-10.99954302	1.06E-09									
M876.8217T0.8_1	M877T1	876.821668	876.8199512	876.8229567	0.804192994	0.789518977	0.807527064	26	26	0	[589][M]-		18	308.914501	-46.77627915	0								4	
M876.8679T0.2	M877T0	876.8679202	876.8659313	876.8699077	0.171857993	0.157802632	0.172916667	48	45	3	[587][M+2]-		15	1.033507369	1.39421437	0.214024787									
M876.9045T0.8_2	M877T1.1	876.904518	876.9023224	876.9067946	0.792070228	0.783865406	0.802782052	30	30	0	[590][M]2-		18	Inf	-30.09021967	0								4	
M877.3241T0.8_3	M877T1.2	877.3240965	877.3202272	877.3274293	0.803993249	0.790349389	0.817445341	41	41	0		[M+Cl]- 842.355 [M-H]- 878.331 [M-H-C3H2O3]- 964.336	18	Inf	-34.59007027	0								4	
M877.4057T0.8	M877T1.3	877.4057055	877.4031878	877.4083024	0.788953392	0.784662004	0.805108307	34	34	0	[590][M+1]2-		18	Inf	-28.48812009	0								4	
M877.5798T24.7	M878T25	877.579783	877.5767733	877.5827418	24.70486334	24.68469865	24.90432402	69	43	0	[588][M+1]-		116	4.525703382	-9.235448865	2.52E-06									
M877.8242T0.8	M878T1	877.8242272	877.8223382	877.8263609	0.804294175	0.792062787	0.808760293	25	25	0	[589][M+1]-		18	349.1523669	-42.00768647	0									
M878.5912T24.7	M879T25	878.5911704	878.58115	878.5926622	24.70884512	24.68734066	24.86781587	80	46	3	[588][M+2]-		1607	1.193821309	2.524305916	0.017490924									
M878.5916T16.5	M879T16	878.5915905	878.5910458	878.5922023	16.49941031	16.47898622	16.5052236	4	3	1			97	1.019673877	0.141451329	0.895927298									
M878.593T17.7	M879T18	878.5929622	878.5929622	878.5929622	17.65051042	17.65051042	17.65051042	1	0	1			2077	1.157416962	1.106249099	0.331946671									
M878.8229T0.8	M879T1	878.8229403	878.8208194	878.8244389	0.804675183	0.789518977	0.807539155	29	29	0	[589][M+2]-		18	68.64797914	-40.75996898	0								4	
M878.9443T0.8	M879T1.1	878.9442741	878.9421665	878.9461713	0.786533646	0.780421339	0.795178583	25	25	0		[M-H]- 879.949 [M-H-CH2]- 893.968	18	52.24018289	-33.4942025	0									
M879.5953T24.7	M880T25	879.5952707	879.5916063	879.5974037	24.70728189	24.68713093	24.87345231	73	43	3	[588][M+3]-		1608	1.090055109	0.551138457	0.619813427									
M880.6031T24.7	M881T25	880.6030553	880.5986356	880.6069049	24.70417574	24.68205285	24.86727163	63	44	3	[588][M+4]-		116	1.200309995	1.352981621	0.291305031									
M881.5189T24.7	M882T25	881.5188622	881.5162883	881.5220338	24.72612855	24.714529	24.74408581	55	52	3	[591][M]-	[M-H-CO2]- 926.514	47	1.28475013	-3.489523032	0.031343109									
M881.6087T24.7	M882T25.1	881.6086781	881.6063091	881.6123196	24.70811043	24.68734066	24.85442246	20	15	2		[M-2H+Na]- 860.634	116	1.343407936	3.657780536	0.037760157									
M881.8716T0.2_1	M882T0	881.8715702	881.8693985	881.8728553	0.157655183	0.15615625	0.159189286	30	29	1		[M-H-COCH2]- 924.884	15	1.117451714	3.622152282	0.035356779									
M882.3733T0.2_2	M882T0.1	882.3733011	882.3702064	882.375742	0.157655183	0.156139286	0.160069218	36	35	1		[M+Cl+HCOOH]- 801.381	15	1.10611778	1.499965887	0.257322878									
M882.5226T24.7	M883T25	882.5225757	882.5197809	882.5263505	24.72722582	24.71223339	24.84422735	45	43	1	[591][M+1]-		47	1.184798598	-0.999312514	0.416344192									
M882.8713T0.2	M883T0	882.8713334	882.8615779	882.873923	0.157456532	0.15615625	0.205789241	21	21	0			15	1.085527993	1.234554265	0.318290616									
M883.5345T24.7	M884T25	883.534465	883.5322266	883.5366708	24.72612855	24.71257593	24.73945276	55	52	3	[592][M]-	[M-H-H20]- 902.556	47	1.605770921	-16.7960629	4.04E-09									
M883.8448T0.8	M884T1	883.8448418	883.8427702	883.8472296	0.786529243	0.780421339	0.788764604	9	9	0		[3M-2H]2- 589.904 [M-H-C2H4]- 912.882	18	100.5064103	-33.42766871	0									
M884.5375T24.7	M885T25	884.537525	884.5356749	884.5405916	24.72469425	24.71223339	24.73945276	55	52	3	[592][M+1]-		47	1.543020239	-12.67739739	3.67E-08									
M884.8114T0.8	M885T1	884.8113839	884.8075331	884.8138968	0.819219031	0.802642375	0.827315531	23	23	0		[M-H-NH3]- 902.849	18	74.78159341	-16.17582172	0									
M884.8911T0.8_1	M885T1.1	884.8911376	884.8881773	884.893487	0.801121396	0.787614146	0.805511258	30	30	0	[593][M]2-		18	80.75262238	-32.45009471	0									
M885.3922T0.8_2	M885T1.2	885.3922467	885.3913838	885.3983455	0.793276268	0.786051603	0.804091813	8	8	0	[593][M+1]2-		18	Inf	-30.06122341	0									
M885.5495T15.2	M886T15.1	885.5495101	885.5475813	885.5506917	15.23669925	15.17616433	15.27457075	8	7	0			9	2.874666904	-12.17222495	0.001458124									
M885.5498T24.7	M886T25	885.5498197	885.5479104	885.5514309	24.73799141	24.72882405	24.74530127	55	52	3	[594][M]-	[M-H]- 886.557	47	2.0912128	-20.31470244	0									
M885.5502T14.5	M886T14	885.5501839	885.5461986	885.5532507	14.4903911	14.48342576	14.49861571	7	7	0			36	2.642780922	-8.251615444	0.004421129									
M885.5504T15	M886T15	885.5503724	885.5477734	885.551403	14.96174868	14.95195552	14.96920707	11	11	0			26	2.622915666	-15.38259697	1.57E-07									
M885.5506T15.6	M886T16	885.5506143	885.5481872	885.5532451	15.6069099	15.58123591	15.7188183	10	9	0			17	3.139699725	-26.35914439	0									
M886.5533T24.7	M887T25	886.5533397	886.5509576	886.5554971	24.73799141	24.72882405	24.74530127	55	52	3	[594][M+1]-		47	2.038176359	-16.37816411	1.65E-10									
M886.8544T0.8_1	M887T1	886.8544399	886.8518681	886.8566857	0.8037762	0.790063394	0.806769972	32	32	0	[595][M]2-		18	156.596817	-46.7898373	0									
M887.3571T0.8_2	M887T1.1	887.3571163	887.3509341	887.3596421	0.803870433	0.789102865	0.809686627	25	25	0	[595][M+1]2-		18	Inf	-37.18444645	0									
M887.5582T24.7	M888T25	887.5582145	887.5546967	887.5608485	24.73824739	24.72928234	24.74589558	55	52	3	[594][M+2]-		47	2.269706419	-17.93291287	0									
M888.5625T24.7	M889T25	888.562456	888.5551018	888.5670861	24.73799141	24.72882405	24.90773493	53	49	3	[594][M+3]-		47	2.124404974	-9.285212248	0.00038695									
M889.3815T0.2	M889T0	889.3814597	889.379824	889.3824453	0.15725529	0.156139286	0.158640341	10	7	3	[596][M]2-		15	1.173488764	2.287169604	0.138657655									
M889.5532T24.7	M890T25	889.5532033	889.5450881	889.5566947	24.70313559	24.68064492	24.7273702	9	8	1		[M+Cl+HCOOH]- 808.59 [M+Cl]- 854.589	116	1.25788705	-3.00578429	0.043902803									
M889.5667T24.7	M890T25.1	889.5667286	889.5631397	889.571027	24.73716227	24.72335749	24.74885364	14	14	0	[594][M+4]-		47	1.751187492	-4.12461954	0.035317553									
M889.8817T0.2	M890T0	889.8817187	889.8799053	889.8839575	0.157454586	0.156139286	0.159189286	28	26	2	[596][M+1]2-		15	1.18851079	1.546635638	0.256372394									
M890.8832T0.2	M891T0	890.8832451	890.881047	890.8848124	0.157813596	0.15615625	0.160069218	11	10	1	[596][M+2]-		603	1.255214218	1.751056469	0.217444879									
M891.8324T0.8_1	M892T1	891.8324091	891.8295978	891.8334222	0.787499123	0.780915239	0.792077669	21	21	0	[597][M]2-		18	196.7872596	-32.09908219	0									
M892.3343T0.8_2	M892T1.1	892.3343259	892.3309234	892.3354983	0.784650638	0.777749943	0.789259375	8	8	0	[597][M+1]2-		18	38.16591653	-22.07749166	2.18E-12									
M892.5324T24.7	M893T25	892.5324056	892.5307894	892.5338353	24.72232286	24.70779585	24.76871352	7	7	0		[M+Cl]- 857.56 [M-H]- 893.537	47	2.740240144	-13.00702502	0									
M892.7959T0.8	M893T1	892.7958628	892.7944142	892.7990178	0.809158059	0.802782052	0.820802446	15	15	0		[M-H-H20]- 911.823	18	Inf	-25.73407582	0									
M892.9605T0.8	M893T1.1	892.9604658	892.9584502	892.961995	0.786403108	0.780396163	0.799453561	25	25	0	[598][M]-	[M-H]- 893.968	18	540.8517206	-31.32324231	0								4	
M893.9631T0.8	M894T1	893.9630965	893.959699	893.9670265	0.787016385	0.777749943	0.801037018	34	34	0	[598][M+1]-		18	Inf	-32.8733802	0								4	
M894.5481T24.7	M895T25	894.5481405	894.5461951	894.5523819	24.71687654	24.70019325	24.93426423	54	44	2	[599][M]-	[M-H]- 895.556	116	3.051997464	-3.389127258	0.054080372									
M894.8417T0.8_1	M895T1	894.8416682	894.8404166	894.8428911	0.802174032	0.789296814	0.806769972	28	28	0		[M-H-NH3]- 912.882	18	798.4945055	-95.68599995	0									
M894.8418T0.2_1	M895T0	894.8418108	894.8399376	894.8430402	0.171857653	0.156579955	0.172916667	55	52	3		[M-H-CH2]- 909.868	15	1.072455436	-4.294941215	0.04235026									
M894.9186T0.8_1	M895T1.1	894.9186474	894.9158974	894.9198471	0.787972855	0.785697012	0.800404744	8	8	0		[M-H-CH2]- 909.935	18	32.85347985	-22.40935044	2.15E-08									
M894.9651T0.8_2	M895T1.2	894.9650794	894.9612565	894.9677253	0.787014183	0.783772267	0.800621164	10	10	0	[598][M+2]-		18	48.89201183	-23.9623014	0								4	
M895.3434T0.2_2	M895T0.1	895.3434305	895.3418034	895.3450224	0.1717025	0.157673577	0.172553295	54	52	2		[M-H+NaCOOH]- 828.363 [M-H]- 896.355	15	1.059155296	-4.244538815	0.024408696									
M895.3435T0.8_2	M895T1.3	895.3435332	895.341899	895.3444022	0.803608954	0.789102865	0.806769972	27	27	0		[M-H+NaCOOH]- 828.363	18	330.202381	-91.31036587	0								4	
M895.5515T24.7	M896T25	895.5515397	895.5495164	895.5537663	24.71620545	24.6975616	24.88629638	49	44	1	[599][M+1]-		116	2.800299083	-3.048776508	0.074880637									
M895.8442T0.8_1	M896T1	895.8441713	895.8419269	895.8456992	0.803608954	0.789296814	0.806769972	31	31	0		[M+Cl]- 860.872 [M-H]- 896.854 [M-H-CH4]- 912.882	18	Inf	-69.84207175	0									
M895.8444T0.2_1	M896T0	895.8443893	895.8424312	895.8455813	0.171602718	0.156532237	0.172916667	48	46	2		[M-H-C2H4]- 924.884	15	1.027542433	-0.706626545	0.548800913									
M896.3453T0.8_2	M896T1.1	896.3452779	896.3434306	896.3487505	0.802712214	0.789126049	0.806974998	38	38	0		[M+Cl+NH3]- 844.34	18	Inf	-46.22773507	0									
M896.3458T0.2_2	M896T0.1	896.3457601	896.3435457	896.34751	0.171575089	0.15691859	0.172549667	34	31	3		[M+Cl+NaCOOH]- 793.389	15	1.036966952	-0.533310126	0.644899278									
M896.5625T24.7	M897T25	896.5625116	896.5577264	896.5649724	24.71674576	24.70244836	24.91394558	52	43	3	[599][M+2]-		116	1.292424751	2.889380477	0.03048298									
M896.8439T0.8	M897T1	896.8439194	896.8399197	896.8471023	0.803870433	0.788534198	0.807539155	13	13	0		[M-H-CH3]- 912.882	18	49.76282051	-21.75027127	0									
M896.8457T0.2	M897T0	896.8457292	896.8414263	896.8479164	0.172215186	0.156139286	0.189127164	18	17	1		[M+Cl+NaCOOH]- 793.877	15	1.01045275	0.212753817	0.846884847									
M897.5664T24.7	M898T25	897.5663976	897.5631068	897.5693865	24.71655033	24.70107826	24.88680933	48	42	3	[599][M+3]-		116	1.199991631	2.268216242	0.063059078									
M898.5784T24.7	M899T25	898.5784337	898.5723408	898.5802531	24.714529	24.69990383	24.89655302	59	50	3	[599][M+4]-		116	1.32052688	3.89512135	0.010960656									
M899.5296T24.7_1	M900T25	899.5296419	899.5259019	899.5322368	24.71966455	24.70364881	24.86790781	56	51	3	[600][M]-		116	1.708116545	-19.18352409	0									
M899.5817T24.7_2	M900T25.1	899.5816604	899.5753135	899.58431	24.71487704	24.69870348	24.88100157	53	49	3		[M-H+HCOOH]- 854.589	116	1.384578066	6.86955683	1.64E-07									
M899.8194T0.8	M900T1	899.8194407	899.8163958	899.8231402	0.787718018	0.780672637	0.800404744	18	18	0		[M+Cl]- 864.845 [M-H-CH4]- 916.855	18	105.1051282	-26.78768286	0									
M900.5323T24.7_1	M901T25	900.5323252	900.5258942	900.5351326	24.71966455	24.70751282	24.87365872	50	45	2	[600][M+1]-		116	1.27351148	-2.213299089	0.14672273									
M900.5908T24.7_2	M901T25.1	900.5907588	900.5859019	900.5952169	24.71478526	24.70107826	24.89130491	58	52	3			116	1.138641236	2.745434699	0.021739729									
