variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M758.5694T9.87	c18acquity								M759T10.1	758.5694	592.13832		[M+Na]+ 735.589	68	NA	
M758.588T9.7_1	c18acquity			4					M759T10.2	758.588	581.91006		[M+Na]+ 735.589	68	NA	
M758.6124T10.12_1	c18acquity								M759T10.3	758.6124	607.173			9005	NA	
M758.6673T10.12_2	c18acquity								M759T10.4	758.6673	607.386	[2279][M]3+		8982	NA	
M758.7094T9.14_1	c18acquity								M759T9	758.7094	548.67708		[M+H+CF3COOH]+ 623.699	78	NA	
M758.7228T10.13_2	c18acquity								M759T10.5	758.7228	607.6884			9006	NA	
M758.7785T10.12_3	c18acquity								M759T10.7	758.7785	607.4688			8999	NA	
M758.8345T10.11_4	c18acquity								M759T10.8	758.8345	606.6984			8774	NA	
M758.8919T10.12_5	c18acquity								M759T10.9	758.8919	607.3716	[2278][M+1]3+		8981	NA	
M758.8935T0.8	c18acquity			4					M759T1	758.8935	47.747718			5036	NA	
M758.9225T9.7_3	c18acquity			4					M759T10.10	758.9225	581.84394	[2275][M+1]+		68	NA	
M758.9438T10.15_1	c18acquity								M759T10.11	758.9438	608.9616			9072	NA	
M759.0434T9.14_2	c18acquity								M759T9.1	759.0434	548.66358		[M+Na]+ 736.049	78	NA	
M759.0544T10.16	c18acquity								M759T10.13	759.0544	609.6792			9073	NA	
M759.0858T10.15_2	c18acquity								M759T10.15	759.0858	608.7222			9074	NA	
M759.0902T9.69_4	c18acquity			4					M759T10.14	759.0902	581.5329	[2274][M+2]+		68	NA	
M759.1275T12.75	c18acquity								M759T13	759.1275	765.2646	[2282][M]+		36	NA	
M759.2587T9.69_5	c18acquity			4					M759T10.17	759.2587	581.54514	[2277][M+1]+		68	NA	
M759.4827T11.52	c18acquity								M759T12	759.4827	691.0428			3153	NA	
M760.5816T14	c18acquity								M761T14	760.5816	839.9172			4014	NA	
M760.5828T13.4	c18acquity								M761T13	760.5828	803.721			6798	NA	
M760.5832T13.76	c18acquity								M761T14.2	760.5832	825.5466			6254	NA	
M760.5835T13.55	c18acquity								M761T14.1	760.5835	813.2556			2258	NA	
M760.901T0.8_1	c18acquity			4					M761T1	760.901	48.201114			21	NA	
M761.0816T9.76_1	c18acquity			4					M761T10.1	761.0816	585.30942	[2274][M+2]+		68	NA	
M761.0996T12.75_1	c18acquity								M761T13.1	761.0996	765.2154	[2286][M]+		36	NA	
M761.1257T12.75_2	c18acquity								M761T13.2	761.1257	765.1728	[2282][M+2]+		36	NA	
M761.4025T0.8_2	c18acquity			4					M761T1.2	761.4025	48.267768			21	NA	
M761.4159T9.75_3	c18acquity								M761T10.3	761.4159	585.24468			68	NA	
M761.5829T9.76_1	c18acquity			4					M762T10.1	761.5829	585.30942		[M+K+NaCOOH]+ 654.632	68	NA	
M761.587T13.48	c18acquity								M762T13.1	761.587	808.959			112	NA	
M761.5877T13.8	c18acquity								M762T14	761.5877	828.1302			2218	NA	
M761.9012T0.8_1	c18acquity			4					M762T1	761.9012	48.292584			21	NA	
M761.9075T9.92_3	c18acquity								M762T10.4	761.9075	595.31166			263	NA	
M761.9169T9.76_3	c18acquity			4					M762T10.5	761.9169	585.33012	[2275][M+2]+		68	NA	
M762.0845T9.76_4	c18acquity			4					M762T10.7	762.0845	585.30228	[2274][M+2]+		68	NA	
M762.2518T9.75_5	c18acquity								M762T10.9	762.2518	585.29514		[M+H-C3H2O3]+ 847.249	68	NA	
M762.4372T8.89	c18acquity								M762T9.1	762.4372	533.62518	[2289][M]2+		156	NA	
M762.8648T0.81_1	c18acquity								M763T1	762.8648	48.392292			21	NA	
M762.9285T9.41_2	c18acquity			4					M763T9.2	762.9285	564.75072			7624	NA	
M762.9374T8.9_2	c18acquity								M763T9.3	762.9374	533.82714	[2289][M+1]2+		156	NA	
M762.98T15.22	c18acquity								M763T15	762.98	913.47		[M+Na]+ 739.989	3	NA	
M763.0781T0.91	c18acquity			4					M763T1.1	763.0781	54.377832		[M+H-C2H4]+ 790.115	13	NA	
M763.151T8.93_1	c18acquity								M763T9.4	763.151	535.59672	[2293][M]2+		4663	NA	
M763.1724T9.63_1	c18acquity			4					M763T10.3	763.1724	577.82526	[2294][M]+	[M+Na]+ 740.192	68	NA	
M763.1873T8.9_3	c18acquity								M763T9.6	763.1873	533.95296	[2291][M+1]2+		156	NA	
M763.2529T9.08_1	c18acquity			4					M763T9.7	763.2529	545.06946			4870	NA	
M763.3668T0.8_2	c18acquity								M763T1.2	763.3668	48.29172		[M+Na+NaCOOH]+ 672.388	21	NA	
M763.401T8.93_2	c18acquity			4					M763T9.9	763.401	535.66848	[2295][M]2+		156	NA	
M763.4081T9.1	c18acquity			4					M763T9.10	763.4081	546.01284			4871	NA	
M763.4231T9.63_2	c18acquity			4					M763T10.4	763.4231	577.70052	[2296][M]+		68	NA	
M763.4818T15.23	c18acquity								M763T15.1	763.4818	913.5126		[3M+Na+K]2+ 488.337	3	NA	
M763.484T9.08_3	c18acquity			4					M763T9.12	763.484	544.90332			4872	NA	
M763.6531T8.93_1	c18acquity								M764T9.1	763.6531	535.59672	[2293][M+1]2+		156	NA	
M763.6743T9.63_1	c18acquity			4					M764T10	763.6743	577.79196			68	NA	
M763.8666T0.8_1	c18acquity								M764T1	763.8666	48.273066			21	NA	
M763.9027T8.93_2	c18acquity								M764T9.2	763.9027	535.59672	[2295][M+1]2+		156	NA	
M763.9242T9.63_2	c18acquity								M764T10.1	763.9242	577.82526	[2297][M]+	[M+Na+NH3]+ 723.908	68	NA	
M764.0772T10.06_1	c18acquity			4					M764T10.2	764.0772	603.5808	[2299][M]2+		3306	NA	
M764.1624T7.54	c18acquity								M764T8	764.1624	452.517			26	NA	
M764.1753T9.63_3	c18acquity			4					M764T10.3	764.1753	577.73064	[2294][M+1]+		68	NA	
M764.4082T9.79	c18acquity			4					M764T10.6	764.4082	587.16222	[2296][M+1]+		68	NA	
M764.4128T10.06_3	c18acquity			4					M764T10.5	764.4128	603.5376			3338	NA	
M764.4842T15.22	c18acquity								M764T15.1	764.4842	913.4994	[2298][M+1]2+		3	NA	
M764.5724T9.79_1	c18acquity								M765T10	764.5724	587.22354		[M+H]+ 763.573	68	NA	
M764.5806T10.06_1	c18acquity			4					M765T10.1	764.5806	603.5088	[2299][M+1]2+		3306	NA	
M764.7394T9.78_2	c18acquity								M765T10.2	764.7394	586.93356		[M+H]+ 763.74	68	NA	
M765.098T14.25	c18acquity								M765T14	765.098	854.9298		[2M+H+K]2+ 745.114	47	NA	
M765.1548T8.95_2	c18acquity			4					M765T9.1	765.1548	537.14982	[2301][M]2+		156	NA	
M765.335T10.09	c18acquity			4					M765T10.4	765.335	605.3568			8790	NA	
M765.3777T8.49	c18acquity								M765T8.1	765.3777	509.6085			535	NA	
M765.4062T8.95_3	c18acquity			4					M765T9.2	765.4062	536.96352		[M+H]+ 764.403	156	NA	
M765.4486T10.07_2	c18acquity								M765T10.5	765.4486	604.3488			612	NA	
M765.5033T10.04	c18acquity								M766T10	765.5033	602.4558			3339	NA	
M765.6571T8.95_1	c18acquity			4					M766T9	765.6571	537.16926	[2301][M+1]2+		156	NA	
M765.906T8.95_2	c18acquity								M766T9.1	765.906	537.05994			4664	NA	
M765.9884T15.26_1	c18acquity								M766T15	765.9884	915.6096			4403	NA	
M766.114T7.54	c18acquity								M766T8	766.114	452.4342	[2302][M]+	[M+K]+ 727.152	26	NA	
M766.4905T15.26_2	c18acquity								M766T15.1	766.4905	915.5142			4404	NA	
M767.0346T0.89	c18acquity								M767T1	767.0346	53.429898			7	NA	
M767.8424T0.79_1	c18acquity			4					M768T1	767.8424	47.212098		[M+Na+NaCOOH]+ 676.865	176	NA	
M768.0337T0.89	c18acquity								M768T1.1	768.0337	53.54295		[M+K]+ 729.068	7	NA	
M768.1032T14.24	c18acquity			4					M768T14	768.1032	854.6802	[2306][M]+	[M+Na]+ 745.114	47	NA	
M768.3441T0.79_2	c18acquity								M768T1.2	768.3441	47.211708		[M+Na+NaCOOH]+ 677.369	176	NA	
M768.866T8.91	c18acquity								M769T9	768.866	534.30444			4665	NA	
M768.8897T0.8	c18acquity								M769T1.1	768.8897	48.199704			21	NA	
M768.9703T0.79_2	c18acquity			4					M769T1.2	768.9703	47.205084		[M+Na]+ 745.985 [M+Na]+ 745.985	176	NA	
M769.1026T14.24	c18acquity			4					M769T14	769.1026	854.6094	[2306][M+1]+		47	NA	
M769.1138T14.96	c18acquity								M769T15.1	769.1138	897.753		[M+K+NaCOOH]+ 662.178	28	NA	
M769.1853T14.51	c18acquity								M769T15.2	769.1853	870.3078	[2305][M+2]+		35	NA	
M769.393T0.79_3	c18acquity								M769T1.3	769.393	47.475678			176	NA	
M769.4352T9.44	c18acquity								M769T9.2	769.4352	566.6412	[2308][M]+		380	NA	
M769.686T9.44_1	c18acquity								M770T9	769.686	566.6121	[2311][M]2+	[3M+H+Na]2+ 505.13	380	NA	
M769.9366T9.44_2	c18acquity								M770T9.1	769.9366	566.68842			380	NA	
M769.9665T15.23_1	c18acquity								M770T15	769.9665	913.5516	[2309][M+1]2+		3	NA	
M770.1026T14.25	c18acquity			4					M770T14	770.1026	854.7156	[2306][M+2]+		47	NA	
M770.1203T14.96	c18acquity								M770T15.1	770.1203	897.426	[2313][M]+	[M+Na]+ 747.13	28	NA	
M770.1867T9.44_3	c18acquity								M770T9.2	770.1867	566.69304	[2311][M+1]2+		380	NA	
M770.437T9.45_4	c18acquity								M770T9.3	770.437	566.7012	[2308][M+1]+		380	NA	
M770.4632T15.23_2	c18acquity								M770T15.3	770.4632	913.542	[2314][M]+		3	NA	
M770.8765T9.34_1	c18acquity								M771T9.2	770.8765	560.52498			7625	NA	
M770.9647T15.23_1	c18acquity								M771T15	770.9647	913.5126		[M+H-CO]+ 797.964	3	NA	
M771.1782T9_1	c18acquity								M771T9.5	771.1782	539.86596	[2319][M]+		167	NA	
M771.1873T0.81_2	c18acquity								M771T1.1	771.1873	48.383376			21	NA	
M771.2794T9.34_3	c18acquity								M771T9.8	771.2794	560.57286	[2316][M+1]2+		344	NA	
M771.3528T0.81_3	c18acquity								M771T1.2	771.3528	48.442098	[2317][M+1]2+		21	NA	
M771.4294T9_2	c18acquity								M771T9.10	771.4294	539.86998	[2322][M]2+		167	NA	
M771.4664T15.23_2	c18acquity								M771T15.2	771.4664	913.5126	[2314][M+1]+		3	NA	
M771.6093T9.46_1	c18acquity			4					M772T9	771.6093	567.63852			380	NA	
M771.6802T9_1	c18acquity								M772T9.1	771.6802	539.91036		[M+Na]+ 748.685	167	NA	
M771.7454T9.94_2	c18acquity								M772T10.1	771.7454	596.27316			263	NA	
M771.81T9.46_2	c18acquity			4					M772T9.3	771.81	567.7494	[2323][M]2+		380	NA	
M771.8101T9.26	c18acquity								M772T9.2	771.8101	555.7332		[M+K]+ 732.846	166	NA	
M771.8541T0.81_1	c18acquity								M772T1	771.8541	48.392292	[2317][M+2]2+		21	NA	
M771.9309T9_2	c18acquity								M772T9.4	771.9309	539.86902	[2322][M+1]2+		167	NA	
M771.9667T15.23_1	c18acquity								M772T15	771.9667	913.5516	[2324][M]+	[M+K]+ 733.002	3	NA	
M772.0099T9.46_3	c18acquity			4					M772T9.5	772.0099	567.71742		[M+H]+ 770.997	380	NA	
M772.0619T12.76	c18acquity								M772T13	772.0619	765.3708		[M+K]+ 733.103	36	NA	
M772.3507T8.46_2	c18acquity								M772T8.1	772.3507	507.32712			226	NA	
M772.3547T0.81_2	c18acquity								M772T1.1	772.3547	48.31212	[2317][M+3]2+		21	NA	
M772.4682T15.23_2	c18acquity								M772T15.2	772.4682	913.542	[2314][M+2]+		3	NA	
M772.8552T0.81	c18acquity								M773T1	772.8552	48.310872	[2317][M+4]2+		21	NA	
M772.9671T15.23_1	c18acquity								M773T15	772.9671	913.5516	[2324][M+1]+		3	NA	
M773.4673T15.23_2	c18acquity								M773T15.1	773.4673	913.5516	[2314][M+3]+		3	NA	
M773.7471T9.94_2	c18acquity								M774T10.1	773.7471	596.33736			263	NA	
M774.3265T12.73	c18acquity								M774T13	774.3265	763.785	[2329][M+1]+		36	NA	
M774.4674T15.23_2	c18acquity								M774T15.1	774.4674	913.5126	[2314][M+4]+		3	NA	
M774.4765T9.7	c18acquity			4					M774T10.6	774.4765	581.84394		[M+Na+CF3COOH]+ 617.484 [M+H-HCOOH]+ 819.467 [M+H-C6H10O4]+ 919.529	68	NA	
M774.6138T9.22	c18acquity								M775T9	774.6138	553.16514			385	NA	
M774.7473T9.89_2	c18acquity								M775T10.1	774.7473	593.27334	[2334][M]2+		68	NA	
M774.9143T9.89_3	c18acquity								M775T10.2	774.9143	593.23068	[2332][M+1]2+		68	NA	
M775.0115T9.17_1	c18acquity								M775T9.2	775.0115	550.29318	[2337][M]+	[M+K]+ 736.049	78	NA	
M775.0806T9.89_4	c18acquity								M775T10.4	775.0806	593.19024	[2333][M+1]2+		68	NA	
M775.1264T12.76	c18acquity								M775T13	775.1264	765.3516		[M+K+NaCOOH]+ 668.178	36	NA	
M775.2118T9.17_2	c18acquity								M775T9.3	775.2118	550.27596	[2338][M]+	[M+H]+ 774.203	78	NA	
M775.2527T9.89_5	c18acquity			4					M775T10.6	775.2527	593.18328	[2334][M+1]2+		68	NA	
M775.3938T10.57_2	c18acquity								M775T11.2	775.3938	634.4196		[M+H]+ 774.391	110	NA	
M775.4125T9.17_3	c18acquity								M775T9.4	775.4125	550.27596		[M+Na+NH3]+ 735.39	78	NA	
M775.4661T15.23_2	c18acquity								M775T15.1	775.4661	913.5822		[3M+3K-H]2+ 478.36 [M+H]+ 774.46	3	NA	
M775.4773T10.57_3	c18acquity								M775T11.3	775.4773	634.4496			3859	NA	
M775.5613T10.57	c18acquity								M776T11	775.5613	634.3638	[2339][M+1]3+		110	NA	
M775.6129T9.17_1	c18acquity								M776T9	775.6129	550.24242			78	NA	
M775.7825T10.13_2	c18acquity			4					M776T10.6	775.7825	607.8048			9008	NA	
M775.8396T10.14_3	c18acquity			4					M776T10.7	775.8396	608.1984			9009	NA	
M775.9658T15.23_1	c18acquity								M776T15	775.9658	913.5522	[2324][M+4]+		3	NA	
M776.0138T9.17_3	c18acquity								M776T9.2	776.0138	550.19538	[2337][M+1]+		78	NA	
M776.0823T9.8_1	c18acquity			4					M776T10.11	776.0823	587.712	[2333][M+2]2+		68	NA	
M776.1769T0.81	c18acquity								M776T1.1	776.1769	48.32466		[M+H-C3H2O3]+ 861.171	21	NA	
M776.2139T9.17_4	c18acquity								M776T9.3	776.2139	550.21152	[2338][M+1]+		3104	NA	
M776.2458T9.79_2	c18acquity								M776T10.13	776.2458	587.61114	[2334][M+2]2+		68	NA	
M776.4362T9.72_6	c18acquity			4					M776T10.16	776.4362	582.95556	[2341][M+1]+		68	NA	
M776.4652T15.23_2	c18acquity								M776T15.2	776.4652	913.5762		[3M+2Na]2+ 502.315	3	NA	
M776.58T9.8_1	c18acquity								M777T10	776.58	587.7261	[2333][M+3]2+		68	NA	
M776.6172T9.77_1	c18acquity			4					M777T10.1	776.6172	585.90858	[2342][M+1]+		68	NA	
M776.7467T9.79_2	c18acquity								M777T10.2	776.7467	587.6685	[2334][M+3]2+		68	NA	
M776.8186T9.77_2	c18acquity			4					M777T10.3	776.8186	585.98568	[2346][M]+	[M+H]+ 775.81	68	NA	
M776.886T0.8_2	c18acquity								M777T1.1	776.886	47.951364			5037	NA	
M776.9575T0.79	c18acquity			4					M777T1.2	776.9575	47.301078			5038	NA	
M777.0187T9.76_3	c18acquity			4					M777T10.5	777.0187	585.88884		[M+K]+ 738.052	68	NA	
M777.0808T9.79_2	c18acquity								M777T10.6	777.0808	587.36946	[2333][M+4]2+		68	NA	
M777.1128T14.78	c18acquity								M777T15	777.1128	886.878	[2345][M+1]+		60	NA	
M777.1339T12.76	c18acquity								M777T13	777.1339	765.84		[M+Na]+ 754.139	36	NA	
M777.2192T9.77_4	c18acquity			4					M777T10.7	777.2192	585.91302	[2348][M]+	[M+Na+NH3]+ 737.2	68	NA	
M777.2688T9.72	c18acquity			4					M777T10.8	777.2688	583.24362	[2340][M+2]+		68	NA	
M777.4194T9.76_5	c18acquity			4					M777T10.9	777.4194	585.87168	[2341][M+2]+		68	NA	
M777.6043T9.72_1	c18acquity								M778T10	777.6043	582.90636	[2342][M+2]+		68	NA	
M777.6193T9.77_1	c18acquity								M778T10.1	777.6193	585.90528		[M+2K-H]+ 700.708	68	NA	
M777.7703T9.72_2	c18acquity			4					M778T10.2	777.7703	583.00974		[3M+H+K]2+ 505.201	68	NA	
M777.8139T9.26_2	c18acquity			4					M778T9.1	777.8139	555.45216	[2349][M]+	[M+2Na-H]+ 732.846	166	NA	
M777.8208T9.77_2	c18acquity								M778T10.3	777.8208	585.91188	[2346][M+1]+		68	NA	
M777.8579T0.82	c18acquity								M778T1	777.8579	49.184478			1327	NA	
M777.8692T8.44_1	c18acquity			4					M778T8	777.8692	506.24424			103	NA	
M777.9374T9.72_3	c18acquity			4					M778T10.5	777.9374	583.01466			2887	NA	
M778.0144T9.26_3	c18acquity			4					M778T9.2	778.0144	555.45708			166	NA	
M778.1034T9.72_4	c18acquity			4					M778T10.7	778.1034	583.05666		[3M+Na+K-H]+ 239.057	68	NA	
M778.1081T14.78	c18acquity								M778T15	778.1081	886.8318	[2345][M+2]+		60	NA	
M778.2151T9.26_4	c18acquity			4					M778T9.3	778.2151	555.39918			166	NA	
M778.2709T9.71_5	c18acquity			4					M778T10.9	778.2709	582.81372	[2340][M+3]+		2760	NA	
M778.3708T8.44_2	c18acquity			4					M778T8.1	778.3708	506.25522			103	NA	
M778.4155T9.26_5	c18acquity			4					M778T9.4	778.4155	555.44718			166	NA	
M778.6167T9.26	c18acquity								M779T9	778.6167	555.80106			166	NA	
M778.8723T8.44_1	c18acquity								M779T8	778.8723	506.4045	[2351][M]2+		3586	NA	
M778.9198T0.8_2	c18acquity			4					M779T1.1	778.9198	48.199704		[M+Na+NaCOOH]+ 687.946	21	NA	
M779.2506T9.12_2	c18acquity								M779T9.4	779.2506	547.19754	[2355][M]+		411	NA	
M779.3406T0.81_3	c18acquity			4					M779T1.2	779.3406	48.417192		[M+K+NaCOOH]+ 672.388	21	NA	
M779.4327T9.12_4	c18acquity								M779T9.6	779.4327	547.13172			411	NA	
M779.7063T9.12_3	c18acquity								M780T9.2	779.7063	547.1463			411	NA	
M779.7974T9.12_4	c18acquity								M780T9.3	779.7974	547.1463			411	NA	
M779.8998T0.8_2	c18acquity								M780T1.1	779.8998	47.986104		[M+Na+NaCOOH]+ 688.927	176	NA	
M780.005T15.21	c18acquity								M780T15	780.005	912.4392	[2358][M]2+		3	NA	
M780.0706T9.12_7	c18acquity								M780T9.6	780.0706	547.19754			411	NA	
M780.4006T0.79	c18acquity								M780T1.3	780.4006	47.290188		[M+K+NaCOOH]+ 673.45 [M+Na+NaCOOH]+ 689.424 [M+Na+HCOOH]+ 711.406	176	NA	
M780.5061T15.21	c18acquity								M781T15	780.5061	912.3636	[2358][M+1]2+		3	NA	
M780.8072T0.79_1	c18acquity								M781T1	780.8072	47.31066		[M+K+NaCOOH]+ 673.86	176	NA	
M781.5024T0.81_1	c18acquity			4					M782T1	781.5024	48.392292		[M+K]+ 742.537	21	NA	
M781.5157T10.38_1	c18acquity								M782T10	781.5157	622.9476			3803	NA	
M781.5578T0.8_2	c18acquity			4					M782T1.1	781.5578	48.258864	[2363][M]3+		21	NA	
M781.8919T0.8_3	c18acquity			4					M782T1.2	781.8919	48.292764	[2363][M+1]3+		21	NA	
M781.9527T9.49_1	c18acquity			4					M782T9	781.9527	569.54928			589	NA	
M781.9553T15.26_1	c18acquity								M782T15	781.9553	915.6282			4407	NA	
M782.4574T15.26_2	c18acquity								M782T15.2	782.4574	915.7182			4408	NA	
M782.4616T14.95	c18acquity								M782T15.3	782.4616	897.0888		[M+H]+ 781.457	28	NA	
M782.5679T13.26	c18acquity								M783T13	782.5679	795.3162			109	NA	
M782.5688T13.81	c18acquity								M783T14	782.5688	828.672			2233	NA	
M782.7502T10.32_2	c18acquity			4					M783T10.2	782.7502	619.002			8873	NA	
M782.8122T0.82	c18acquity								M783T1	782.8122	49.139484	[2366][M]+		21	NA	
M782.9153T10.2_1	c18acquity			4					M783T10.3	782.9153	611.8944	[2368][M]3+		7432	NA	
M782.9581T15.27	c18acquity								M783T15	782.9581	916.2132		[M+Na]+ 759.966	71	NA	
M783.0155T9.29_1	c18acquity								M783T9	783.0155	557.43282	[2369][M]+		8322	NA	
M783.0818T12.75	c18acquity								M783T13.1	783.0818	764.8908			1746	NA	
M783.0829T10.2_2	c18acquity			4					M783T10.4	783.0829	612.051			7479	NA	
M783.2162T9.29_2	c18acquity								M783T9.1	783.2162	557.44146			422	NA	
M783.2491T10.2_3	c18acquity								M783T10.5	783.2491	611.8092	[2368][M+1]3+		7432	NA	
M783.4166T10.2_4	c18acquity			4					M783T10.6	783.4166	611.7828			7480	NA	
M783.4696T15.3	c18acquity								M783T15.1	783.4696	918.1338	[2371][M]+	[M+H]+ 782.464	71	NA	
M783.5831T10.2	c18acquity			4					M784T10	783.5831	611.8692	[2368][M+2]3+		7432	NA	
M783.6171T9.29	c18acquity								M784T9	783.6171	557.51736			8323	NA	
M783.8169T9.29_1	c18acquity								M784T9.1	783.8169	557.48754			422	NA	
M783.9201T9.71_1	c18acquity			4					M784T10.1	783.9201	582.78186	[2372][M]3+		68	NA	
M783.9652T14.95	c18acquity			4					M784T15	783.9652	896.9064		[M+H]+ 782.964	28	NA	
M783.971T15.29_1	c18acquity								M784T15.1	783.971	917.6946		[M+Na]+ 760.975	71	NA	
M784.0166T9.29_2	c18acquity								M784T9.3	784.0166	557.32914	[2369][M+1]+		422	NA	
M784.0617T14.59	c18acquity			4					M784T15.2	784.0617	875.4906		[M+2K-H]+ 707.129	76	NA	
M784.4183T9.67	c18acquity								M784T10.4	784.4183	580.0266		[M+Na]+ 761.429	68	NA	
M784.4722T15.31_2	c18acquity								M784T15.3	784.4722	918.4944	[2371][M+1]+		71	NA	
M784.5839T13.62	c18acquity								M785T14.1	784.5839	817.4688			227	NA	
M784.5889T9.72_1	c18acquity			4					M785T10	784.5889	583.04232	[2372][M+2]3+		68	NA	
M784.7528T9.67_1	c18acquity			4					M785T10.1	784.7528	579.98892			68	NA	
M784.8679T0.81_2	c18acquity								M785T1.1	784.8679	48.308148			21	NA	
M784.9227T9.72_2	c18acquity			4					M785T10.2	784.9227	583.10268	[2372][M+3]3+		68	NA	
M784.9745T15.31	c18acquity								M785T15	784.9745	918.5112			71	NA	
M785.0867T9.67_2	c18acquity								M785T10.3	785.0867	579.99654		[M+H-CO2]+ 828.055	68	NA	
M785.3924T9.18	c18acquity								M785T9.2	785.3924	550.6443			78	NA	
M785.4207T9.67_3	c18acquity								M785T10.4	785.4207	579.97332			68	NA	
M785.4759T15.31	c18acquity			4					M785T15.1	785.4759	918.4488	[2371][M+2]+		71	NA	
M785.5935T9.17_1	c18acquity			4					M786T9	785.5935	550.36278			78	NA	
M785.7576T9.66	c18acquity								M786T10	785.7576	579.8967		[M+K+NaCOOH]+ 678.801 [M+K+HCOOH]+ 700.782 [M+K+NH3]+ 729.762	68	NA	
M785.7947T9.17_2	c18acquity								M786T9.1	785.7947	550.32138		[2M+H+Na]2+ 773.802	78	NA	
M785.8603T0.8	c18acquity								M786T1	785.8603	48.266304			1329	NA	
M785.9745T15.31	c18acquity			4					M786T15	785.9745	918.5046		[M+H-CO]+ 812.953	71	NA	
M785.9956T9.17_3	c18acquity								M786T9.2	785.9956	550.24914			78	NA	
M786.1962T9.17_4	c18acquity								M786T9.3	786.1962	550.28094		[2M+H+Na]2+ 774.203	78	NA	
M786.3957T9.17_5	c18acquity								M786T9.4	786.3957	550.19622			78	NA	
M786.4743T15.31	c18acquity								M786T15.1	786.4743	918.3288	[2371][M+3]+		71	NA	
M786.599T13.45	c18acquity								M787T13.2	786.599	807.0426			3903	NA	
M786.7823T9.87_4	c18acquity			4					M787T10.3	786.7823	592.22394			68	NA	
M786.8449T9.87_5	c18acquity			4					M787T10.4	786.8449	592.19802		[M+H-COCH2]+ 827.854	68	NA	
M787.0244T12.76	c18acquity								M787T13.3	787.0244	765.471	[2380][M]+	[M+H-CO]+ 814.011	36	NA	
M787.0438T9.87_6	c18acquity			4					M787T10.5	787.0438	592.10742		[M+H-COCH2]+ 828.055	68	NA	
M787.2154T0.82_1	c18acquity								M787T1.3	787.2154	49.25619			1330	NA	
M787.3271T0.81_2	c18acquity			4					M787T1.4	787.3271	48.556998	[2377][M+1]2+		21	NA	
M787.4093T0.8_4	c18acquity			4					M787T1.5	787.4093	48.263316		[M+Na+HCOOH]+ 718.421	21	NA	
M787.4447T9.87_8	c18acquity								M787T10.7	787.4447	592.26324			68	NA	
M787.6469T9.88	c18acquity			4					M788T10	787.6469	592.5909		[M+K+NH3]+ 731.652	68	NA	
M787.9063T0.8_2	c18acquity								M788T1.1	787.9063	48.253932			21	NA	
M787.9872T15.21_1	c18acquity								M788T15	787.9872	912.3306	[2382][M]2+		3	NA	
M788.0264T12.75	c18acquity								M788T13	788.0264	764.8998	[2380][M+1]+		36	NA	
M788.3292T0.81_4	c18acquity								M788T1.3	788.3292	48.49818	[2377][M+3]2+		21	NA	
M788.3931T9.26	c18acquity			4					M788T9	788.3931	555.396			166	NA	
M788.489T15.21_2	c18acquity								M788T15.1	788.489	912.3054	[2382][M+1]2+		3	NA	
M788.5358T9.53_1	c18acquity								M789T10	788.5358	571.81992		[M+Na+HCOOH]+ 719.553	68	NA	
M788.6076T9.12_1	c18acquity								M789T9.1	788.6076	547.3425			411	NA	
M788.8262T0.81	c18acquity			4					M789T1	788.8262	48.310344	[2377][M+4]2+		21	NA	
M788.967T9.53_4	c18acquity								M789T10.3	788.967	572.08164		[3M+2H]2+ 525.315	68	NA	
M789.9501T0.79	c18acquity								M790T1	789.9501	47.227812	[2383][M+1]+		176	NA	
M790.1481T9.76_1	c18acquity								M790T10	790.1481	585.80796	[2385][M]3+		68	NA	
M790.2169T9.76_2	c18acquity								M790T10.1	790.2169	585.7713	[2386][M]3+		68	NA	
M790.4162T9.76_4	c18acquity								M790T10.4	790.4162	585.55992			68	NA	
M790.6159T9.76_2	c18acquity								M791T10.1	790.6159	585.38112	[2388][M+1]3+		68	NA	
M790.6852T9.77	c18acquity								M791T10.2	790.6852	586.16712	[2389][M+1]3+		68	NA	
M790.8827T7.85_1	c18acquity								M791T8	790.8827	470.90646	[2390][M]2+		6001	NA	
M790.9965T14.7_1	c18acquity			4					M791T15	790.9965	881.7696		[3M+H+Na]2+ 519.329	8	NA	
M791.3841T7.84_2	c18acquity								M791T8.1	791.3841	470.6952	[2390][M+1]2+		6001	NA	
M791.3885T0.81	c18acquity								M791T1.1	791.3885	48.30978		[M+K]+ 752.416	21	NA	
M791.498T14.7_2	c18acquity			4					M791T15.1	791.498	881.7264		[2M+H+Na]2+ 779.497	8	NA	
M791.5878T9.72_1	c18acquity			4					M792T10	791.5878	582.90798	[2392][M]3+		68	NA	
M791.7539T9.72_2	c18acquity			4					M792T10.1	791.7539	582.91986			2889	NA	
M791.8426T0.82	c18acquity								M792T1	791.8426	49.182102	[2393][M]+		1281	NA	
M791.8851T7.78	c18acquity								M792T8	791.8851	466.81044			7391	NA	
M791.8877T0.79	c18acquity								M792T1.1	791.8877	47.307654			176	NA	
M791.9214T9.72_3	c18acquity			4					M792T10.2	791.9214	583.01958	[2392][M+1]3+		68	NA	
M791.9996T14.7	c18acquity								M792T15	791.9996	881.7096		[M+Na]+ 769.008	8	NA	
